Symbol,Date,Open,High,Low,Close,Volume,CPPKF SMA,CPPKF spanTwelveEMA,CPPKF spanTwntySixEMA,CPPKF_x,CPPKF_y
CPPKF,2020-12-29,0.1786,0.183,0.1751,0.1782,11321,0.1782,0.17889507321656953,0.1806835470313179,-0.0017884738147483648,-0.0008456267974246128
CPPKF,2020-12-28,0.1705,0.18600000000000005,0.15,0.17,2134,0.17,0.1790214501650367,0.18088223079382332,-0.0018607806287866398,-0.0006099150430936748
CPPKF,2020-12-28,0.1705,0.18600000000000005,0.15,0.17,2134,0.17,0.18066171383140697,0.1817528092573292,-0.0010910954259222003,-0.0002971986466704404
CPPKF,2020-12-24,0.182,0.182,0.1738,0.18100000000000002,21000,0.18100000000000002,0.1826002072552992,0.18269303399791556,-9.282674261637536e-05,-9.87244518574934e-05
CPPKF,2020-12-23,0.182,0.182,0.18,0.182,15300,0.182,0.1828911540289899,0.1828284767177488,6.267731124109943e-05,-0.00010019887916777983
CPPKF,2020-12-22,0.18100000000000002,0.18100000000000002,0.18,0.18100000000000002,5918,0.181,0.1830531820342608,0.1828947548551687,0.00015842717909209103,-0.00014091792676999964
CPPKF,2020-12-21,0.18193299999999998,0.1901,0.18179,0.18179,44904,0.18179,0.18342648785867186,0.1830463352435822,0.0003801526150896406,-0.0002157542032355223
CPPKF,2020-12-18,0.1972,0.1972,0.1857,0.1857,4197,0.1857,0.1837240311057031,0.1831468420630688,0.0005771890426343185,-0.00036473090781681994
CPPKF,2020-12-17,0.18921,0.1894,0.18921,0.1894,4347,0.1894,0.18336476403401275,0.18294258942811428,0.00042217460589846767,-0.0006002108954295975
CPPKF,2020-12-16,0.17125,0.1908,0.17125,0.18245,16261,0.18245,0.1822674484038332,0.1824259965823634,-0.00015854817853019898,-0.0008558072707616137
CPPKF,2020-12-15,0.19,0.1905,0.18775,0.1905,3000,0.1905,0.18223425720453015,0.1824240763089525,-0.0001898191044223119,-0.0010301220438194674
CPPKF,2020-12-14,0.1885,0.1885,0.187,0.187,6078,0.187,0.18073139487808115,0.1817780024136687,-0.0010466075355875792,-0.0012401977786687494
CPPKF,2020-12-11,0.17800000000000002,0.18,0.17800000000000002,0.18,62109,0.18,0.17959164849227768,0.18136024260676215,-0.0017685941144844894,-0.001288595339439049
CPPKF,2020-12-10,0.17800000000000002,0.17800000000000002,0.17800000000000002,0.17800000000000002,500,0.17800000000000002,0.1795174027636009,0.18146906201530316,-0.0019516592517022366,-0.0011685956456776955
CPPKF,2020-12-09,0.1785,0.17945999999999998,0.1785,0.17945999999999998,2469,0.17945999999999998,0.17979329417516468,0.18174658697652735,-0.0019532928013626942,-0.000972829744171553
CPPKF,2020-12-08,0.17605,0.17605,0.17,0.17,1689,0.17,0.1798538931161037,0.1819295139346496,-0.0020756208185458698,-0.0007277139798737746
CPPKF,2020-12-07,0.1669,0.1669,0.1669,0.1669,880,0.16689999999999994,0.1816455100463044,0.18288387504942152,-0.0012383650031171645,-0.0003907372702057436
CPPKF,2020-12-04,0.18,0.18,0.18,0.18,22178,0.18,0.1843265118729052,0.18416258505337524,0.00016392681952992483,-0.00017883033697789532
CPPKF,2020-12-03,0.1899,0.1899,0.18,0.18,26525,0.18,0.1851131503952516,0.18449559185764525,0.0006175585376063109,-0.00026451962610485726
CPPKF,2020-12-02,0.191,0.195,0.191,0.195,13000,0.195,0.18604281410347911,0.18485523920625685,0.0011875748972222655,-0.00048503916703266313
CPPKF,2020-12-01,0.2,0.2087,0.19712000000000002,0.2,62326,0.2,0.18441423484956626,0.18404365834275735,0.0003705765068088562,-0.0009031926830963953
CPPKF,2020-11-30,0.1933,0.2047,0.19,0.2,75484,0.2,0.1815804593676692,0.182767151010178,-0.001186691642508786,-0.001221634980572722
CPPKF,2020-11-27,0.1776,0.1788,0.1691,0.1691,70160,0.16909999999999994,0.17823145197997267,0.1813885230909922,-0.0031570711110195378,-0.0012303708150887061
CPPKF,2020-11-27,0.1776,0.1788,0.1691,0.1691,70160,0.16909999999999994,0.17989171597633136,0.1823716049382716,-0.0024798889619402353,-0.000748695741105998
CPPKF,2020-11-25,0.165,0.1712,0.165,0.1651,41490,0.16509999999999994,0.18185384615384614,0.18343333333333334,-0.0015794871794871654,-0.0003158974358974387
CPPKF,2020-11-24,0.18,0.1849,0.18,0.1849,5177,0.1849,0.1849,0.1849,0.0,0.0
