Symbol,Date,Open,High,Low,Close,Volume,EPWCF SMA,EPWCF spanTwelveEMA,EPWCF spanTwntySixEMA,EPWCF_x,EPWCF_y
EPWCF,2020-12-29,0.242,0.242,0.215,0.2175,79063,0.2175,0.21677630641586584,0.18327704387381905,0.0334992625420468,0.03693893439750634
EPWCF,2020-12-28,0.2176,0.253,0.2176,0.23,187232,0.23,0.21664472576420507,0.18053920738372453,0.03610551838048054,0.037798852361371225
EPWCF,2020-12-28,0.2176,0.253,0.2176,0.23,187232,0.23,0.2142164940849696,0.1765823439744225,0.03763415011054713,0.0382221858565939
EPWCF,2020-12-24,0.2435,0.2435,0.22662,0.22662,18988,0.22662,0.21134676573678227,0.17230893149237628,0.03903783424440599,0.03836919479310559
EPWCF,2020-12-23,0.25,0.25,0.2242,0.2242,57727,0.2242,0.20856981405256086,0.16796404601176634,0.040605768040794486,0.03820203493028049
EPWCF,2020-12-22,0.2,0.228,0.2,0.228,123524,0.2280000000000001,0.20572796206211735,0.1634651696927077,0.04226279236940969,0.03760110165265197
EPWCF,2020-12-21,0.2315,0.2315,0.2078,0.21761,121823,0.21761000000000005,0.201678500618866,0.1583023832681243,0.043376117350741684,0.03643567897346255
EPWCF,2020-12-18,0.29375,0.29375,0.225,0.23874,145612,0.2387400000000001,0.1987818643677507,0.15355777392957426,0.04522409043817646,0.03470056937914276
EPWCF,2020-12-18,0.29375,0.29375,0.225,0.23874,145612,0.23874,0.19151674879825084,0.14674319584394016,0.04477355295431068,0.03206968911438434
EPWCF,2020-12-16,0.24,0.25,0.2068,0.2182,172412,0.2182,0.18293070312520554,0.13938345151145534,0.04354725161375017,0.028893723154402758
EPWCF,2020-12-15,0.2681,0.282,0.25,0.2656,283815,0.2656,0.17651810369342474,0.13307812763237178,0.04343997606105296,0.025230341039565896
EPWCF,2020-12-14,0.22,0.24,0.22,0.23835,200900,0.23835,0.1603213952740474,0.12247637784296153,0.03784501743108587,0.02067793228419413
EPWCF,2020-12-11,0.2,0.223,0.19,0.22,243025,0.22000000000000008,0.1461343762329651,0.11320648807039844,0.032927888162566664,0.016386160997471193
EPWCF,2020-12-10,0.1685,0.17,0.132,0.1615,638807,0.16150000000000006,0.13270426282077696,0.10466300711603033,0.02804125570474664,0.012250729206197327
EPWCF,2020-12-09,0.23,0.23199999999999998,0.209,0.21368800000000002,165902,0.21368800000000007,0.12746867424273642,0.10011604768531276,0.027352626557423668,0.008303097581559999
EPWCF,2020-12-08,0.318,0.318,0.25,0.29,1652787,0.29000000000000004,0.11179243319596124,0.09103029150013778,0.020762141695823445,0.0035407153375940853
EPWCF,2020-12-07,0.12,0.1506,0.12,0.14,1102222,0.14000000000000007,0.07939105741340874,0.07511271482014881,0.004278342593259932,-0.0007646412519632603
EPWCF,2020-12-04,0.0745,0.0797,0.068,0.0797,239353,0.07970000000000005,0.06837124967039214,0.06992173200576071,-0.001550482335368572,-0.0020253872132690583
EPWCF,2020-12-03,0.075,0.075,0.0612,0.0612,111270,0.06120000000000006,0.06631147688319071,0.06913947056622156,-0.002827993683030855,-0.0021441134327441795
EPWCF,2020-12-02,0.069,0.071,0.069,0.071,140653,0.07100000000000004,0.06724083631649813,0.0697746282115193,-0.002533791895021176,-0.0019731433701725104
EPWCF,2020-12-01,0.06548999999999999,0.067,0.061,0.067,30512,0.06700000000000005,0.06655735201040687,0.06967659846844085,-0.003119246458033978,-0.0018329812389603472
EPWCF,2020-11-30,0.07,0.0707,0.06,0.06,353500,0.06000000000000005,0.06647687055775357,0.06989072634591613,-0.0034138557881625425,-0.0015114149341919393
EPWCF,2020-11-27,0.0617,0.0617,0.05575,0.05575,157979,0.05575000000000005,0.06765448338643604,0.0706819844535894,-0.003027501067153368,-0.001035804720699285
EPWCF,2020-11-27,0.0617,0.0617,0.05575,0.05575,157979,0.055750000000000036,0.0698189349112426,0.07187654320987655,-0.0020576082986339533,-0.000537880634085764
EPWCF,2020-11-25,0.06115,0.064,0.06115,0.064,13787,0.06400000000000006,0.07237692307692307,0.07316666666666666,-0.0007897435897435827,-0.00015794871794871658
EPWCF,2020-11-24,0.07,0.077,0.07,0.0739,33600,0.07390000000000005,0.0739,0.0739,0.0,0.0
