Symbol,Date,Open,High,Low,Close,Volume,GLOG SMA,GLOG spanTwelveEMA,GLOG spanTwntySixEMA,GLOG_x,GLOG_y
GLOG,2020-12-29,3.65,3.65,3.53,3.55,95634,3.55,3.607914122044294,3.4808657738102236,0.12704834823406985,0.1358840789447442
GLOG,2020-12-28,3.76,3.77,3.68,3.69,122168,3.69,3.618443962415984,3.475335035715042,0.14310892670094155,0.13809301162241266
GLOG,2020-12-28,3.76,3.77,3.68,3.69,122168,3.690000000000001,3.605433773764344,3.4581618385722455,0.1472719351920988,0.13683903285278032
GLOG,2020-12-24,3.82,3.82,3.68,3.7,33397,3.7000000000000006,3.590058096266952,3.4396147856580246,0.15044331060892713,0.13423080726795078
GLOG,2020-12-23,3.61,3.64,3.53,3.61,80436,3.61,3.570068659224579,3.4187839685106667,0.15128469071391226,0.13017768143270658
GLOG,2020-12-22,3.59,3.73,3.5702,3.62,207876,3.620000000000001,3.562808415447229,3.4034866859915205,0.15932172945570944,0.12490092911240513
GLOG,2020-12-21,3.75,3.79,3.65,3.67,256620,3.670000000000001,3.5524099455285443,3.386165620870842,0.1662443246577019,0.11629572902657928
GLOG,2020-12-18,3.91,4.04,3.88,3.88,100470,3.880000000000001,3.531029935624643,3.3634588705405086,0.16757106508413375,0.10380858011879852
GLOG,2020-12-17,3.94,3.96,3.8573,3.87,125284,3.870000000000001,3.467580833010942,3.3221355801837498,0.14544525282719212,0.0878679588774646
GLOG,2020-12-16,3.67,3.7,3.6,3.635,101899,3.6350000000000007,3.394413711740204,3.2783064265984496,0.1161072851417546,0.07347363539003271
GLOG,2020-12-15,3.47,3.51,3.46,3.495,63253,3.495000000000001,3.3506707502384234,3.2497709407263256,0.10089980951209787,0.06281522295210235
GLOG,2020-12-14,3.56,3.58,3.48,3.4958,101813,3.4958000000000014,3.3244290684635915,3.230152615984432,0.09427645247916017,0.05329407631210345
GLOG,2020-12-11,3.53,3.53,3.435,3.47,67932,3.470000000000001,3.2932707172751536,3.208900825263186,0.08436989201196754,0.043048482270339375
GLOG,2020-12-10,3.35,3.47,3.3304,3.44,81443,3.4400000000000017,3.2611381204160903,3.188012891284241,0.07312522913184916,0.03271812983493234
GLOG,2020-12-09,3.4,3.445,3.3902,3.445,51052,3.4450000000000016,3.228617778673561,3.1678539225869797,0.060763856086580866,0.022616355010703134
GLOG,2020-12-08,3.29,3.4115,3.29,3.3967,78685,3.3967000000000014,3.189275556614209,3.1456822363939385,0.043593320220270286,0.01307947974173359
GLOG,2020-12-07,3.42,3.42,3.32,3.33,69409,3.3300000000000014,3.1515620214531563,3.1256008153054538,0.025961206147702143,0.005451019622099414
GLOG,2020-12-04,3.18,3.37,3.165,3.365,235058,3.365000000000001,3.1191187526264574,3.10924888052989,0.009869872096567091,0.0003234729906986208
GLOG,2020-12-03,3.05,3.1,3.0,3.0233,38980,3.0233000000000008,3.0744130712858126,3.088788790972281,-0.014375719686468447,-0.0020631267857686075
GLOG,2020-12-02,2.92,2.96,2.915,2.93,50211,2.9300000000000006,3.083706356974142,3.094027894250064,-0.010321537275921777,0.0010150214394063525
GLOG,2020-12-01,3.04,3.0995,3.0001,3.045,90961,3.0450000000000004,3.1116529673330766,3.107150125790069,0.0045028415430077295,0.0038491611182383846
GLOG,2020-11-30,3.22,3.22,3.15,3.19,63642,3.1900000000000004,3.1237716886663636,3.1121221358532742,0.01164955281308888,0.0036857410120460484
GLOG,2020-11-27,3.16,3.16,3.05,3.1413,172642,3.1413000000000006,3.1117301775147928,3.1058919067215363,0.005838270793256496,0.0016947880617852286
GLOG,2020-11-27,3.16,3.16,3.05,3.1413,172642,3.1413,3.1063538461538465,3.1030592592592594,0.003294586894586615,0.000658917378917412
GLOG,2020-11-25,3.13,3.14,3.05,3.1,129235,3.1000000000000005,3.1,3.1,0.0,0.0
GLOG,2020-11-24,3.18,3.188,3.01,3.1,339123,3.100000000000001,3.1,3.1,0.0,0.0
