Symbol,Date,Open,High,Low,Close,Volume,NINE SMA,NINE spanTwelveEMA,NINE spanTwntySixEMA,NINE_x,NINE_y
NINE,2020-12-29,2.85,2.85,2.78,2.78,5670,2.78,2.7569245002137595,2.6591030969558846,0.09782140325787436,0.06960482456746812
NINE,2020-12-28,2.9,2.94,2.8538,2.92,47661,2.9199999999999995,2.752728954798079,2.6494313447123554,0.10329761008572368,0.06255067989486644
NINE,2020-12-28,2.9,2.94,2.8538,2.92,47661,2.92,2.7223160374886395,2.6277858522893442,0.09453018519929524,0.05236394734715213
NINE,2020-12-24,2.91,2.91,2.74,2.7762,25853,2.7762,2.6863734988502097,2.6044087204724917,0.08196477837771843,0.04182238788411635
NINE,2020-12-23,2.94,3.12,2.94,3.0492,83876,3.0491999999999995,2.6700414077320658,2.5906654181102913,0.07937598962177493,0.03178679026071594
NINE,2020-12-22,2.75,2.84,2.73,2.8202,23123,2.820199999999999,2.601103481865169,2.553982651559114,0.04712083030605463,0.019889490420451295
NINE,2020-12-21,2.59,2.695,2.5,2.66,64904,2.66,2.5612677512952002,2.5326852636838435,0.02858248761135629,0.01308165544905046
NINE,2020-12-18,2.75,2.79,2.68,2.7539999999999996,42487,2.7539999999999987,2.5433164333488723,2.5225000847785517,0.020816348570321,0.00920644740847389
NINE,2020-12-17,2.52,2.55,2.47,2.55,14213,2.549999999999999,2.505010330321394,2.5039800915608352,0.0010302387605594099,0.006303972118012222
NINE,2020-12-16,2.41,2.4219,2.3702,2.4,11704,2.3999999999999995,2.4968303903798303,2.5002984988857024,-0.003468108505872092,0.007622405457375536
NINE,2020-12-15,2.58,2.58,2.4,2.4,32984,2.399999999999999,2.514435915903436,2.5083223787965587,0.006113537106877232,0.010395033948187443
NINE,2020-12-14,2.51,2.549,2.4591,2.4591,10094,2.459099999999999,2.5352424460676968,2.516988169100284,0.018254276967413663,0.011465408158514996
NINE,2020-12-11,2.62,2.67,2.37,2.51,117349,2.51,2.549086527170915,2.5216192226283063,0.0274673045426086,0.00976819095629055
NINE,2020-12-10,2.43,2.69,2.4112,2.5501,149290,2.5501,2.556193168474717,2.522548760438571,0.03364440803614644,0.005343412559711038
NINE,2020-12-09,2.85,2.95,2.82,2.95,70509,2.95,2.5573010172883017,2.520344661273657,0.036956356014645315,-0.0017318363093977007
NINE,2020-12-08,2.61,2.6793,2.61,2.6581,7916,2.6581,2.4859012022498117,2.485972234175549,-7.103192573820749e-05,-0.011403884390408342
NINE,2020-12-07,2.42,2.48,2.34,2.48,50372,2.4799999999999995,2.4545923299315953,2.4722020129095936,-0.01760968297799881,-0.014237097506576098
NINE,2020-12-04,2.46,2.56,2.4392,2.5479,60537,2.547899999999999,2.449972753555521,2.471578173942361,-0.021605420386840102,-0.01339395113872053
NINE,2020-12-03,2.42,2.42,2.33,2.37,13869,2.37,2.4321677996565243,2.4654724278577502,-0.033304628201225484,-0.011341083826690638
NINE,2020-12-02,2.16,2.2694,2.147,2.2694,18843,2.2694,2.4434710359577108,2.47311022208637,-0.029639186128659126,-0.005850197733056814
NINE,2020-12-01,2.2,2.3,2.2,2.3,56356,2.3,2.4751203152227492,2.48940703985328,-0.014286724630530934,9.704936584376336e-05
NINE,2020-11-30,2.57,2.58,2.3,2.3,82977,2.3,2.506960372535976,2.504559603041542,0.002400769494433685,0.0036929928649374376
NINE,2020-11-27,2.68,2.75,2.55,2.7268,51263,2.7268,2.5445895311788798,2.520924371284865,0.023665159894015183,0.004016048707563264
NINE,2020-11-27,2.68,2.75,2.55,2.7268,51263,2.7268,2.5114603550295858,2.504454320987654,0.007006034041931564,-0.0008962290890496048
NINE,2020-11-25,2.6,2.6084,2.21,2.32,163525,2.3199999999999994,2.4723076923076923,2.486666666666667,-0.014358974358974487,-0.002871794871794897
NINE,2020-11-24,2.52,2.64,2.3948,2.5,154964,2.5,2.5,2.5,0.0,0.0
