Symbol,Date,Open,High,Low,Close,Volume,SPPI SMA,SPPI spanTwelveEMA,SPPI spanTwntySixEMA,SPPI_x,SPPI_y
SPPI,2021-06-18,4.24,4.28,4.24,4.28,205978,4.28,4.153738502160984,3.868929228446514,0.2848092737144694,0.2697668735883103
SPPI,2021-06-17,4.22,4.245,4.22,4.24,21510,4.24,4.130781866190254,3.836043566722236,0.2947382994680181,0.26600627355677053
SPPI,2021-06-16,4.22,4.25,4.22,4.23,37767,4.23,4.110924023679391,3.803727052060014,0.3071969716193767,0.25882326707895875
SPPI,2021-06-15,4.42,4.42,4.39,4.4,24594,4.4,4.089273846166552,3.769625216224815,0.3196486299417373,0.24672984094385425
SPPI,2021-06-14,4.44,4.45,4.4336,4.4418,58051,4.4418,4.032778181833198,3.7191952335228,0.3135829483103975,0.22850014369438346
SPPI,2021-06-11,4.4,4.42,4.38,4.38,23656,4.38,3.958410578530143,3.661386852204625,0.2970237263255182,0.2072294425403798
SPPI,2021-06-10,4.38,4.42,4.37,4.42,64105,4.42,3.881757956444714,3.6038978003809934,0.2778601560637197,0.1847808715940952
SPPI,2021-06-09,4.2149,4.26,4.2144,4.245,27870,4.245,3.783895766707389,3.5386096244114738,0.2452861422959156,0.16151105047668884
SPPI,2021-06-08,4.32,4.34,4.31,4.32,58979,4.32,3.700058633381461,3.482098394364392,0.2179602390170685,0.14056727752188225
SPPI,2021-06-07,3.8568,3.88,3.85,3.8501,42307,3.8501,3.5873420212689986,3.415066265913544,0.172275755355455,0.12121903714808555
SPPI,2021-06-04,3.85,3.8582,3.8,3.81,35331,3.81,3.539567843317907,3.380263567186627,0.1593042761312801,0.10845485759624326
SPPI,2021-06-03,3.85,3.85,3.84,3.84,49023,3.84,3.490398360284799,3.3458846525615566,0.1445137077232425,0.09574250296248403
SPPI,2021-06-02,3.75,3.79,3.69,3.69,74896,3.69,3.4268344257911263,3.306355424766481,0.1204790010246452,0.08354970177229439
SPPI,2021-06-01,3.59,3.59,3.52,3.568,95220,3.568,3.378986139571331,3.2756638587477998,0.1033222808235319,0.07431737695920666
SPPI,2021-06-01,3.59,3.59,3.52,3.568,95220,3.568,3.3446199831297547,3.2522769674476235,0.0923430156821312,0.06706615099312546
SPPI,2021-05-28,3.4964,3.4964,3.48,3.4808,26012,3.4808,3.304005434607892,3.227019124843433,0.0769863097644587,0.06074693482087402
SPPI,2021-05-27,3.3,3.32,3.2832,3.32,61705,3.32,3.271860968172963,3.2067166548309083,0.0651443133420546,0.05668709108497772
SPPI,2021-05-26,3.25,3.28,3.25,3.28,15637,3.28,3.263108416931684,3.197653987217381,0.0654544297143027,0.05457278552070849
SPPI,2021-05-25,3.21,3.239,3.21,3.21,32467,3.21,3.2600372200101715,3.1910663061947715,0.0689709138153999,0.051852374472309816
SPPI,2021-05-24,3.38,3.389,3.36,3.36,28798,3.36,3.269134896375657,3.189551610690353,0.0795832856853038,0.04757273963653727
SPPI,2021-05-21,3.45,3.45,3.41,3.42,27480,3.42,3.252613968443958,3.175915739545581,0.0766982288983766,0.03957010312434563
SPPI,2021-05-20,3.33,3.35,3.33,3.33,20291,3.33,3.2221801445246783,3.156388998709228,0.0657911458154503,0.03028807168083777
SPPI,2021-05-19,3.3352,3.43,3.3,3.3401,59908,3.3401,3.202576534438256,3.1425001186059665,0.0600764158322895,0.021412303147184633
SPPI,2021-05-18,3.45,3.51,3.45,3.4792,64509,3.4792,3.1775722679724847,3.126692128094444,0.0508801398780409,0.01174627497590841
SPPI,2021-05-17,3.4764,3.4764,3.41,3.425,90172,3.425,3.1227308621493,3.0984914983419998,0.0242393638073008,0.0019628087503753802
SPPI,2021-05-14,3.07,3.08,3.0178,3.02,50933,3.02,3.0677728370855366,3.072370818209359,-0.0045979811238225,-0.003606330013855877
SPPI,2021-05-13,3.2173,3.2332,3.17,3.18,39337,3.18,3.076458807464725,3.076560483666108,-0.0001016762013827,-0.0033584172363641976
SPPI,2021-05-12,3.08,3.08,3.06,3.07,15402,3.07,3.0576331360946747,3.0682853223593964,-0.0106521862647217,-0.004172602495109548
SPPI,2021-05-11,2.95,2.95,2.91,2.92,46460,2.92,3.055384615384616,3.0681481481481483,-0.0127635327635329,-0.0025527065527064965
SPPI,2021-05-10,3.1,3.12,3.08,3.08,54716,3.08,3.08,3.08,0.0,0.0
