Symbol,Date,Open,High,Low,Close,Volume,AGEN SMA,AGEN spanTwelveEMA,AGEN spanTwntySixEMA,AGEN_x,AGEN_y
AGEN,2021-06-18,5.23,5.27,5.2,5.21,284194,5.21,4.867593945792438,4.444507318062039,0.4230866277303997,0.3831323784679913
AGEN,2021-06-17,5.21,5.22,5.14,5.16,129379,5.16,4.805338299572882,4.383267903507003,0.4220703960658793,0.37314381615238923
AGEN,2021-06-16,5.04,5.08,5.0,5.08,22217,5.08,4.740854354040678,4.321129335787562,0.419725018253116,0.36091217117401664
AGEN,2021-06-15,5.11,5.12,5.1,5.1115,20309,5.1115,4.679191509320802,4.260419682650568,0.418771826670234,0.3462089594042418
AGEN,2021-06-14,5.16,5.21,5.16,5.2,64856,5.2,4.600589965560948,4.1923332572626135,0.4082567082983344,0.32806824258774364
AGEN,2021-06-11,5.07,5.1245,5.0405,5.09,147978,5.09,4.491606322935666,4.111719917843622,0.3798864050920434,0.3080211261600959
AGEN,2021-06-10,5.09,5.0948,5.06,5.0718,33056,5.0718,4.382807472560333,4.033457511271112,0.3493499612892208,0.290054806427109
AGEN,2021-06-09,4.865,4.96,4.842,4.96,109930,4.96,4.257536103934939,3.950390112172801,0.3071459917621375,0.27523101771158104
AGEN,2021-06-08,4.36,4.47,4.36,4.47,144611,4.47,4.129815395559474,3.869621321146625,0.2601940744128486,0.2672522741989418
AGEN,2021-06-07,4.03,4.1,4.03,4.07,31353,4.07,4.06796364929756,3.8215910268383553,0.2463726224592051,0.26901682414546496
AGEN,2021-06-04,4.07,4.07,4.0325,4.0461,34749,4.0461,4.067593403715298,3.801718308985424,0.265875094729874,0.2746778745670299
AGEN,2021-06-03,4.03,4.08,4.0201,4.06,56046,4.06,4.071501295299898,3.782167773704258,0.2893335215956401,0.27687856952631884
AGEN,2021-06-02,4.23,4.2863,4.23,4.235,36341,4.235,4.07359243989988,3.759941195600599,0.3136512442992809,0.2737648315089885
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306,4.36,4.044245610790767,3.721936491248647,0.3223091195421195,0.2637932283114154
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306,4.36,3.986835721843633,3.6708914105485375,0.3159443112950941,0.24916425550373913
AGEN,2021-05-28,4.18,4.24,4.18,4.24,34139,4.24,3.918987671269748,3.615762723392421,0.3032249478773265,0.23246924155590004
AGEN,2021-05-27,4.15,4.19,4.15,4.1682,38113,4.1682,3.860621793318793,3.5658237412638147,0.2947980520549778,0.2147803149755434
AGEN,2021-05-26,4.05,4.0528,4.015,4.05,40048,4.05,3.8046984830131194,3.51763364056492,0.2870648424481983,0.19477588070568466
AGEN,2021-05-25,4.06,4.08,4.0301,4.039,28537,4.039,3.7600982071973217,3.475044331810114,0.2850538753872076,0.1717036402700559
AGEN,2021-05-24,4.2256,4.25,4.22,4.22,53607,4.22,3.709388790324107,3.429927878354923,0.279460911969184,0.14336608149076796
AGEN,2021-05-21,4.24,4.25,4.23,4.241,90732,4.241,3.6165503885648542,3.366722108623317,0.2498282799415374,0.10934237387116394
AGEN,2021-05-20,4.16,4.28,4.1338,4.2629,172004,4.2629,3.5030140955766456,3.296779877313182,0.2062342182634635,0.07422089735357057
AGEN,2021-05-19,4.0,4.08,3.9876,4.0,668005,4.0,3.3648530220451267,3.2194902674982364,0.1453627545468903,0.04121756712609731
AGEN,2021-05-18,4.22,4.23,4.1573,4.1699,762213,4.1699,3.249371753326059,3.157049488898095,0.0923222644279637,0.015181270270899057
AGEN,2021-05-17,3.26,3.27,3.22,3.25,90496,3.25,3.082002981203524,3.076021448009943,0.005981533193581,-0.004103978268367122
AGEN,2021-05-14,3.05,3.05,3.03,3.03,13973,3.03,3.051458068695074,3.062103163850738,-0.010645095155664,-0.0066253561338541715
AGEN,2021-05-13,3.07,3.07,3.0521,3.07,13479,3.07,3.0553595357305414,3.064671416958797,-0.0093118812282555,-0.005620421378401706
AGEN,2021-05-12,3.05,3.0768,3.05,3.0768,11371,3.0768,3.0526976331360944,3.0642451303155007,-0.0115474971794062,-0.004697556415938245
AGEN,2021-05-11,2.89,2.8946,2.87,2.89,27180,2.89,3.0483153846153845,3.0632407407407407,-0.0149253561253561,-0.0029850712250712344
AGEN,2021-05-10,3.05,3.0771,3.05,3.0771,40352,3.0771,3.0771,3.0771,0.0,0.0
