Symbol,Date,Open,High,Low,Close,Volume
AUY,2021-03-08,4.27,4.28,4.2502,4.26,104395
AUY,2021-03-05,4.29,4.33,4.29,4.3026,244413
AUY,2021-03-04,4.19,4.2,4.16,4.192,132764
AUY,2021-03-03,4.12,4.13,4.09,4.096,185233
AUY,2021-03-02,4.07,4.09,4.07,4.0852,142821
AUY,2021-03-01,4.1,4.15,4.07,4.145,300573
AUY,2021-02-26,4.2,4.21,4.18,4.2,246738
AUY,2021-02-25,4.45,4.475,4.4473,4.448,201741
AUY,2021-02-24,4.42,4.42,4.4,4.4,189393
AUY,2021-02-23,4.55,4.57,4.52,4.5299,169199
AUY,2021-02-22,4.48,4.5,4.43,4.46,347136
AUY,2021-02-19,4.53,4.54,4.49,4.54,354416
AUY,2021-02-18,4.59,4.59,4.55,4.5665,105827
AUY,2021-02-17,4.59,4.61,4.53,4.54,534413
AUY,2021-02-16,4.76,4.76,4.72,4.74,421344
AUY,2021-02-16,4.76,4.76,4.72,4.74,421344
AUY,2021-02-12,4.87,4.88,4.82,4.8355,229222
AUY,2021-02-11,4.94,4.96,4.93,4.96,370568
AUY,2021-02-10,4.98,5.0,4.97,4.98,121645
AUY,2021-02-09,5.03,5.05,4.99,5.0,211974
AUY,2021-02-08,4.97,4.99,4.97,4.98,253605
AUY,2021-02-05,4.79,4.8,4.77,4.785,125399
AUY,2021-02-04,4.75,4.75,4.7,4.7,323542
AUY,2021-02-03,4.86,4.86,4.8173,4.82,127592
AUY,2021-02-02,4.84,4.85,4.82,4.82,309018
AUY,2021-02-01,4.95,4.96,4.9001,4.9001,584959
AUY,2021-01-29,4.93,4.95,4.9,4.95,305209
AUY,2021-01-28,4.75,4.77,4.7,4.77,323456
AUY,2021-01-27,4.87,4.87,4.73,4.74,674838
