Symbol,Date,Open,High,Low,Close,Volume,SNCR SMA,SNCR spanTwelveEMA,SNCR spanTwntySixEMA,SNCR_x,SNCR_y
SNCR,2021-03-25,3.77,3.77,3.74,3.74,7667,3.74,4.181220547734919,4.389270777323094,-0.2080502295881743,-0.18780352713243376
SNCR,2021-03-24,4.02,4.02,4.02,4.02,2113,4.02,4.261442465504905,4.4412124395089405,-0.1797699740040359,-0.18274185151849862
SNCR,2021-03-23,4.08,4.08,4.08,4.08,2473,4.08,4.305341095596706,4.474909434669655,-0.1695683390729492,-0.1834848208971143
SNCR,2021-03-22,4.24,4.26,4.24,4.25,5034,4.25,4.346312203887017,4.506502189443228,-0.1601899855562107,-0.18696394135315555
SNCR,2021-03-19,4.24,4.28,4.24,4.28,136029,4.28,4.363823513684657,4.527022364598686,-0.1631988509140294,-0.19365743030239171
SNCR,2021-03-18,4.37,4.37,4.36,4.36,4187,4.36,4.3790641525364125,4.5467841537665805,-0.167720001230168,-0.20127207514948225
SNCR,2021-03-17,4.22,4.22,4.22,4.22,17526,4.22,4.382530362088487,4.561726886067907,-0.1791965239794199,-0.20966009362931082
SNCR,2021-03-16,4.66,4.66,4.66,4.66,2680,4.66,4.412081337013666,4.58906503695334,-0.1769836999396732,-0.21727598604178353
SNCR,2021-03-15,4.58,4.58,4.58,4.58,5077,4.58,4.367005216470697,4.583390239909607,-0.2163850234389093,-0.22734905756731086
SNCR,2021-03-12,4.53,4.53,4.53,4.53,4913,4.53,4.328278892192642,4.583661459102375,-0.2553825669097334,-0.23009006609941102
SNCR,2021-03-11,4.13,4.15,4.13,4.131,7780,4.131,4.291602327136758,4.587954375830565,-0.2963520486938069,-0.2237669408968304
SNCR,2021-03-10,4.04,4.045,4.0,4.045,8719,4.045,4.320802750252532,4.62451072589701,-0.3037079756444782,-0.20562066394758627
SNCR,2021-03-09,3.65,3.65,3.3,3.49,60816,3.49,4.370948704843901,4.670871583968771,-0.2999228791248702,-0.18109883602336327
SNCR,2021-03-08,4.01,4.1,4.01,4.1,5338,4.1,4.531121196633701,4.7653413106862725,-0.2342201140525714,-0.1513928252479865
SNCR,2021-03-05,4.5419,4.5419,3.98,3.98,5190,3.98,4.60950686874892,4.818568615541174,-0.2090617467922548,-0.13068600304684025
SNCR,2021-03-04,4.34,4.445,4.34,4.445,10136,4.445,4.723962663066906,4.885654104784469,-0.1616914417175632,-0.11109206711048661
SNCR,2021-03-03,4.61,4.61,4.61,4.61,1564,4.61,4.774683147260888,4.920906433167227,-0.1462232859063386,-0.09844222345871745
SNCR,2021-03-02,4.6,4.6,4.6,4.6,984,4.6,4.804625537671958,4.945778947820606,-0.1411534101486475,-0.08649695784681216
SNCR,2021-03-01,4.5,4.52,4.5,4.51,2732,4.51,4.841830180885042,4.9734412636462535,-0.1316110827612115,-0.07283284477135331
SNCR,2021-02-26,4.61,4.61,4.61,4.61,2236,4.61,4.902162941045958,5.010516564737953,-0.108353623691995,-0.058138285273888736
SNCR,2021-02-25,4.79,4.82,4.732,4.7912,14290,4.7912,4.955283475781586,5.042557889916989,-0.0872744141354031,-0.04558445066936215
SNCR,2021-02-24,4.71,4.71,4.71,4.71,3331,4.71,4.985116835014602,5.062666521110349,-0.0775496860957467,-0.03516195980285189
SNCR,2021-02-23,4.83,4.83,4.8,4.8,5950,4.8,5.03513807774453,5.090879842799176,-0.0557417650546465,-0.024565028229628166
SNCR,2021-02-22,5.05,5.05,5.05,5.05,6871,5.05,5.077890455516263,5.114150230223111,-0.0362597747068482,-0.016770844023373567
SNCR,2021-02-19,4.91,4.956,4.9,4.94,7055,4.94,5.082961447428311,5.11928224864096,-0.0363208012126499,-0.011898611352504893
SNCR,2021-02-18,4.92,4.92,4.9,4.9,6097,4.9,5.108954437869822,5.133624828532237,-0.0246703906624148,-0.005793063887468862
SNCR,2021-02-17,5.15,5.15,5.09,5.09,7128,5.09,5.146946153846153,5.152314814814815,-0.0053686609686618,-0.0010737321937323685
SNCR,2021-02-16,5.16,5.16,5.1473,5.1573,4555,5.1573,5.1573,5.1573,0.0,0.0
SNCR,2021-02-16,5.16,5.16,5.1473,5.1573,4555,5.1573,5.1573,5.1573,0.0,0.0
