Symbol,Date,Open,High,Low,Close,Volume,AGRX SMA,AGRX spanTwelveEMA,AGRX spanTwntySixEMA,AGRX_x,AGRX_y
AGRX,2021-03-25,2.09,2.1,2.04,2.045,66108,2.045,2.171764728258277,2.443054191186643,-0.2712894629283662,-0.28340092320577426
AGRX,2021-03-24,2.09,2.12,2.0804,2.0999,323635,2.0999,2.194812860668873,2.474898526481575,-0.280085665812702,-0.28642878827512624
AGRX,2021-03-23,2.05,2.0538,2.03,2.03,59771,2.03,2.21206974442685,2.504898408600101,-0.2928286641732511,-0.2880145688907323
AGRX,2021-03-22,2.1,2.1,2.09,2.1,23408,2.1,2.245173334322641,2.542890281288109,-0.2977169469654681,-0.2868110450701026
AGRX,2021-03-19,2.06,2.065,2.04,2.04,241454,2.04,2.2715684860176664,2.578321503791158,-0.3067530177734916,-0.28408456959626116
AGRX,2021-03-18,2.07,2.0799,2.065,2.07,28153,2.07,2.313671847111787,2.6213872240944505,-0.3077153769826632,-0.2784174575519535
AGRX,2021-03-17,2.06,2.07,2.05,2.06,22398,2.06,2.35797581931393,2.6654982020220066,-0.3075223827080764,-0.2710929776942761
AGRX,2021-03-16,2.18,2.18,2.17,2.18,11490,2.18,2.4121532410073723,2.7139380581837678,-0.301784817176395,-0.261985626440826
AGRX,2021-03-15,2.2465,2.26,2.22,2.22,48484,2.22,2.4543629211905307,2.7566531028384684,-0.3022901816479377,-0.25203582875693364
AGRX,2021-03-12,2.23,2.23,2.2,2.22,43877,2.22,2.496974361406991,2.799585351065546,-0.3026109896585551,-0.23947224053418256
AGRX,2021-03-11,2.3882,2.3905,2.3882,2.39,25695,2.39,2.5473333362082617,2.84595217915079,-0.298618842942528,-0.2236875532530894
AGRX,2021-03-10,2.24,2.24,2.21,2.22,29715,2.22,2.575939397337037,2.882428353482853,-0.3064889561458161,-0.2049547308307297
AGRX,2021-03-09,2.14,2.15,2.13,2.13,34613,2.13,2.6406556513983164,2.9354226217614814,-0.294766970363165,-0.1795711745019581
AGRX,2021-03-08,2.22,2.26,2.15,2.1581,164290,2.1581,2.7335021334707377,2.9998564315024,-0.2663542980316622,-0.15077222553665634
AGRX,2021-03-05,2.28,2.28,2.2701,2.2783,16281,2.2783,2.8381207031926903,3.067196946022592,-0.2290762428299015,-0.12187670741290486
AGRX,2021-03-04,2.35,2.35,2.3008,2.3008,21576,2.3008,2.939906285591361,3.1303087017044,-0.1904024161130384,-0.09507682355865567
AGRX,2021-03-03,2.65,2.6691,2.65,2.6691,39345,2.6691,3.056107428426154,3.196669397840751,-0.1405619694145969,-0.07124542542005986
AGRX,2021-03-02,2.87,2.88,2.84,2.84,58531,2.84,3.1264724154127275,3.238874949668012,-0.1124025342552839,-0.05391628942142558
AGRX,2021-03-01,2.91,2.95,2.9,2.93,11589,2.93,3.1785583091241323,3.270784945641452,-0.0922266365173198,-0.039294728212960886
AGRX,2021-02-26,2.99,3.01,2.9601,2.9601,8129,2.9601,3.2237507289648835,3.2980477412927685,-0.0742970123278849,-0.02606175113687113
AGRX,2021-02-25,3.1335,3.19,3.13,3.15,41454,3.15,3.2716872251403166,3.32508356059619,-0.0533963354558735,-0.014002935839117662
AGRX,2021-02-24,2.97,3.03,2.9623,2.97,9684,2.97,3.293812175165829,3.3390902454438853,-0.0452780702780564,-0.004154585934928696
AGRX,2021-02-23,3.08,3.08,3.04,3.05,15001,3.05,3.3526871161050704,3.368617465079396,-0.0159303489743254,0.006126285150853234
AGRX,2021-02-22,3.34,3.34,3.33,3.33,8448,3.33,3.4077211372150837,3.3941068622857475,0.0136142749293357,0.011640443682147901
AGRX,2021-02-19,3.37,3.4388,3.37,3.3982,14176,3.3982,3.4218522530723714,3.399235411268607,0.0226168418037642,0.011146985870350824
AGRX,2021-02-18,3.48,3.55,3.48,3.532,13236,3.532,3.426152662721893,3.399318244170096,0.0268344185517976,0.008279521886997473
AGRX,2021-02-17,3.61,3.66,3.56,3.6,51320,3.6,3.4069076923076924,3.388703703703704,0.0182039886039886,0.0036407977207976398
AGRX,2021-02-16,3.38,3.38,3.37,3.3718,19579,3.3718,3.3718,3.3718,0.0,0.0
AGRX,2021-02-16,3.38,3.38,3.37,3.3718,19579,3.3718,3.3718,3.3718,0.0,0.0
