Symbol,Date,Open,High,Low,Close,Volume,BKCC SMA,BKCC spanTwelveEMA,BKCC spanTwntySixEMA,BKCC_x,BKCC_y
BKCC,2021-02-18,3.21,3.21,3.1955,3.2028,23594,3.2028,3.182841087772545,3.0918800241521915,0.09096106362035394,0.10923834822567309
BKCC,2021-02-17,3.15,3.175,3.15,3.175,10615,3.175,3.1792121946402814,3.0830064260843666,0.09620576855591434,0.11380766937700297
BKCC,2021-02-16,3.2,3.2,3.16,3.1728,66762,3.1728,3.1799780482112414,3.075646940171116,0.10433110804012546,0.11820814458227501
BKCC,2021-02-16,3.2,3.2,3.16,3.1728,66762,3.1727999999999987,3.1812831478860124,3.067874695384805,0.11340845250120735,0.12167740371781238
BKCC,2021-02-12,3.18,3.2,3.1614,3.17,24788,3.1699999999999986,3.1828255384107416,3.059480671015589,0.12334486739515205,0.12374464152196363
BKCC,2021-02-11,3.17,3.205,3.14,3.2007,26566,3.2006999999999985,3.185157454485422,3.0506391246968367,0.13451832978858524,0.1238445850536664
BKCC,2021-02-10,3.2,3.235,3.19,3.19,48546,3.1899999999999986,3.1823315371191345,3.038634254672584,0.143697282446551,0.12117614886993668
BKCC,2021-02-09,3.36,3.36,3.28,3.33,38301,3.33,3.1809372711407966,3.026524995046391,0.15441227609440533,0.11554586547578319
BKCC,2021-02-08,3.4,3.42,3.38,3.38,64948,3.379999999999999,3.1538349568027586,3.0022469946501023,0.1515879621526568,0.10582926282112753
BKCC,2021-02-05,3.37,3.44,3.37,3.37,39657,3.3699999999999988,3.1127140398578064,2.9720267542221106,0.14068728563569574,0.09438958798824533
BKCC,2021-02-04,3.28,3.35,3.28,3.34,72434,3.339999999999999,3.065934774377407,2.9401888945598795,0.1257458798175275,0.08281516357638272
BKCC,2021-02-03,3.19,3.2396,3.19,3.21,33633,3.209999999999998,3.0161047333551174,2.90820400612467,0.1079007272304473,0.07208248451609651
BKCC,2021-02-02,3.15,3.17,3.1101,3.1581,25954,3.1580999999999992,2.980851048510593,2.884060326614644,0.09679072189594963,0.06312792383750881
BKCC,2021-02-01,3.0,3.06,3.0,3.0,48558,2.9999999999999987,2.9486239664216103,2.862137152743815,0.0864868136777952,0.05471222432289883
BKCC,2021-01-29,3.19,3.19,3.13,3.15,38270,3.1499999999999986,2.9392828694073576,2.85110812496332,0.0881747444440375,0.046768576984174734
BKCC,2021-01-28,3.05,3.07,3.05,3.07,49898,3.069999999999999,2.9009706638450585,2.827196774960385,0.07377388888467351,0.03641703511920904
BKCC,2021-01-27,3.05,3.08,3.05,3.0598,73065,3.0598,2.870238057271433,2.8077725169572165,0.06246554031421692,0.02707782167784292
BKCC,2021-01-26,3.03,3.06,3.0,3.04,36479,3.04,2.835772249502603,2.7876103183137944,0.04816193118880907,0.018230892018749528
BKCC,2021-01-25,2.89,2.9058,2.88,2.905,16906,2.905,2.798639931230349,2.767419143778897,0.031220787451451407,0.010748132226234754
BKCC,2021-01-22,2.91,2.91,2.88,2.9,42165,2.9,2.7793017369085944,2.7564126752812093,0.02288906162738513,0.005629968419930479
BKCC,2021-01-21,2.79,2.9399,2.76,2.91,201341,2.9100000000000006,2.7573565981647024,2.7449256893037064,0.012430908860996405,0.0013151951180668151
BKCC,2021-01-20,2.68,2.72,2.68,2.72,22252,2.7200000000000006,2.7296032523764664,2.7317197444480024,-0.002116492071535969,-0.0014637333176654712
BKCC,2021-01-19,2.75,2.75,2.72,2.74,83866,2.7400000000000007,2.7313492982630967,2.7326573240038425,-0.001308025740745844,-0.0013005436291978465
BKCC,2021-01-19,2.75,2.75,2.72,2.74,83866,2.74,2.729776443401841,2.7320699099241503,-0.0022934665223086625,-0.001298673101310847
BKCC,2021-01-15,2.72,2.75,2.7037,2.715,18355,2.715,2.727917614929449,2.7314355027180817,-0.003517887788632823,-0.001049974746061171
BKCC,2021-01-14,2.72,2.7362,2.7,2.7,20210,2.7,2.7302662721893487,2.732750342935528,-0.002484070746179512,-0.0004329964854182578
BKCC,2021-01-13,2.75,2.7551,2.73,2.74,17184,2.74,2.7357692307692307,2.7353703703703705,0.000398860398860279,7.97720797720558e-05
BKCC,2021-01-12,2.75,2.7569999999999997,2.73,2.735,13055,2.7349999999999994,2.735,2.735,0.0,0.0
BKCC,2021-01-11,2.76,2.77,2.7332,2.735,40657,2.734999999999999,2.735,2.735,0.0,0.0
