Symbol,Date,Open,High,Low,Close,Volume,REFR SMA,REFR spanTwelveEMA,REFR spanTwntySixEMA,REFR_x,REFR_y
REFR,2021-02-18,5.12,5.228,5.02,5.2,36823,5.2,4.70163243393183,4.360315339887989,0.3413170940438421,0.3444644059826394
REFR,2021-02-17,4.72,4.79,4.65,4.68,13952,4.679999999999999,4.6110201491921625,4.293140567079028,0.31787958211313505,0.3452512339673389
REFR,2021-02-16,4.79,4.8899,4.72,4.79,12831,4.789999999999999,4.598478358136191,4.262191812445351,0.3362865456908421,0.3520941469308901
REFR,2021-02-16,4.79,4.8899,4.72,4.79,12831,4.789999999999998,4.563656241433682,4.219967157440978,0.3436890839927029,0.3560460472409025
REFR,2021-02-12,4.46,4.53,4.4,4.5,10057,4.499999999999999,4.52250283078526,4.174364530036256,0.3481383007490031,0.3591352880529522
REFR,2021-02-11,4.53,4.65,4.53,4.61,5978,4.609999999999999,4.5265942545643965,4.148313692439157,0.3782805621252408,0.36188453487893923
REFR,2021-02-10,4.99,4.99,4.83,4.83,27257,4.829999999999999,4.511429573576106,4.111378787834289,0.4000507857418176,0.357785528067364
REFR,2021-02-09,4.91,5.1,4.81,5.1,70418,5.1,4.453507677862671,4.053889090861032,0.39961858700163866,0.34721921364875064
REFR,2021-02-08,5.39,5.4899,5.18,5.21,44865,5.209999999999999,4.335963619292247,3.9702002181299143,0.3657634011623325,0.33411937031052863
REFR,2021-02-05,4.95,5.1,4.78,4.8051,97878,4.8051,4.17704791370902,3.871016235580308,0.3060316781287118,0.3262083625975775
REFR,2021-02-04,4.05,4.08,3.95,3.965,22098,3.964999999999999,4.062856625292477,3.796289534426733,0.2665670908657449,0.3312525337147938
REFR,2021-02-03,3.97,4.02,3.92,4.01,26420,4.009999999999999,4.080648738982019,3.7827926971808714,0.2978560418011478,0.3474238944270561
REFR,2021-02-02,4.15,4.15,3.95,3.95,27016,3.9499999999999993,4.0934939642514765,3.7646161129553413,0.3288778512961357,0.35981585758353335
REFR,2021-02-01,4.1,4.27,3.92,3.92,50999,3.919999999999999,4.119583775933563,3.749785401991768,0.3697983739417952,0.36755035915538287
REFR,2021-01-29,3.93,4.15,3.8712,4.15,41374,4.15,4.1558717351942125,3.7361682341511098,0.4197035010431017,0.3669883554587798
REFR,2021-01-28,4.28,4.2868,4.21,4.28,19414,4.279999999999999,4.156939323411342,3.703061692883199,0.453877630528142,0.353809569062699
REFR,2021-01-27,4.78,4.81,4.6401,4.79,40232,4.79,4.134564654940675,3.6569066283138554,0.4776580266268207,0.3287925536963381
REFR,2021-01-26,4.99,5.02,4.81,4.84,105160,4.839999999999999,4.015394592202616,3.5662591585789625,0.4491354336236526,0.2915761854637176
REFR,2021-01-25,4.61,4.68,4.42,4.6,82699,4.599999999999998,3.8654663362394555,3.46435989126528,0.4011064449741753,0.2521863734237335
REFR,2021-01-22,4.45,4.49,4.25,4.49,29487,4.489999999999998,3.7319147610102648,3.373508682566502,0.3584060784437626,0.21495635553612305
REFR,2021-01-21,4.3,4.35,4.04,4.2695,77804,4.269499999999999,3.594081081193949,3.2841893771718222,0.3098917040221272,0.17909392480921316
REFR,2021-01-20,3.94,4.0,3.87,3.9181,22030,3.9181,3.4712776414110316,3.2053645273455684,0.2659131140654627,0.14639448000598476
REFR,2021-01-19,3.94,4.05,3.9075,3.9075,65133,3.9075,3.3900372125766736,3.1483456895332136,0.24169152304345956,0.11651482149111514
REFR,2021-01-19,3.94,4.05,3.9075,3.9075,65133,3.9074999999999993,3.2959530694087955,3.0876133446958707,0.20833972471292486,0.08522064610302893
REFR,2021-01-15,3.95,3.95,3.845,3.8833,29256,3.883299999999999,3.184762718392213,3.02202241227154,0.1627403061206727,0.05444087645055494
REFR,2021-01-14,3.91,3.95,3.56,3.83,311302,3.8299999999999983,3.05775593991807,2.953120205253264,0.10463573466480593,0.027366019033025386
REFR,2021-01-13,3.13,3.24,3.13,3.21,54862,3.209999999999998,2.917347928994083,2.882969821673525,0.034378107320558016,0.008048590125080253
REFR,2021-01-12,2.94,2.96,2.94,2.9419,1056,2.9418999999999977,2.8641384615384613,2.8568074074074072,0.007331054131054059,0.0014662108262108121
REFR,2021-01-11,2.9,2.9269,2.82,2.85,13568,2.8499999999999983,2.85,2.85,0.0,0.0
