Symbol,Date,Open,High,Low,Close,Volume,BXRX SMA,BXRX spanTwelveEMA,BXRX spanTwntySixEMA,BXRX_x,BXRX_y
BXRX,2021-02-18,1.64,1.665,1.58,1.599,1211440,1.599,1.7280036140303672,1.6145233700706727,0.11348024395969447,0.1191938724919422
BXRX,2021-02-17,1.79,1.81,1.68,1.7089,1838003,1.7089,1.7514588165813432,1.615765239676327,0.1356935769050165,0.12062227962500412
BXRX,2021-02-16,1.88,1.96,1.86,1.9,1982766,1.9,1.7591967832324966,1.6083144588504328,0.15088232438206384,0.11685445530500108
BXRX,2021-02-16,1.88,1.96,1.86,1.9,1982766,1.9,1.7335961983656778,1.5849796155584674,0.14861658280721035,0.10834748803573538
BXRX,2021-02-12,1.81,1.84,1.75,1.7889,925646,1.7889,1.7033409617048918,1.5597779848031448,0.14356297690174702,0.09828021434286663
BXRX,2021-02-11,2.0,2.0,1.88,1.885,780743,1.885,1.687784772923963,1.5414482235873963,0.14633654933656648,0.08695952370314654
BXRX,2021-02-10,2.0,2.06,1.95,1.9987,1928362,1.9987,1.6519274589101383,1.5139640814743884,0.1379633774357496,0.0721152672947915
BXRX,2021-02-09,2.01,2.1,1.96,2.025,4685647,2.025,1.588877905984709,1.4751852079923395,0.11369269799236915,0.0556532397595519
BXRX,2021-02-08,1.77,1.95,1.7,1.9299,3112570,1.9299,1.5095829798001104,1.4312000246317267,0.07838295516838345,0.04114337520134753
BXRX,2021-02-05,1.6,1.63,1.57,1.5911,744567,1.5911,1.4331617034001305,1.3913040266022652,0.04185767679786534,0.0318334802095885
BXRX,2021-02-04,1.58,1.63,1.5,1.52,930541,1.52,1.4044456494728814,1.3753203487304464,0.029125300742435026,0.02932743106251928
BXRX,2021-02-03,1.45,1.46,1.43,1.44,400974,1.44,1.3834357675588602,1.3637459766288822,0.0196897909299778,0.02937796364254034
BXRX,2021-02-02,1.32,1.33,1.29,1.315,477185,1.315,1.3731513616604711,1.3576456547591926,0.015505706901278503,0.03180000682068092
BXRX,2021-02-01,1.35,1.35,1.28,1.3,595101,1.3000000000000005,1.3837243365078296,1.361057307139928,0.02266702936790144,0.03587358180053152
BXRX,2021-01-29,1.38,1.38,1.31,1.3499,566574,1.3499000000000003,1.3989469431456167,1.3659418917111223,0.033005051434494385,0.03917521990868898
BXRX,2021-01-28,1.36,1.36,1.31,1.335,643948,1.3350000000000006,1.4078645691720926,1.3672252430480119,0.0406393261240805,0.040717762027237626
BXRX,2021-01-27,1.42,1.45,1.21,1.3702,2155126,1.3702000000000003,1.4211126726579275,1.369803262491853,0.05130941016607471,0.04073737100302685
BXRX,2021-01-26,1.54,1.5548,1.5,1.5,879982,1.5000000000000004,1.4303695222320962,1.3697715234912011,0.06059799874089489,0.03809436121226494
BXRX,2021-01-25,1.5,1.57,1.5,1.52,605701,1.5200000000000005,1.4177094353652049,1.3593532453704973,0.058356189994707375,0.032468451830107395
BXRX,2021-01-22,1.51,1.53,1.39,1.4601,1338293,1.4601000000000002,1.3991111508861511,1.346501505000137,0.05260964588601413,0.025996517288957337
BXRX,2021-01-21,1.72,1.85,1.64,1.65,2807947,1.65,1.3880222692290878,1.337413625400148,0.050608643828939925,0.019343235139693136
BXRX,2021-01-20,1.5507,1.59,1.46,1.5090000000000001,1964191,1.5090000000000003,1.3403899545434674,1.3124067154321597,0.02798323911130773,0.011526882967381493
BXRX,2021-01-19,1.32,1.34,1.31,1.3312,501394,1.3312000000000002,1.3097335826422798,1.2966792526667326,0.01305432997554723,0.007412793931399934
BXRX,2021-01-19,1.32,1.34,1.31,1.3312,501394,1.3312,1.3058305976681488,1.293917592880071,0.011913004788077776,0.006002409920363109
BXRX,2021-01-15,1.31,1.37,1.3,1.35,416923,1.35,1.3012179790623577,1.2909350003104767,0.010282978751881,0.004524761203434442
BXRX,2021-01-14,1.29,1.3,1.27,1.285,532913,1.2849999999999997,1.2923485207100591,1.2862098003353146,0.0061387203747445,0.003085206816322801
BXRX,2021-01-13,1.37,1.38,1.3,1.32,903747,1.3199999999999996,1.293684615384615,1.2863065843621395,0.007378031022475584,0.0023218284267173765
BXRX,2021-01-12,1.41,1.44,1.33,1.345,2912102,1.3449999999999995,1.2889,1.2836111111111108,0.005288888888888898,0.0010577777777778241
BXRX,2021-01-11,1.23,1.3,1.22,1.2787,2528722,1.2786999999999995,1.2787,1.2787,0.0,0.0
