Symbol,Date,Open,High,Low,Close,Volume,ABEV SMA,ABEV spanTwelveEMA,ABEV spanTwntySixEMA,ABEV_x,ABEV_y
ABEV,2021-02-18,2.79,2.81,2.78,2.805,2050888,2.805,2.8435191786688203,2.8866694442102947,-0.04315026554147439,-0.042721945833345196
ABEV,2021-02-17,2.86,2.88,2.84,2.845,914022,2.845,2.8505226656995157,2.8932029997471185,-0.042680334047602735,-0.042614865906312895
ABEV,2021-02-16,2.8,2.84,2.8,2.84,1096903,2.8400000000000003,2.8515267867357905,2.897059239726888,-0.045532452991097205,-0.04259849887099043
ABEV,2021-02-16,2.8,2.84,2.8,2.84,1096903,2.84,2.8536225661422985,2.901623978905038,-0.04800141276274061,-0.041865010340963627
ABEV,2021-02-12,2.77,2.79,2.76,2.78,2805146,2.78,2.8560993963499883,2.9065538972174414,-0.05045450086745307,-0.040330909735519595
ABEV,2021-02-11,2.82,2.865,2.82,2.835,2325471,2.8349999999999995,2.8699356502318043,2.9166782089948367,-0.04674255876303235,-0.037800011952536225
ABEV,2021-02-10,2.82,2.82,2.79,2.8,1377002,2.8,2.876287586637587,2.9232124657144234,-0.0469248790768364,-0.0355643752499122
ABEV,2021-02-09,2.77,2.8,2.76,2.7788,3601691,2.7787999999999995,2.8901580569353302,2.933069462971577,-0.042911406036247435,-0.03272424929318115
ABEV,2021-02-08,2.82,2.85,2.81,2.8115,6155561,2.8114999999999988,2.910404976378117,2.9454110200093035,-0.03500604363118676,-0.030177460107414796
ABEV,2021-02-05,2.94,2.97,2.94,2.945,1527800,2.944999999999999,2.928387699355956,2.9561239016100482,-0.02773620225409168,-0.0289703142264718
ABEV,2021-02-04,2.92,2.93,2.8736,2.895,1829895,2.8949999999999987,2.925367281057038,2.9570138137388517,-0.03164653268181228,-0.029278842219566715
ABEV,2021-02-03,2.97,3.01,2.97,2.99,3071134,2.99,2.9308886048855918,2.96197491883796,-0.031086313952368275,-0.02868691960400499
ABEV,2021-02-02,2.99,3.01,2.94,2.94,3167062,2.9399999999999995,2.9201410785011537,2.959732912344996,-0.03959183384384257,-0.02808707101691417
ABEV,2021-02-01,2.86,2.865,2.8,2.83,1464964,2.83,2.9165303655013632,2.961311545332596,-0.044781179831232976,-0.025210880310182177
ABEV,2021-01-29,2.86,2.87,2.84,2.8589,2838726,2.8589,2.932263159228884,2.9718164689592035,-0.03955330973031978,-0.020318305429919477
ABEV,2021-01-28,2.89,2.91,2.88,2.88,1472697,2.88,2.9456019154523174,2.9808497864759396,-0.03524787102362259,-0.01550955435481951
ABEV,2021-01-27,2.87,2.89,2.84,2.89,3155612,2.89,2.957529536443648,2.988917769394015,-0.031388232950366746,-0.010574975187618851
ABEV,2021-01-26,2.9,2.93,2.9,2.92,3689753,2.9199999999999995,2.9698076339788573,2.996831190945536,-0.0270235569666788,-0.005371660746931765
ABEV,2021-01-25,2.83,2.8301,2.79,2.795,1531049,2.795,2.9788635674295585,3.0029776862211786,-0.02411411879162051,4.1313308004993325e-05
ABEV,2021-01-22,2.87,2.9,2.84,2.84,4417648,2.84,3.012293306962205,3.019615901118873,-0.007322594156668138,0.006080171332911258
ABEV,2021-01-21,3.05,3.05,2.99,2.995,1514521,2.995,3.0436193627735157,3.033985173208383,0.00963418956513218,0.009430862705305996
ABEV,2021-01-20,3.1,3.1,3.0701,3.09,1501677,3.09,3.0524592469141543,3.037103987065054,0.015355259849100468,0.009380030990349338
ABEV,2021-01-19,3.08,3.08,3.04,3.0487,1773911,3.0487,3.0456336554440004,3.0328723060302583,0.012761349413742185,0.007886223775661555
ABEV,2021-01-19,3.08,3.08,3.04,3.0487,1773911,3.0487,3.0450761382520004,3.0316060905126787,0.0134700477393217,0.006667442366141398
ABEV,2021-01-15,3.1,3.11,3.0719,3.095,2291837,3.0950000000000006,3.0444172542978185,3.0302385777536927,0.014178676544125857,0.004966791022846322
ABEV,2021-01-14,3.11,3.13,3.1,3.12,1463177,3.120000000000001,3.0352203914428766,3.025057663973988,0.010162727468888466,0.002663819642526438
ABEV,2021-01-13,3.08,3.09,3.025,3.025,3249029,3.0250000000000004,3.0198059171597635,3.017462277091907,0.0023436400678567004,0.0007890926859359304
ABEV,2021-01-12,3.01,3.045,3.0,3.0401,1929732,3.0401,3.0188615384615387,3.01685925925926,0.0020022792022791336,0.0004004558404557379
ABEV,2021-01-11,3.01,3.02,3.0,3.015,1422152,3.015000000000001,3.015,3.015,0.0,0.0
