Symbol,Date,Open,High,Low,Close,Volume,MRKR SMA,MRKR spanTwelveEMA,MRKR spanTwntySixEMA,MRKR_x,MRKR_y
MRKR,2021-02-18,2.95,2.99,2.82,2.86,58873,2.86,2.7714167502034446,2.479099048277821,0.2923177019256231,0.2528897077812595
MRKR,2021-02-17,3.06,3.06,2.88,2.9082,101035,2.9082000000000003,2.7553107047858894,2.448626972140047,0.3066837326458418,0.24303270924516854
MRKR,2021-02-16,3.0,3.04,2.98,2.9987,84046,2.9987000000000004,2.727512651110596,2.4118611299112507,0.3156515211993449,0.22711995339500007
MRKR,2021-02-16,3.0,3.04,2.98,2.9987,84046,2.9987000000000013,2.678205860403431,2.364914020304151,0.3132918400992799,0.2049870614439137
MRKR,2021-02-12,3.23,3.23,2.929,2.95,151215,2.9500000000000006,2.6199341986586,2.314211141928483,0.305723056730117,0.17791086678007217
MRKR,2021-02-11,3.38,3.3810000000000002,3.15,3.2001,104850,3.2001,2.559922234778345,2.2633480332827616,0.29657420149558344,0.14595781929256094
MRKR,2021-02-10,3.175,3.2718,3.0,3.22,149574,3.22,2.4435262774653173,2.188407875945383,0.2551184015199341,0.1083037237418053
MRKR,2021-02-09,3.23,3.77,3.22,3.7,760244,3.7,2.302349237004466,2.105880506021014,0.19646873098345186,0.07160005429727309
MRKR,2021-02-08,2.27,2.4423,2.23,2.43,217561,2.43,2.048230916459824,1.9783509465026952,0.0698799699571282,0.04038288512572838
MRKR,2021-02-05,2.18,2.18,2.1,2.14,93347,2.14,1.9788183558161552,1.9422190222229108,0.03659933359324419,0.033008613917878314
MRKR,2021-02-04,2.08,2.09,2.03,2.06,153233,2.06,1.9495126023281832,1.926396544000744,0.02311605832743968,0.032110933999036785
MRKR,2021-02-03,1.85,1.9434,1.85,1.93,41969,1.93,1.9294239845696708,1.9157082675208033,0.01371571704886798,0.03435965291693617
MRKR,2021-02-02,1.91,1.94,1.8501,1.8796,27235,1.8796,1.9293192544914293,1.9145649289224675,0.01475432556896217,0.039520636883953325
MRKR,2021-02-01,1.96,1.96,1.84,1.86,33584,1.8600000000000003,1.9383591189444165,1.9173621232362648,0.02099699570815172,0.04571221471270122
MRKR,2021-01-29,1.9,1.9,1.81,1.84,17840,1.84,1.952606231479765,1.921951093095166,0.030655138384598987,0.05189101946383859
MRKR,2021-01-28,1.89,2.01,1.89,1.9,114063,1.9,1.9730800917488132,1.9285071805427791,0.044572911206033794,0.05719998973364848
MRKR,2021-01-27,1.98,1.9826,1.88,1.92,77516,1.9200000000000004,1.986367381157688,1.9307877549862011,0.055579626171486485,0.0603567593655521
MRKR,2021-01-26,2.03,2.03,1.99,2.02,19391,2.0200000000000005,1.9984341777318129,1.9316507753850976,0.06678340234671531,0.061551042664068384
MRKR,2021-01-25,2.03,2.05,2.02,2.0216,19133,2.0216000000000007,1.9945131191375969,1.9245828374159053,0.06993028172169158,0.06024295274340665
MRKR,2021-01-22,2.02,2.0262,1.974,2.0199,67434,2.0199000000000007,1.9895882317080693,1.9168214644091777,0.07276676729889142,0.057821120498835414
MRKR,2021-01-21,2.27,2.27,2.05,2.0644,110988,2.064400000000001,1.9840770011095368,1.9085751815619123,0.07550181954762425,0.05408470879882135
MRKR,2021-01-20,2.06,2.0646,2.01,2.05,37643,2.0500000000000007,1.9694728194930888,1.8961091960868652,0.07336362340622317,0.048730431111620565
MRKR,2021-01-19,2.07,2.09,1.94,2.02,136036,2.0200000000000005,1.9548315139463772,1.8837979317738147,0.07103358217256273,0.042572133037969806
MRKR,2021-01-19,2.07,2.09,1.94,2.02,136036,2.020000000000001,1.9429826983002643,1.8729017663157201,0.07008093198454413,0.03545677075432163
MRKR,2021-01-15,2.14,2.18,2.13,2.14,77896,2.140000000000001,1.928979552536676,1.8611339076209776,0.06784564491569811,0.026800730446766008
MRKR,2021-01-14,2.1,2.18,2.08,2.12,124681,2.120000000000001,1.890612198452435,1.838824620230656,0.051787578221779366,0.016539501829532927
MRKR,2021-01-13,2.0896,2.14,2.0501,2.12,265878,2.120000000000002,1.8489053254437868,1.816330589849108,0.032574735594678605,0.0077274827314713695
MRKR,2021-01-12,1.86,1.9,1.85,1.88,71200,1.8800000000000017,1.7996153846153844,1.7920370370370369,0.007578347578347522,0.0015156695156695044
MRKR,2021-01-11,1.78,1.8039,1.76,1.785,86844,1.785000000000002,1.785,1.785,0.0,0.0
