Symbol,Date,Open,High,Low,Close,Volume,ATAX SMA,ATAX spanTwelveEMA,ATAX spanTwntySixEMA,ATAX_x,ATAX_y
ATAX,2021-02-18,4.69,4.72,4.651,4.72,3104,4.72,4.621208575940818,4.552792031313582,0.06841654462723579,0.06375579503518373
ATAX,2021-02-17,4.67,4.7,4.66,4.66,11477,4.659999999999998,4.603246498839148,4.539415393818668,0.06383110502047895,0.06259060763717073
ATAX,2021-02-16,4.65,4.7299,4.62,4.62,27704,4.619999999999999,4.592927680446267,4.529768625324163,0.06315905512210307,0.06228048329134345
ATAX,2021-02-16,4.65,4.7299,4.62,4.62,27704,4.619999999999998,4.5880054405274056,4.522550115350096,0.06545532517731001,0.06206084033365332
ATAX,2021-02-12,4.58,4.5899,4.58,4.5899,6074,4.589899999999997,4.582188247896025,4.514754124578103,0.06743412331792165,0.061212219122739366
ATAX,2021-02-11,4.59,4.63,4.56,4.6129,5066,4.612899999999996,4.580786111149847,4.508742454544351,0.07204365660549518,0.059656743073943794
ATAX,2021-02-10,4.65,4.7,4.5804,4.7,16231,4.699999999999996,4.574947222268001,4.5004098509079,0.07453737136010119,0.056560014691055725
ATAX,2021-02-09,4.67,4.75,4.67,4.7,14761,4.699999999999995,4.552210353589456,4.484442638980532,0.06776771460892395,0.052065675523794354
ATAX,2021-02-08,4.6,4.65,4.57,4.61,77695,4.609999999999995,4.525339508787539,4.467198050098975,0.05814145868856446,0.048140165752511954
ATAX,2021-02-05,4.59,4.643,4.581,4.61,20607,4.609999999999995,4.509946692203455,4.455773894106891,0.0541727980965625,0.04563984251849904
ATAX,2021-02-04,4.55,4.58,4.55,4.56,36679,4.559999999999994,4.491755181694992,4.443435805635444,0.04831937605954817,0.04350660362398295
ATAX,2021-02-03,4.51,4.52,4.4701,4.48,22981,4.479999999999996,4.479347032912263,4.434110670086279,0.04523636282598442,0.04230341051509165
ATAX,2021-02-02,4.6,4.6,4.49,4.51,34141,4.5099999999999945,4.479228311623583,4.430439523693182,0.04878878793040187,0.04157017243736867
ATAX,2021-02-01,4.48,4.5,4.4501,4.476,4785,4.475999999999994,4.4736334591915075,4.424074685588637,0.04955877360287087,0.03976551856411059
ATAX,2021-01-29,4.61,4.7,4.5364,4.55,35056,4.549999999999994,4.473203179044508,4.419920660435727,0.05328251860878108,0.03731720480442052
ATAX,2021-01-28,4.4,4.49,4.4,4.44,18248,4.439999999999993,4.459240120688964,4.409514313270585,0.049725807418378835,0.03332587635333038
ATAX,2021-01-27,4.59,4.59,4.494,4.5101,31612,4.510099999999993,4.462738324450593,4.4070754583322325,0.0556628661183618,0.029225893587068265
ATAX,2021-01-26,4.7,4.8,4.67,4.79,196796,4.789999999999994,4.454127110714339,4.3988334949988115,0.05529361571552816,0.022616650454245105
ATAX,2021-01-25,4.45,4.55,4.45,4.51,27089,4.5099999999999945,4.3930593126624,4.367540174598715,0.025519138063685,0.014447409138924564
ATAX,2021-01-22,4.37,4.391,4.3535,4.39,50183,4.3899999999999935,4.371797369510109,4.356143388566612,0.01565398094349657,0.011679476907734455
ATAX,2021-01-21,4.39,4.39,4.35,4.35,3363,4.349999999999993,4.368487800330128,4.353434859651942,0.015052940678186744,0.010685850898793925
ATAX,2021-01-20,4.41,4.4139,4.4,4.4,3612,4.399999999999993,4.37184921857197,4.353709648424097,0.018139570147873485,0.00959407845394572
ATAX,2021-01-19,4.39,4.42,4.39,4.42,4968,4.419999999999994,4.366730894675965,4.3500064202980235,0.016724474377940446,0.007457705530463779
ATAX,2021-01-19,4.39,4.42,4.39,4.42,4968,4.419999999999994,4.357045602798868,4.344406933921866,0.012638668877001713,0.005141013318594389
ATAX,2021-01-15,4.31,4.33,4.31,4.33,7807,4.329999999999994,4.345599348762298,4.338359488635615,0.007239860126682984,0.0032665994289925583
ATAX,2021-01-14,4.38,4.43,4.38,4.4085,13996,4.408499999999994,4.348435593991806,4.339028247726464,0.009407346265343008,0.0022732842545699515
ATAX,2021-01-13,4.44,4.45,4.4,4.4,11219,4.399999999999993,4.337514792899408,4.333470507544582,0.004044285354826371,0.000489768751876909
ATAX,2021-01-12,4.36,4.36,4.3,4.305,5513,4.3049999999999935,4.326153846153846,4.3281481481481485,-0.0019943019943022837,-0.00039886039886045667
ATAX,2021-01-11,4.33,4.4,4.3205,4.33,22625,4.329999999999994,4.33,4.33,0.0,0.0
