Symbol,Date,Open,High,Low,Close,Volume,TTNP SMA,TTNP spanTwelveEMA,TTNP spanTwntySixEMA,TTNP_x,TTNP_y
TTNP,2021-01-07,3.16,3.1878,3.15,3.175,59295,3.175,3.2308391706674127,3.3000169738439986,-0.0691778031765855,-0.07335945124705731
TTNP,2021-01-06,3.24,3.24,3.2,3.21,45204,3.21,3.240991747152397,3.310018331751518,-0.0690265845991207,-0.07440486326467516
TTNP,2021-01-05,3.22,3.24,3.2022,3.2386,43054,3.2386,3.246626610271015,3.3180197982916404,-0.07139318802062489,-0.07574943293106365
TTNP,2021-01-04,3.22,3.23,3.15,3.195,63634,3.1950000000000003,3.248085993956654,3.3243733821549712,-0.07628738819831726,-0.07683849415867322
TTNP,2021-01-04,3.22,3.23,3.15,3.195,63634,3.1950000000000007,3.257737992857864,3.3347232527273687,-0.07698525986950466,-0.0769762706487622
TTNP,2020-12-31,3.21,3.28,3.17,3.2107,103073,3.210700000000001,3.269144900650203,3.3459011129455583,-0.07675621229535512,-0.07697402334357657
TTNP,2020-12-30,3.27,3.45,3.2510000000000003,3.2989,351185,3.298900000000001,3.279771246222968,3.3567172019812026,-0.07694595575823504,-0.07702847610563193
TTNP,2020-12-29,3.15,3.1635,3.07,3.0967,88860,3.0967000000000016,3.2762932909907803,3.3613425781396984,-0.08504928714891857,-0.07704910619248127
TTNP,2020-12-28,3.34,3.43,3.25,3.3278,99927,3.3278000000000016,3.308946616625468,3.382513984390875,-0.07356736776540718,-0.07504906095337205
TTNP,2020-12-28,3.34,3.43,3.25,3.3278,99927,3.3278000000000016,3.3055187287391887,3.3868911031421454,-0.08137237440295575,-0.07541948425036338
TTNP,2020-12-24,3.29,3.2947,3.215,3.24,44858,3.240000000000002,3.3014675885099507,3.391618391393516,-0.09015080288356536,-0.07393126171221506
TTNP,2020-12-23,3.18,3.24,3.15,3.1929,92539,3.1929000000000016,3.3126435136935783,3.4037478627049973,-0.0911043490114194,-0.06987637641937748
TTNP,2020-12-22,3.26,3.2799,3.2,3.24,71141,3.240000000000002,3.3344150616378645,3.420615691721397,-0.08620063008353274,-0.0645693832713671
TTNP,2020-12-21,3.21,3.24,3.17,3.2194,70247,3.2194000000000016,3.3515814364811134,3.435064947059109,-0.08348351057799652,-0.05916157156832579
TTNP,2020-12-18,3.29,3.2999,3.2203,3.26,52241,3.260000000000002,3.3756144249322237,3.452318142823838,-0.0767037178916139,-0.05308108681590833
TTNP,2020-12-17,3.3,3.39,3.24,3.275,67405,3.2750000000000017,3.3966352294653563,3.4677035942497447,-0.07106836478438883,-0.04717542904698181
TTNP,2020-12-16,3.43,3.45,3.32,3.3926,86965,3.3926000000000016,3.4187507257317833,3.4831198817897246,-0.06436915605794047,-0.041202195112630166
TTNP,2020-12-15,3.255,3.3,3.21,3.2354,66062,3.2354000000000016,3.423505403137563,3.4903614723329026,-0.0668560691953397,-0.035410454876302365
TTNP,2020-12-14,3.35,3.36,3.31,3.3445,72299,3.3445000000000022,3.4577063855262113,3.5107583901195354,-0.053052004593324036,-0.027549051296543028
TTNP,2020-12-11,3.3167,3.42,3.31,3.35,182166,3.3500000000000023,3.478289364712795,3.5240590613290985,-0.045769696616303264,-0.02117331297234777
TTNP,2020-12-10,3.37,3.397,3.35,3.3541,62643,3.3541000000000016,3.5016147037514846,3.537983786235426,-0.03636908248394111,-0.015024217061358789
TTNP,2020-12-09,3.5,3.53,3.3,3.4419999999999997,317751,3.442000000000002,3.5284355589790275,3.55269448913426,-0.024258930155232502,-0.009688000705713098
TTNP,2020-12-08,3.45,3.55,3.37,3.5162,239193,3.5162000000000018,3.544151115157032,3.5615500482650013,-0.0173989331079687,-0.006045268343333245
TTNP,2020-12-07,3.41,3.5,3.36,3.3812,213228,3.381200000000002,3.5492331360946743,3.5651780521262006,-0.01594491603152637,-0.003206852152174271
TTNP,2020-12-04,3.62,3.62,3.52,3.5786,86467,3.578600000000001,3.579784615384616,3.579896296296297,-0.0001116809116812334,-2.233618233624668e-05
TTNP,2020-12-03,3.58,3.65,3.5,3.58,185788,3.580000000000002,3.58,3.58,0.0,0.0
