Symbol,Date,Open,High,Low,Close,Volume,KHRNF SMA,KHRNF spanTwelveEMA,KHRNF spanTwntySixEMA,KHRNF_x,KHRNF_y
KHRNF,2021-01-07,0.31,0.31,0.2951,0.2973,40295,0.2973,0.2896220656525623,0.2919214053192294,-0.0022993396666671213,-0.004555394704474196
KHRNF,2021-01-06,0.275,0.3105,0.275,0.29535,85368,0.29535,0.2882260775893918,0.2914911177447677,-0.0032650401553759307,-0.005119408463925978
KHRNF,2021-01-05,0.28,0.28820500000000004,0.2782,0.2782,23273,0.2782,0.2869308189692812,0.2911824071643491,-0.0042515881950679355,-0.005583000541063489
KHRNF,2021-01-04,0.2965,0.3151,0.2965,0.2977,38625,0.2977000000000001,0.28851824060005954,0.29222099973749704,-0.0037027591374375053,-0.0059158536275623775
KHRNF,2021-01-04,0.2965,0.3151,0.2965,0.2977,38625,0.2977000000000001,0.2868488298000704,0.2917826797164968,-0.004933849916426425,-0.006469127250093595
KHRNF,2020-12-31,0.3185,0.3185,0.2908,0.2929,384081,0.2929000000000001,0.2848758897637195,0.2913092940938165,-0.006433404330096981,-0.006852946583510401
KHRNF,2020-12-30,0.2855,0.2855,0.251,0.2747,114585,0.2747000000000001,0.28341696062985033,0.29118203762132183,-0.007765076991471499,-0.006957832146863756
KHRNF,2020-12-29,0.266,0.28245,0.266,0.2779,22652,0.2779000000000001,0.28500186256255045,0.2925006006310276,-0.0074987380684771185,-0.00675602093571182
KHRNF,2020-12-28,0.2944,0.2944,0.2628,0.285,98530,0.2850000000000001,0.28629311030119603,0.29366864868150977,-0.007375538380313795,-0.006570341652520482
KHRNF,2020-12-28,0.2944,0.2944,0.2628,0.285,98530,0.2850000000000001,0.2865282212650498,0.2943621405760306,-0.007833919310980821,-0.006369042470572166
KHRNF,2020-12-24,0.26899999999999996,0.292,0.255,0.275,9747,0.2750000000000001,0.286806079676877,0.2951111118221131,-0.008305032145236091,-0.006002823260470003
KHRNF,2020-12-23,0.26,0.2771,0.26,0.2739,36920,0.27390000000000003,0.2889526396181273,0.2967200007678821,-0.007767361149754792,-0.005427271039278481
KHRNF,2020-12-22,0.26,0.29100000000000004,0.26,0.2812,144423,0.2812000000000001,0.2916894831850596,0.2985456008293127,-0.00685611764425309,-0.004842248511659403
KHRNF,2021-01-08,0.3,0.3,0.29,0.29,90050,0.29000000000000004,0.29359666194597955,0.2999332488956577,-0.006336586949678147,-0.004338781228510981
KHRNF,2020-12-18,0.28625,0.28625,0.2725,0.2772,62296,0.2772000000000001,0.2942506004816122,0.3007279088073103,-0.006477308325698095,-0.0038393297982191894
KHRNF,2021-01-08,0.3,0.3,0.29,0.29,90050,0.29000000000000004,0.2973507096600872,0.30261014151189514,-0.0052594318518079395,-0.0031798351663494626
KHRNF,2021-01-08,0.3,0.3,0.29,0.29,90050,0.2900000000000001,0.2986872023255576,0.30361895283284673,-0.004931750507289112,-0.002659935994984843
KHRNF,2021-01-08,0.3,0.3,0.29,0.29,90050,0.2900000000000001,0.3002666936574772,0.3047084690594745,-0.00444177540199725,-0.0020919823669087755
KHRNF,2020-12-14,0.278,0.3025,0.278,0.295,79665,0.2950000000000001,0.302133365231564,0.3058851465842324,-0.003751781352668404,-0.001504534108136643
KHRNF,2021-01-08,0.3,0.3,0.29,0.29,90050,0.2900000000000001,0.303430340728212,0.30675595831097097,-0.0033256175827590106,-0.0009427222970037027
KHRNF,2021-01-08,0.3,0.3,0.29,0.29,90050,0.2900000000000001,0.3058722208606141,0.30809643497584865,-0.0022242141152345467,-0.0003469984755648896
KHRNF,2021-01-08,0.3,0.3,0.29,0.29,90050,0.2900000000000001,0.3087580791989076,0.3095441497739165,-0.0007860705750089568,0.00012230543435252453
KHRNF,2020-12-08,0.33105,0.33105,0.3146,0.315,99942,0.3150000000000001,0.3121686390532544,0.3111076817558299,0.0010609572974245585,0.000349399436692881
KHRNF,2020-12-07,0.3395,0.342,0.31925,0.32075,280352,0.32075000000000004,0.31165384615384617,0.3107962962962963,0.0008575498575498773,0.0001715099715099755
KHRNF,2020-12-04,0.29975,0.3208,0.2992,0.31,47509,0.31000000000000005,0.31,0.31,0.0,0.0
KHRNF,2020-12-03,0.31145,0.32,0.29895,0.31,39855,0.3100000000000001,0.31,0.31,0.0,0.0
