Symbol,Date,Open,High,Low,Close,Volume,CTXR SMA,CTXR spanTwelveEMA,CTXR spanTwntySixEMA,CTXR_x,CTXR_y
CTXR,2021-01-07,1.06,1.0911,1.06,1.08,134854,1.08,1.0651364173321851,1.0666839755729736,-0.0015475582407882273,0.0020615886258609868
CTXR,2021-01-06,1.09,1.12,1.09,1.1,86354,1.1,1.062433947756219,1.0656186936188117,-0.0031847458625924308,0.0029638753425233456
CTXR,2021-01-05,1.01,1.04,1.01,1.02,35756,1.02,1.0556037564391678,1.0628681891083165,-0.007264432669148669,0.004501030643802345
CTXR,2021-01-04,1.0,1.05,1.0,1.045,107496,1.045,1.0620771667008349,1.0662976442369818,-0.00422047753614696,0.007442396472040098
CTXR,2021-01-04,1.0,1.05,1.0,1.045,107496,1.045,1.0651821061009863,1.0680014557759403,-0.002819349674953786,0.010358114974086861
CTXR,2020-12-31,1.03,1.0399,0.970101,0.98,225719,0.98,1.0688515799375296,1.0698415722380157,-0.000989992300485909,0.013652481136347077
CTXR,2020-12-30,1.06,1.07,1.04,1.06,30082,1.06,1.0850064126534442,1.0770288980170566,0.007977514636387628,0.017313099495555376
CTXR,2020-12-29,1.08,1.08,1.05,1.068,45163,1.068,1.0895530331358887,1.0783912098584212,0.011161823277467509,0.019646995710347313
CTXR,2020-12-28,1.11,1.11,1.07,1.0759999999999998,109770,1.0759999999999998,1.0934717664333231,1.0792225066470948,0.014249259786228263,0.021768288818567266
CTXR,2020-12-28,1.11,1.11,1.07,1.0759999999999998,109770,1.0760000000000003,1.0966484512393817,1.0794803071788626,0.01716814406051914,0.023648046076652017
CTXR,2020-12-24,1.1,1.1136,1.07,1.11,28202,1.1100000000000003,1.1004027151010876,1.0797587317531716,0.02064398334791595,0.02526802158068523
CTXR,2020-12-23,1.11,1.11,1.05,1.0755,100385,1.0755,1.0986577542103764,1.0773394302934254,0.021318323916950987,0.02642403113887755
CTXR,2020-12-22,1.14,1.14,1.12,1.12,50510,1.12,1.1028682549758992,1.0774865847168995,0.02538167025899973,0.02770045794435919
CTXR,2020-12-21,1.14,1.15,1.1,1.15,110128,1.15,1.0997533922442446,1.0740855114942516,0.025667880749993044,0.02828015486569905
CTXR,2020-12-18,1.09,1.09,1.0668,1.08,84105,1.08,1.0906176453795622,1.0680123524137917,0.022605292965770296,0.02893322339462555
CTXR,2020-12-17,1.07,1.09,1.04,1.0649,113238,1.0648999999999995,1.0925481263576642,1.0670533406068952,0.025494785750769244,0.030515206001839306
CTXR,2020-12-16,1.07,1.07,1.05,1.0501,34470,1.0500999999999998,1.0975750584226942,1.0672256078554463,0.030349450567247693,0.03177031106460688
CTXR,2020-12-15,1.04,1.0699,1.04,1.0692,112842,1.0692,1.1062068872268205,1.0685956564838823,0.03761123074293815,0.03212552618894662
CTXR,2020-12-14,1.17,1.17,1.0627,1.1041,377722,1.1041000000000003,1.1129354121771515,1.068547309002593,0.04438810317455855,0.030754100050448728
CTXR,2020-12-11,1.2215,1.23,1.18,1.1951,249404,1.1951000000000005,1.1145418507548157,1.0657030937228005,0.048838757032015234,0.02734559926942127
CTXR,2020-12-10,1.18,1.22,1.17,1.205,494732,1.205,1.0998949145284185,1.055351341220624,0.044543573307794126,0.02197230982877278
CTXR,2020-12-09,1.21,1.27,1.13,1.18,1407588,1.1799999999999995,1.0807848989881306,1.043379448518274,0.03740545046985666,0.016329493959017328
CTXR,2020-12-08,1.14,1.2,1.11,1.1740000000000002,507326,1.1740000000000002,1.0627457897132453,1.032449804399736,0.030295985313509414,0.011060504831307494
CTXR,2020-12-07,1.15,1.16,1.1311,1.1483,61476,1.1483,1.0425177514792898,1.021125788751715,0.021391962727575157,0.00625163471075707
CTXR,2020-12-04,1.17,1.17,1.1496,1.1541,251792,1.1541,1.0232846153846151,1.010951851851852,0.012332763532763469,0.002466552706552605
CTXR,2020-12-03,1.01,1.01,0.9822,0.9995,46722,0.9995,0.9995,0.9995,0.0,0.0
