Symbol,Date,Open,High,Low,Close,Volume,REPH SMA,REPH spanTwelveEMA,REPH spanTwntySixEMA,REPH_x,REPH_y
REPH,2021-01-07,3.04,3.1,2.92,2.99,47559,2.99,3.0024560386267387,2.8757527286900513,0.12670330993668788,0.15196980235863106
REPH,2021-01-06,3.14,3.2,3.08,3.13,145494,3.13,3.0047207729225094,2.8666129469852546,0.1381078259372548,0.15828642546411695
REPH,2021-01-05,3.1,3.1,3.0,3.06,48247,3.06,2.981942731635693,2.845541982744075,0.13640074889161768,0.1633310753458325
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9878,2.967750501024,2.828385341363601,0.1393651596603993,0.17006365695938608
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9878,2.9641051375738185,2.815632168672689,0.1484729689011295,0.17773828128413274
REPH,2020-12-31,2.95,2.98,2.81,2.84,136713,2.84,2.9597969807690583,2.8018587421665035,0.1579382386025543,0.18505460937988355
REPH,2020-12-30,2.96,2.968,2.92,2.92,15545,2.92,2.9815782499997963,2.7988074415398243,0.182770808459972,0.19183370207421574
REPH,2020-12-29,3.0,3.04,2.9691,2.995,129863,2.995,2.9927742954543044,2.7891120368630102,0.20366225859129414,0.19409942547777664
REPH,2020-12-28,3.16,3.2,3.07,3.14,102144,3.14,2.9923696219005413,2.772640999812051,0.2197286220884904,0.19170871719939722
REPH,2020-12-28,3.16,3.2,3.07,3.14,102144,3.1399999999999992,2.9655277349733677,2.7432522797970154,0.2222754551763524,0.18470374097712391
REPH,2020-12-24,3.21,3.21,3.12,3.12,36832,3.12,2.933805504968525,2.711512462180776,0.22229304278774945,0.17531081242731678
REPH,2020-12-23,3.28,3.29,3.23,3.2675,84769,3.2674999999999987,2.899951960417348,2.6788334591552383,0.2211185012621102,0.16356525483720863
REPH,2020-12-22,3.0,3.0116,2.84,2.98,132385,2.979999999999998,2.833125044129593,2.6317401358876573,0.2013849082419359,0.14917694323098335
REPH,2020-12-21,3.0,3.0396,2.8853,2.9,121303,2.899999999999999,2.8064205066986094,2.60387934675867,0.20254115993994004,0.1361249519782452
REPH,2020-12-18,3.07,3.1,2.98,3.02,168183,3.0199999999999987,2.7894060533710836,2.580189694499363,0.20921635887172085,0.11952089998782159
REPH,2020-12-17,3.25,3.2935,3.05,3.13,257819,3.1299999999999986,2.747479881256736,2.545004870059312,0.2024750111974236,0.09709703526684688
REPH,2020-12-16,3.15,3.18,3.06,3.1399,134270,3.139899999999998,2.6779307687579603,2.4982052596640565,0.1797255090939034,0.07075254128420269
REPH,2020-12-15,3.4,3.43,3.0,3.0018,631836,3.0017999999999985,2.593936363077589,2.446869680437181,0.1470666826404079,0.0435092993317774
REPH,2020-12-14,3.71,4.07,3.28,3.9759,4520942,3.975899999999999,2.5197793381826057,2.402475254872156,0.11730408331044995,0.01761995350461966
REPH,2020-12-11,2.13,2.16,2.12,2.13,19885,2.129999999999998,2.2550301269430792,2.276601275261928,-0.021571148318848987,-0.007301078946837803
REPH,2020-12-10,2.14,2.22,2.14,2.21,12910,2.2099999999999977,2.2777628772963667,2.2883293772828828,-0.010566499986516042,-0.003733561603835119
REPH,2020-12-09,2.25,2.2781,2.23,2.278,56521,2.277999999999998,2.2900834004411608,2.2945957274655133,-0.004512327024352558,-0.002025327008164888
REPH,2020-12-08,2.3,2.3238,2.26,2.27,42245,2.2699999999999982,2.2922803823395537,2.2959233856627543,-0.0036430033232006656,-0.0014035770041179703
REPH,2020-12-07,2.31,2.38,2.305,2.31,42513,2.3099999999999983,2.2963313609467453,2.297997256515775,-0.0016658955690296295,-0.0008437204243472963
REPH,2020-12-04,2.24,2.28,2.24,2.26,11594,2.2599999999999985,2.293846153846153,2.2970370370370365,-0.0031908831908831203,-0.0006381766381767129
REPH,2020-12-03,2.32,2.32,2.23,2.3,28423,2.299999999999999,2.3,2.3,0.0,0.0
