Symbol,Date,Open,High,Low,Close,Volume,KTRA SMA,KTRA spanTwelveEMA,KTRA spanTwntySixEMA,KTRA_x,KTRA_y
KTRA,2021-01-07,1.3745,1.38,1.32,1.3467,31321,1.3467,1.3341005025431851,1.3512448366180747,-0.0171443340748898,-0.013628773792103109
KTRA,2021-01-06,1.4,1.42,1.29,1.325,180159,1.325,1.3318096848237642,1.3516084235475203,-0.019798738723756367,-0.01274988372140649
KTRA,2021-01-05,1.32,1.33,1.3,1.3111,19727,1.3111,1.3330478093371758,1.3537370974313223,-0.020689288094146496,-0.010987669970819076
KTRA,2021-01-04,1.28,1.29,1.26,1.28,38921,1.28,1.3370383201257532,1.357148065225828,-0.0201097451000749,-0.00856226543998722
KTRA,2021-01-04,1.28,1.29,1.26,1.28,38921,1.28,1.3474089237849811,1.3633199104438942,-0.015910986658913332,-0.005675395524965299
KTRA,2020-12-31,1.34,1.34,1.29,1.2983,18751,1.2983,1.3596650917458863,1.3699855032794055,-0.010320411533519369,-0.003116497741478347
KTRA,2020-12-30,1.34,1.3648,1.3252,1.3401,14634,1.3400999999999998,1.3708223811542293,1.375720343541758,-0.004897962387528709,-0.0013155192934681467
KTRA,2020-12-29,1.4,1.4092,1.3467,1.35,24303,1.35,1.3764082686368162,1.3785699710250987,-0.0021617023882825053,-0.00041990851995300614
KTRA,2020-12-28,1.37,1.41,1.37,1.4,82602,1.4,1.3812097720253282,1.3808555687071065,0.00035420331822177964,1.553994712936852e-05
KTRA,2020-12-28,1.37,1.41,1.37,1.4,82602,1.4,1.377793366939024,1.3793240142036751,-0.0015306472646510196,-6.912589564373427e-05
KTRA,2020-12-24,1.36,1.41,1.36,1.4,89954,1.4,1.3737557972915737,1.3776699353399693,-0.003914138048395578,0.000296254446608087
KTRA,2020-12-23,1.36,1.36,1.32,1.3284,17000,1.3283999999999998,1.3689841240718597,1.3758835301671668,-0.006899406095307148,0.001348852570359003
KTRA,2020-12-22,1.32,1.37,1.32,1.36,14065,1.3599999999999997,1.3763630557212887,1.37968221258054,-0.0033191568592514376,0.003410917236775541
KTRA,2020-12-21,1.33,1.39,1.33,1.3401,35709,1.3400999999999998,1.3793381567615228,1.3812567895869834,-0.0019186328254605645,0.005093435760782229
KTRA,2020-12-18,1.31,1.37,1.31,1.36,47188,1.36,1.3864723670817996,1.3845493327539422,0.0019230343278573425,0.006846452907342928
KTRA,2020-12-17,1.4,1.4,1.3438,1.37,17989,1.37,1.3912855247330358,1.3865132793742576,0.004772245358778182,0.008077307552214323
KTRA,2020-12-16,1.38,1.38,1.35,1.36,18486,1.36,1.3951556201390425,1.3878343417241985,0.00732127841484398,0.008903573100573358
KTRA,2020-12-15,1.39,1.4,1.365,1.38,43466,1.3799999999999997,1.4015475510734134,1.390061089062134,0.011486462011279341,0.009299146772005702
KTRA,2020-12-14,1.47,1.47,1.38,1.4,86350,1.3999999999999997,1.4054652876322158,1.3908659761871047,0.014599311445111063,0.00875231796218729
KTRA,2020-12-11,1.56,1.56,1.37,1.4309,209093,1.4308999999999998,1.4064589762926187,1.390135254282073,0.01632372201054566,0.007290569591456347
KTRA,2020-12-10,1.48,1.5,1.46,1.49,34632,1.4899999999999995,1.4020151538003676,1.3868740746246389,0.015141079175728713,0.005032281486684018
KTRA,2020-12-09,1.46,1.46,1.43,1.43,17735,1.4299999999999995,1.386017909036798,1.3786240005946098,0.007393908442188345,0.0025050820644228447
KTRA,2020-12-08,1.41,1.4101,1.38,1.39,27337,1.3899999999999997,1.3780211652253072,1.3745139206421786,0.0035072445831283443,0.0012828754699815248
KTRA,2020-12-07,1.37,1.43,1.37,1.39,57435,1.3899999999999997,1.3758431952662717,1.373275034293553,0.002568160972719058,0.0007267831916947644
KTRA,2020-12-04,1.36,1.4702,1.35,1.3874,88587,1.3873999999999993,1.373269230769231,1.3719370370370372,0.0013321937321935096,0.00026643874643874634
KTRA,2020-12-03,1.35,1.45,1.3327,1.3707,75084,1.3706999999999994,1.3707,1.3707,0.0,0.0
