Symbol,Date,Open,High,Low,Close,Volume,ADTX SMA,ADTX spanTwelveEMA,ADTX spanTwntySixEMA,ADTX_x,ADTX_y
ADTX,2021-01-07,2.17,2.245,2.1567,2.2445,87230,2.2445,2.1547054351364117,2.18631406155504,-0.031608626418627495,-0.037854058024042785
ADTX,2021-01-06,2.09,2.125,2.08,2.125,25701,2.1250000000000004,2.1383791506157594,2.1816591864794432,-0.043280035863683335,-0.03941541592539639
ADTX,2021-01-05,2.08,2.0896,2.07,2.08,26274,2.08,2.140811723454988,2.186191921397798,-0.0453801979428099,-0.038449260940824535
ADTX,2021-01-04,2.08,2.1099,2.0619,2.075,60548,2.075,2.151868400446804,2.194687275109622,-0.04281887466281775,-0.0367165266903282
ADTX,2021-01-04,2.08,2.1099,2.0619,2.075,60548,2.075,2.165844473255314,2.2042622571183914,-0.03841778386307748,-0.03519093969720581
ADTX,2020-12-31,2.12,2.145,2.115,2.14,12206,2.14,2.1823616502108254,2.2146032376878626,-0.032241587477037204,-0.03438422865573789
ADTX,2020-12-30,2.14,2.2,2.13,2.195,59601,2.194999999999999,2.190063768430975,2.220571496702892,-0.030507728271916168,-0.034919888950413064
ADTX,2020-12-29,2.2,2.2,2.09,2.136,99830,2.136,2.189166271782062,2.2226172164391227,-0.033450944657060784,-0.03602292912003717
ADTX,2020-12-28,2.2,2.24,2.1551,2.24,101648,2.24,2.198832866651528,2.2295465937542525,-0.030713727102724686,-0.036665925235781265
ADTX,2020-12-28,2.2,2.24,2.1551,2.24,101648,2.24,2.1913479333154418,2.2287103212545927,-0.03736238793915092,-0.03815397476904552
ADTX,2020-12-24,2.21,2.255,2.195,2.25,52369,2.249999999999999,2.1825021030091585,2.22780714695496,-0.045305043945801586,-0.03835187147651917
ADTX,2020-12-23,2.22,2.23,2.13,2.191,101036,2.190999999999999,2.170229758101733,2.226031718711357,-0.055801960609624064,-0.036613578359198554
ADTX,2020-12-22,2.12,2.13,2.03,2.1,104641,2.0999999999999988,2.166453350483866,2.2288342562082653,-0.06238090572439914,-0.03181648279659218
ADTX,2020-12-21,2.01,2.04,2.01,2.01,35861,2.0099999999999985,2.178535777844569,2.2391409967049265,-0.060605218860357635,-0.024175377064640444
ADTX,2020-12-18,2.01,2.025,2.0,2.005,54470,2.004999999999999,2.209178646543581,2.2574722764413204,-0.048293629897739006,-0.015067916615711146
ADTX,2020-12-17,1.97,2.06,1.97,2.05,94017,2.049999999999999,2.246302036824233,2.2776700585566263,-0.031368021732393725,-0.00676148829520407
ADTX,2020-12-16,2.03,2.07,2.01,2.06,123466,2.06,2.2819933162468207,2.2958836632411557,-0.013890346994335443,-0.0006098549359067661
ADTX,2020-12-15,2.2,2.23,2.1,2.1127,124846,2.112699999999999,2.322355737382606,2.3147543563004485,0.007601381082157577,0.002710268078700293
ADTX,2020-12-14,2.53,2.59,2.45,2.4564,326436,2.456399999999999,2.3604749623612618,2.3309187048044846,0.029556257556777155,0.0014874898278359715
ADTX,2020-12-11,2.4,3.03,2.4,2.97,3022503,2.97,2.3430340464269457,2.320880201188843,0.022153845238102488,-0.005529702104399324
ADTX,2020-12-10,2.04,2.09,2.0,2.08,99835,2.0799999999999987,2.2290402366863904,2.2689506172839504,-0.039910380597560025,-0.012450588940024777
ADTX,2020-12-09,1.97,1.97,1.94,1.9599,35328,1.9598999999999984,2.2561384615384616,2.2840666666666665,-0.02792820512820482,-0.005585641025640964
ADTX,2021-01-08,2.36,2.37,2.31,2.31,28338,2.309999999999998,2.31,2.31,0.0,0.0
ADTX,2021-01-08,2.36,2.37,2.31,2.31,28338,2.3099999999999974,2.31,2.31,0.0,0.0
ADTX,2021-01-08,2.36,2.37,2.31,2.31,28338,2.3099999999999974,2.31,2.31,0.0,0.0
ADTX,2021-01-08,2.36,2.37,2.31,2.31,28338,2.3099999999999974,2.31,2.31,0.0,0.0
