Symbol,Date,Open,High,Low,Close,Volume,CTIC SMA,CTIC spanTwelveEMA,CTIC spanTwntySixEMA,CTIC_x,CTIC_y
CTIC,2021-01-07,3.52,3.59,3.52,3.5892,46984,3.5892,3.4108337833353723,3.39243604126705,0.01839774206832256,0.012393388864962813
CTIC,2021-01-06,3.41,3.43,3.38,3.39,44208,3.390000000000001,3.3784035621236224,3.3766949245684135,0.0017086375552080035,0.010892300564122874
CTIC,2021-01-05,3.41,3.43,3.37,3.43,35251,3.43,3.376295118873371,3.375630518533886,0.0006646003394843447,0.01318821631635137
CTIC,2021-01-04,3.32,3.3358,3.2322,3.32,74586,3.32,3.3665305950321662,3.3712809600165974,-0.0047503649844316,0.016319120310568015
CTIC,2021-01-04,3.32,3.3358,3.2322,3.32,74586,3.32,3.3749907032198325,3.375383436817925,-0.00039273359809266495,0.021586491634317806
CTIC,2020-12-31,3.25,3.27,3.21,3.24,55169,3.2400000000000007,3.384989012896166,3.3798141117633587,0.0051749011328068315,0.027081297942420424
CTIC,2020-12-30,3.25,3.36,3.25,3.36,51687,3.3600000000000003,3.41135065160456,3.390999240704428,0.02035141090013237,0.03255789714482371
CTIC,2020-12-29,3.29,3.3339,3.23,3.26,46724,3.26,3.4206871337144795,3.393479179960781,0.027207953753697996,0.035609518705996546
CTIC,2020-12-28,3.43,3.48,3.4,3.48,151169,3.4800000000000004,3.4499029762080218,3.404157514357644,0.0457454618503772,0.03770990994407107
CTIC,2020-12-28,3.43,3.48,3.4,3.48,151169,3.4800000000000013,3.4444307900640245,3.3980901155062555,0.046340674557769024,0.035701021967494424
CTIC,2020-12-24,3.45,3.5,3.4,3.48,33674,3.4800000000000013,3.4379636609847566,3.3915373247467566,0.04642633623800041,0.03304110881992577
CTIC,2020-12-23,3.5,3.54,3.43,3.46,57525,3.4600000000000013,3.4303206902547125,3.3844603107264972,0.04586037952821576,0.029694801965407223
CTIC,2020-12-22,3.48,3.55,3.48,3.4967,39568,3.496700000000001,3.4249244521192064,3.3784171355846166,0.04650731653458928,0.0256534075747052
CTIC,2020-12-21,3.41,3.4444,3.3622,3.425,106719,3.425000000000001,3.4118743525045163,3.3689545064313866,0.04291984607313015,0.02043993033473407
CTIC,2020-12-18,3.63,3.64,3.54,3.6,54888,3.6000000000000014,3.4094878711417014,3.3644708669458967,0.04501700419580423,0.014819951400135156
CTIC,2020-12-17,3.52,3.52,3.4616,3.48,37721,3.4800000000000018,3.3748493022583737,3.3456285363015685,0.02922076595680512,0.007270688201217774
CTIC,2020-12-16,3.57,3.59,3.43,3.48,80098,3.4800000000000018,3.3557309935780784,3.334878819205694,0.020852174372383736,0.001783168762320938
CTIC,2020-12-15,3.4,3.46,3.4,3.4482,65337,3.4482000000000017,3.3331366287740924,3.3232691247421497,0.009867504031942255,-0.0029840826401948727
CTIC,2020-12-14,3.6,3.63,3.5,3.52,103217,3.5200000000000022,3.3122160158239278,3.3132746547215217,-0.0010586388975948324,-0.006196979308229265
CTIC,2020-12-11,3.21,3.22,3.17,3.2,35042,3.2000000000000024,3.2744371096100964,3.296736627099244,-0.02229951748914738,-0.007481564410888095
CTIC,2020-12-10,3.17,3.205,3.1,3.19,39679,3.1900000000000017,3.287971129539205,3.304475557267184,-0.016504427727978666,-0.003777076141323162
CTIC,2020-12-09,3.26,3.3,3.17,3.18,99089,3.180000000000003,3.3057840621826973,3.3136336018485584,-0.007849539665861549,-0.000595238244659175
CTIC,2020-12-08,3.41,3.42,3.3199,3.35,63991,3.3500000000000028,3.32865389167046,3.3243242899964436,0.0043296016740166365,0.0012183371106413076
CTIC,2020-12-07,3.48,3.49,3.3,3.355,169842,3.3550000000000018,3.324772781065089,3.3222702331961584,0.002502547868930005,0.0004405209697974754
CTIC,2020-12-04,3.3,3.47,3.3,3.3153,125046,3.315300000000003,3.3192769230769232,3.319651851851852,-0.0003749287749283958,-7.498575498576798e-05
CTIC,2020-12-03,3.35,3.37,3.305,3.32,37283,3.3200000000000025,3.32,3.32,0.0,0.0
