Symbol,Date,Open,High,Low,Close,Volume,MFH SMA,MFH spanTwelveEMA,MFH spanTwntySixEMA,MFH_x,MFH_y
MFH,2021-01-07,3.36,3.95,3.36,3.63,400675,3.63,3.272611035490802,3.123176988999642,0.14943404649115966,0.13777330734225807
MFH,2021-01-06,3.4,3.49,3.3132,3.33,59205,3.33,3.2076312237618567,3.0826311481196136,0.12500007564224316,0.13485812255503266
MFH,2021-01-05,3.34,3.37,3.24,3.33,40534,3.33,3.1853823553549216,3.0628416399691827,0.12254071538573895,0.13732263428323002
MFH,2021-01-04,3.25,3.31,3.2,3.21,36869,3.21,3.1590882381467256,3.0414689711667173,0.11761926698000826,0.14101811400760278
MFH,2021-01-04,3.25,3.31,3.2,3.21,36869,3.21,3.1498315541734025,3.0279864888600554,0.1218450653133476,0.14686782576450141
MFH,2020-12-31,3.14,3.1804,3.01,3.0501,95992,3.0501,3.1388918367503846,3.0134254079688594,0.12546642878152525,0.15312351587728995
MFH,2020-12-30,3.17,3.17,3.01,3.0132,57486,3.0132,3.1550358070686366,3.0104914406063683,0.14454436646226787,0.1600377876512311
MFH,2020-12-29,3.15,3.19,3.09,3.09,68868,3.0899999999999994,3.18082413562657,3.0102747558548777,0.1705493797716917,0.16391114294847178
MFH,2020-12-28,3.36,3.3719,3.08,3.28,102234,3.28,3.197337614831401,3.0038967363232687,0.1934408785081323,0.16225158374266668
MFH,2020-12-28,3.36,3.3719,3.08,3.28,102234,3.279999999999999,3.182308090255292,2.9818084752291303,0.20049961502616176,0.15445426005130025
MFH,2020-12-24,3.15,3.2986,3.15,3.17,27431,3.1699999999999995,3.1645459248471632,2.9579531532474608,0.20659277159970246,0.14294292130758485
MFH,2020-12-23,3.66,3.8246,3.4,3.6488,97191,3.6488,3.1635542748193752,2.9409894055072576,0.2225648693121172,0.12703045873455543
MFH,2020-12-22,3.4,3.78,3.3501,3.72,420620,3.72,3.0753277793319884,2.8843645579478383,0.19096322138415006,0.10314685609016488
MFH,2020-12-21,3.1,3.23,3.0389999999999997,3.23,67824,3.23,2.9581146483014407,2.8175137225836653,0.14060092571777538,0.08119276476666856
MFH,2020-12-18,3.29,3.4193,3.2101,3.38,55632,3.3799999999999994,2.9086809479926115,2.7845148203903594,0.12416612760225255,0.06634072452889186
MFH,2020-12-17,3.13,3.2229,3.1,3.1226,94019,3.1226,2.822986574900359,2.7368760060215878,0.08611056887877178,0.0518843737605518
MFH,2020-12-16,3.2,3.2,2.82,2.9862,230747,2.9862,2.7685114067004246,2.7060180865033137,0.06249332019711051,0.04332782498099692
MFH,2020-12-15,2.74,2.7899,2.74,2.7592,4728,2.7592,2.7289316624641384,2.6836035334235797,0.04532812904055872,0.038536451176968405
MFH,2020-12-14,2.73,2.73,2.6,2.6738,21881,2.6738,2.7234283283667087,2.677555816097465,0.04587251226924316,0.03683853171107083
MFH,2020-12-11,2.71,2.77,2.67,2.7665,4977,2.7665000000000006,2.7324516607970195,2.6778562813852633,0.05459537941175663,0.03458003657152763
MFH,2020-12-10,2.7,2.79,2.6965,2.6965,9716,2.696500000000001,2.726261053669205,2.670764783896084,0.05549626977312139,0.029576200861470493
MFH,2020-12-09,2.99,2.99,2.89,2.9286,11430,2.9286000000000008,2.731672154336333,2.668705966607771,0.06296618772856233,0.02309618363355788
MFH,2020-12-08,3.14,3.14,2.87,3.05,104382,3.0500000000000003,2.695867091488393,2.647914443936392,0.04795264755200135,0.013128682609806767
MFH,2020-12-07,2.83,2.83,2.71,2.72,20891,2.7200000000000006,2.631479289940829,2.6157475994513035,0.015731690489525274,0.004422691374258232
MFH,2020-12-04,2.73,2.75,2.7,2.7,14725,2.7000000000000006,2.6153846153846154,2.607407407407408,0.0079772079772078,0.0015954415954414715
MFH,2020-12-03,2.6,2.6391,2.6,2.6,11605,2.6000000000000005,2.6,2.6,0.0,0.0
