Symbol,Date,Open,High,Low,Close,Volume,APM SMA,APM spanTwelveEMA,APM spanTwntySixEMA,APM_x,APM_y
APM,2020-09-17,1.65,1.74,1.65,1.74,14800,1.74,1.783474254480948,2.213230486157296,-0.4297562316763479,-0.460554776986264
APM,2020-09-16,1.6,1.62,1.57,1.62,13475,1.6200000000000003,1.791378664386575,2.25108892504988,-0.4597102606633046,-0.468254413313743
APM,2020-09-15,1.63,1.63,1.56,1.56,19158,1.5600000000000005,1.8225384215477705,2.3015760390538698,-0.4790376175060995,-0.4703904514763525
APM,2020-09-14,1.7,1.7,1.55,1.55,51099,1.5500000000000005,1.8702726800110008,2.3609021221781794,-0.4906294421671782,-0.4682286599689158
APM,2020-09-11,1.83,1.83,1.68,1.76,22089,1.7600000000000005,1.9285040763766377,2.4257742919524343,-0.4972702155757962,-0.46262846441935
APM,2020-09-10,1.55,1.67,1.5398,1.65,25914,1.65,1.9591411811723896,2.4790362353086284,-0.5198950541362386,-0.45396802663023833
APM,2020-09-09,1.61,1.61,1.54,1.54,15572,1.5400000000000005,2.0153486686582793,2.5453591341333186,-0.5300104654750397,-0.4374862697537382
APM,2020-09-08,1.51,1.6101,1.51,1.6101,5578,1.6101000000000003,2.1017756993234205,2.6257878648639843,-0.5240121655405638,-0.4143552208234129
APM,2020-09-08,1.51,1.6101,1.51,1.6101,5578,1.6101000000000003,2.191171281018588,2.7070428940531026,-0.5158716130345153,-0.3869409846441252
APM,2020-09-04,1.65,1.6867,1.53,1.55,74610,1.5500000000000007,2.296820604840149,2.794798325577351,-0.497977720737202,-0.35470832754652787
APM,2020-09-03,1.67,1.73,1.67,1.7269999999999999,27218,1.7270000000000003,2.43260616935654,2.8943821916235386,-0.4617760222669993,-0.3188909792488593
APM,2020-09-02,1.93,1.96,1.76,1.76,75292,1.760000000000001,2.560898200148638,2.9877727669534218,-0.4268745668047842,-0.2831697184943245
APM,2020-09-01,2.28,2.56,2.09,2.13,1106967,2.130000000000001,2.7065160547211176,3.0859945883096964,-0.3794785335885784,-0.2472435064167096
APM,2020-08-31,2.12,2.15,2.0205,2.08,18995,2.080000000000001,2.8113371555795026,3.1624741553744715,-0.3511369997949694,-0.2141847496237423
APM,2020-08-28,2.2324,2.2324,2.15,2.17,41140,2.170000000000001,2.944307547503049,3.24907208780443,-0.30476454030138106,-0.17994668708093564
APM,2020-08-27,2.92,2.92,2.26,2.3,58054,2.3000000000000007,3.0850907379581485,3.3353978548287837,-0.2503071168706357,-0.1487422237758243
APM,2020-08-26,2.98,2.989,2.88,2.97,13375,2.970000000000001,3.2278345084959934,3.418229683215087,-0.1903951747190935,-0.12335100050212155
APM,2020-08-25,2.79,2.87,2.78,2.85,5294,2.850000000000002,3.27471351004072,3.4540880578722937,-0.17937454783157405,-0.10658995694787857
APM,2020-08-24,2.89,2.97,2.89,2.9,2914,2.9000000000000017,3.351934148229941,3.5024151025020767,-0.15048095427213593,-0.08839380922695479
APM,2020-08-21,3.2,3.2421,3.18,3.18,2950,3.180000000000002,3.4341039933626574,3.5506083107022435,-0.1165043173395861,-0.07287202296565962
APM,2020-08-20,3.29,3.29,3.22,3.25,9550,3.2500000000000013,3.4803047194285948,3.5802569755584233,-0.09995225612982804,-0.06196394937217799
APM,2020-08-19,3.31,3.37,3.31,3.32,3734,3.320000000000001,3.5221783047792483,3.606677533603096,-0.08449922882384797,-0.052466872682765356
APM,2020-08-18,3.3,3.5,3.28,3.48,4702,3.4800000000000013,3.5589379965572943,3.6296117362913436,-0.07067373973405022,-0.04445878364749481
APM,2020-08-17,3.33,3.425,3.33,3.35,5609,3.350000000000001,3.5732903595677112,3.641580675194652,-0.06829031562694078,-0.03790504462585617
APM,2020-08-14,3.5,3.56,3.475,3.5,13820,3.5000000000000013,3.61388860676184,3.664907129210224,-0.05101852244838368,-0.030308726875585015
APM,2020-08-13,3.43,3.5498,3.43,3.52,4417,3.5200000000000014,3.634595626173083,3.678099699547042,-0.043504073373958896,-0.025131277982385236
APM,2020-08-12,3.58,3.62,3.57,3.62,3436,3.6200000000000014,3.6554311945681888,3.6907476755108055,-0.0353164809426163,-0.02053807913449182
APM,2020-08-11,3.68,3.68,3.6,3.6,2300,3.6000000000000014,3.661873229944224,3.69640748955167,-0.034534259607446494,-0.01684347868246059
APM,2020-08-10,3.7,3.7,3.54,3.54,4747,3.5400000000000014,3.673122908115901,3.704120088715804,-0.0309971805999032,-0.012420783451214227
APM,2020-08-07,3.6,3.63,3.55,3.5705,11700,3.570500000000002,3.6973270732278825,3.7172496958130683,-0.0199226225851854,-0.007776684164041986
APM,2020-08-06,3.64,3.75,3.6,3.75,3600,3.7500000000000018,3.7203865410874974,3.7289896714781134,-0.008603130390615998,-0.004740199558756021
APM,2020-08-05,3.7399,3.7399,3.62,3.64,3831,3.6400000000000015,3.715002275830679,3.7273088451963625,-0.012306569365683641,-0.003774466850791026
APM,2020-08-04,3.75,3.75,3.6977,3.7,4400,3.7000000000000015,3.7286390532544393,3.734293552812072,-0.005654499557633308,-0.0016414412220678723
APM,2020-08-03,3.79,4.0362,3.56,3.7,10926,3.700000000000002,3.733846153846154,3.737037037037037,-0.0031908831908831203,-0.0006381766381766241
APM,2020-07-31,3.7,3.74,3.635,3.74,5346,3.740000000000002,3.74,3.74,0.0,0.0
