Symbol,Date,Open,High,Low,Close,Volume,LIZI SMA,LIZI spanTwelveEMA,LIZI spanTwntySixEMA,LIZI_x,LIZI_y
LIZI,2020-09-17,3.63,3.8,3.58,3.62,28150,3.62,3.7897741486634584,4.1553577541370865,-0.3655836054736277,-0.3620157829781626
LIZI,2020-09-16,3.58,3.66,3.58,3.58,12651,3.58,3.8206421756931777,4.198186374468053,-0.3775441987748751,-0.36112382735429627
LIZI,2020-09-15,3.52,3.58,3.52,3.53,4697,3.53,3.8643952985464822,4.247641284425497,-0.3832459858790145,-0.35701873449915156
LIZI,2020-09-14,3.65,3.65,3.5,3.5,3377,3.5,3.925194443736753,4.305052587179537,-0.3798581434427844,-0.3504619216541857
LIZI,2020-09-11,3.7,3.79,3.7,3.79,700,3.789999999999999,4.002502524416163,4.3694567941539,-0.3669542697377377,-0.3431128662070362
LIZI,2020-09-10,3.89,3.94,3.86,3.94,470,3.9399999999999986,4.041139347037282,4.4158133376862105,-0.3746739906489296,-0.33715251532436075
LIZI,2020-09-09,3.63,3.68,3.63,3.68,1301,3.6799999999999993,4.059528319225879,4.453878404701109,-0.39435008547522976,-0.32777214649321873
LIZI,2020-09-08,3.73,3.7302,3.625,3.625,3175,3.625,4.128533468176038,4.5157886770771976,-0.3872552089011592,-0.311127661747716
LIZI,2020-09-08,3.73,3.7302,3.625,3.625,3175,3.625,4.220085007844409,4.587051771243374,-0.36696676339896506,-0.2920957749593552
LIZI,2020-09-04,4.08,4.08,3.91,3.91,600,3.91,4.3282822819979385,4.664015912942844,-0.3357336309449064,-0.2733780278494527
LIZI,2020-09-03,4.0,4.02,3.9,3.95,2203,3.95,4.4043336059975635,4.724337185978271,-0.3200035799807086,-0.2577891270755895
LIZI,2020-09-02,4.16,4.23,4.04,4.1399,11283,4.1399,4.486939716178939,4.786284160856533,-0.2993444446775948,-0.2422355138493099
LIZI,2020-09-01,4.31,4.35,4.04,4.19,7336,4.19,4.55003784639329,4.837994893725057,-0.28795704733176564,-0.2279582811422389
LIZI,2020-08-31,4.27,4.3799,4.23,4.29,10738,4.29,4.615499273010252,4.8898344852230595,-0.27433521221280804,-0.21295858959485697
LIZI,2020-08-28,4.22,4.47,4.22,4.335,700,4.335,4.674680959012116,4.937821244040905,-0.2631402850287889,-0.19761443394036945
LIZI,2020-08-27,4.4,4.4,4.4,4.4,1000,4.4,4.736441133377955,4.986046943564178,-0.24960581018622285,-0.1812329711682646
LIZI,2020-08-26,4.53,4.53,4.5,4.5,560,4.499999999999998,4.7976122485375825,5.032930699049311,-0.23531845051172876,-0.164139761413775
LIZI,2020-08-25,4.5,4.5,4.46,4.46,400,4.459999999999997,4.851723566453507,5.0755651549732566,-0.22384158851975045,-0.14634508913928657
LIZI,2020-08-24,4.57,4.57,4.54,4.54,2342,4.5399999999999965,4.922946033081417,5.124810367371119,-0.2018643342897013,-0.12697096429417082
LIZI,2020-08-21,4.55,4.62,4.54,4.61,7342,4.609999999999997,4.992572584550766,5.1715951967608085,-0.17902261221004245,-0.10824762179528795
LIZI,2020-08-20,4.79,4.81,4.79,4.8,2826,4.799999999999996,5.062131236287269,5.216522812501673,-0.15439157621440458,-0.09055387419159933
LIZI,2020-08-19,4.82,4.93,4.82,4.9,3200,4.899999999999996,5.109791461066774,5.249844637501806,-0.14005317643503454,-0.07459444868589801
LIZI,2020-08-18,4.95,4.965,4.72,4.96,2174,4.9599999999999955,5.147935363078913,5.277832208501953,-0.1298968454230387,-0.058229766748614305
LIZI,2020-08-17,4.73,4.73,4.6,4.6,2477,4.599999999999995,5.1821054290932596,5.303258785182108,-0.1211533560888478,-0.040312997080007976
LIZI,2020-08-14,4.78,5.0,4.78,4.9295,1568,4.9294999999999956,5.287942779837491,5.3595194879966765,-0.07157670815918671,-0.020102907327797792
LIZI,2020-08-13,5.31,5.31,5.14,5.14,1239,5.139999999999994,5.353114194353396,5.393921047036411,-0.04080685268301298,-0.007234457119950783
LIZI,2020-08-12,5.13,5.2499,5.1,5.2499,3145,5.249899999999994,5.3918622296903775,5.414234730799324,-0.0223725011089444,0.0011586417708152113
LIZI,2020-08-11,5.4,5.4,5.4,5.4,10000,5.399999999999995,5.4176735441795385,5.4273815092632685,-0.00970796508373084,0.007041427490755557
LIZI,2020-08-10,5.2,5.2,5.2,5.2,169,5.199999999999994,5.420886915848545,5.42957203000433,-0.008685114155784213,0.011228775634376933
LIZI,2020-08-07,5.2297,5.3,5.2297,5.3,2366,5.299999999999994,5.461048173275554,5.447937792404676,0.013110380870878123,0.01620724808191744
LIZI,2020-08-06,5.42,5.5,5.42,5.5,4900,5.499999999999994,5.490329659325655,5.4597728157970495,0.030556843528604993,0.016981464884677267
LIZI,2020-08-05,5.5,5.5,5.5,5.5,6050,5.499999999999993,5.488571415566682,5.456554641060814,0.03201677450586793,0.013587620223695113
LIZI,2020-08-04,5.5438,5.6999,5.5,5.6999,7574,5.699899999999992,5.486493491124259,5.453079012345679,0.033414478778580836,0.008980331653151909
LIZI,2020-08-03,5.46,5.6,5.42,5.6,3700,5.599999999999992,5.447692307692307,5.433333333333333,0.014358974358974487,0.002871794871794897
LIZI,2020-07-31,5.42,5.42,5.42,5.42,100,5.419999999999993,5.42,5.42,0.0,0.0
