Symbol,Date,Open,High,Low,Close,Volume,RIBT SMA,RIBT spanTwelveEMA,RIBT spanTwntySixEMA,RIBT_x,RIBT_y
RIBT,2020-09-17,0.46,0.465,0.4551,0.4551,34198,0.4551,0.4611667463052712,0.5206119320895267,-0.05944518578425551,-0.06889682061023153
RIBT,2020-09-16,0.4515,0.459899,0.4509,0.4538,5629,0.4538,0.4622697910880478,0.5258528866566888,-0.06358309556864106,-0.07125972931672553
RIBT,2020-09-15,0.46,0.46,0.44,0.46,6542,0.4600000000000001,0.4638097531040565,0.5316171175892239,-0.06780736448516744,-0.07317888775374663
RIBT,2020-09-14,0.45,0.45,0.4234,0.43755,11979,0.4375500000000001,0.4645024354866122,0.5373464869963619,-0.07284405150974965,-0.07452176857089142
RIBT,2020-09-11,0.4352,0.44,0.4301,0.44,46038,0.4400000000000001,0.46940287830236,0.5453302059560708,-0.07592732765371091,-0.07494119783617685
RIBT,2020-09-10,0.4126,0.4211,0.41020100000000004,0.4106,5955,0.4106,0.4747488561755162,0.5537566224325565,-0.07900776625704026,-0.07469466538179334
RIBT,2020-09-09,0.41600000000000004,0.4205,0.41020100000000004,0.4171,16846,0.4171000000000001,0.4864122845710647,0.5652091522271611,-0.07879686765609639,-0.0736163901629816
RIBT,2020-09-08,0.41,0.4349,0.41,0.4272,44650,0.4272,0.4990145181294401,0.5770578844053339,-0.07804336627589381,-0.07232127078970292
RIBT,2020-09-08,0.41,0.4349,0.41,0.4272,44650,0.4272,0.5120717032438837,0.5890465151577606,-0.0769748119138769,-0.0708907469181552
RIBT,2020-09-04,0.42,0.4373,0.42,0.4299,70000,0.4299,0.527502922015499,0.6019942363703814,-0.07449131435488243,-0.06936973066922478
RIBT,2020-09-03,0.511,0.519,0.47,0.49,1156167,0.49,0.5452489078364987,0.6157617752800119,-0.07051286744351315,-0.06808933474781037
RIBT,2020-09-02,0.4932,0.4999,0.49,0.49,15651,0.49,0.5552941638067712,0.6258227173024128,-0.07052855349564158,-0.06748345157388468
RIBT,2020-09-01,0.53,0.5371,0.53,0.5327,7279,0.5327,0.567165829953457,0.6366885346866058,-0.06952270473314881,-0.06672217609344544
RIBT,2020-08-31,0.53,0.53015,0.53,0.53,24228,0.53,0.5734323444904491,0.6450076174615342,-0.07157527297108512,-0.06602204393351958
RIBT,2020-08-28,0.53,0.5373,0.53,0.5302,21449,0.5302,0.5813291343978035,0.654208226858457,-0.0728790924606535,-0.0646337366741282
RIBT,2020-08-27,0.53,0.5328,0.53,0.53,4228,0.53,0.5906253406519496,0.6641288850071336,-0.07350354435518403,-0.06257239772749687
RIBT,2020-08-26,0.5373,0.5381,0.5301,0.5381,5235,0.5381,0.6016481298613949,0.6748591958077044,-0.07321106594630944,-0.05983961107057509
RIBT,2020-08-25,0.5514,0.5514,0.5301,0.5351,11817,0.5350999999999999,0.6132023352907395,0.6857999314723207,-0.07259759618158113,-0.056496747351641494
RIBT,2020-08-24,0.575,0.575,0.5501,0.564999,25229,0.5649989999999999,0.6274027598890558,0.6978559259901064,-0.07045316610105057,-0.05247153514415658
RIBT,2020-08-21,0.6021,0.6021,0.55,0.562646,153890,0.5626459999999998,0.6387488980507023,0.7084844800693149,-0.06973558201861252,-0.04797612740493309
RIBT,2020-08-20,0.5579999999999999,0.5579999999999999,0.55,0.5578,1564,0.5577999999999999,0.6525857886053755,0.7201515584748601,-0.0675657698694846,-0.04253626375151323
RIBT,2020-08-19,0.531,0.58,0.531,0.56,31643,0.5599999999999999,0.6698195683518074,0.7331396831528489,-0.0633201148010415,-0.036278887222020384
RIBT,2020-08-18,0.55,0.5611,0.5448,0.5448,229124,0.5448,0.6897867625975906,0.7469908578050769,-0.05720409520748626,-0.0295185803272651
RIBT,2020-08-17,0.57,0.5778989999999999,0.56,0.5677989999999999,49485,0.5677989999999999,0.7161479921607891,0.7631661264294829,-0.047018134268694056,-0.022597201607209808
RIBT,2020-08-14,0.584,0.63,0.56,0.589699,244567,0.589699,0.7431205361900233,0.7787954965438417,-0.03567496035381845,-0.0164919684418388
RIBT,2020-08-13,0.65,0.65,0.56,0.593949,373692,0.5939489999999998,0.7710153609518456,0.7939232162673491,-0.022907855315503437,-0.011696220463843887
RIBT,2020-08-12,0.84,0.85,0.8240000000000001,0.840101,15110,0.8401009999999999,0.8032092447612722,0.8099211535687371,-0.0067119088074648605,-0.008893311750929
RIBT,2020-08-11,0.815,0.815,0.79001,0.8001010000000001,3980,0.8001010000000001,0.7965016528996853,0.8075067658542359,-0.011005112954550644,-0.009438662486795035
RIBT,2020-08-10,0.77,0.79,0.7601,0.7699,14322,0.7698999999999999,0.7958472261541736,0.8080992271225748,-0.012252000968401178,-0.00904704986985616
RIBT,2020-08-07,0.84,0.8504,0.83,0.833,23171,0.833,0.8005649036367506,0.8111551652923807,-0.010590261655630151,-0.008245812095219907
RIBT,2020-08-06,0.83,0.838,0.7701,0.784049,23422,0.784049,0.794667613388887,0.8094075785157712,-0.014739965126884138,-0.0076596997051173454
RIBT,2020-08-05,0.7801,0.7825,0.77,0.77,2701,0.77,0.7965982703686846,0.8114362647970329,-0.014837994428348322,-0.005889633349675648
RIBT,2020-08-04,0.78,0.8,0.7209,0.7209,1449,0.7208999999999999,0.8014343195266271,0.8147511659807956,-0.013316846454168418,-0.0036525430800074784
RIBT,2020-08-03,0.8,0.8,0.7501,0.7505,28003,0.7504999999999998,0.816076923076923,0.8222592592592592,-0.006182336182336211,-0.0012364672364672425
RIBT,2020-07-31,0.8153,0.828,0.8153,0.828,817,0.8279999999999998,0.828,0.828,0.0,0.0
