Symbol,Date,Open,High,Low,Close,Volume,PHX SMA,PHX spanTwelveEMA,PHX spanTwntySixEMA,PHX_x,PHX_y
PHX,2020-09-17,1.76,1.8,1.7590000000000001,1.8,3395,1.8,1.8401764017822544,1.9374536799436095,-0.09727727816135556,-0.09775495049526203
PHX,2020-09-16,1.78,1.8116,1.77,1.81,9456,1.8100000000000005,1.8474812021063003,1.9484499743390984,-0.10096877223279832,-0.09787436857873875
PHX,2020-09-15,1.79,1.8,1.7899,1.8,7729,1.8000000000000005,1.8542959661256275,1.9595259722862264,-0.10523000616059908,-0.09710076766522392
PHX,2020-09-14,1.82,1.82,1.7993,1.7993,1876,1.7993000000000003,1.864167959966651,1.9722880500691249,-0.1081200901024737,-0.09506845804138017
PHX,2020-09-11,1.77,1.77,1.73,1.73,2873,1.7300000000000002,1.875962134506042,1.9861270940746545,-0.1101649595686125,-0.09180555002610673
PHX,2020-09-10,1.78,1.81,1.75,1.7866,12954,1.7866000000000004,1.9025007044162316,2.006617261600627,-0.1041165571843954,-0.08721569764048027
PHX,2020-09-09,1.92,1.92,1.82,1.84,15893,1.8400000000000007,1.923573559764637,2.024218642528677,-0.10064508276403973,-0.08299048275450155
PHX,2020-09-08,1.89,1.91,1.82,1.82,27517,1.820000000000001,1.9387687524491164,2.038956133930971,-0.10018738148185458,-0.07857683275211699
PHX,2020-09-08,1.89,1.91,1.82,1.82,27517,1.820000000000001,1.9603630710762283,2.056472624645449,-0.09610955356922002,-0.07317419556968259
PHX,2020-09-04,1.97,2.0,1.93,1.964,37984,1.9640000000000009,1.9858836294537243,2.0753904346170846,-0.08950680516336007,-0.06744035606979806
PHX,2020-09-03,2.04,2.2,1.8693,1.92,463656,1.9200000000000004,1.9898624711725836,2.084301669386452,-0.09443919821386816,-0.0619237437964075
PHX,2020-09-02,1.8,1.8201,1.8,1.81,14728,1.8100000000000005,2.002564738658508,2.097445802937368,-0.09488106427886,-0.053794880192042274
PHX,2020-09-01,1.89,1.89,1.8,1.8301,15989,1.8301000000000005,2.037576509323691,2.1204414671723573,-0.08286495784866643,-0.04352333417033784
PHX,2020-08-31,1.91,1.93,1.87,1.88,10468,1.88,2.0752995110189074,2.1436687845461457,-0.06836927352723833,-0.033687928250755686
PHX,2020-08-28,1.95,2.08,1.87,1.9,178505,1.9000000000000004,2.110808513022345,2.1647622873098373,-0.05395377428749226,-0.025017591931635025
PHX,2020-08-27,2.22,2.22,2.15,2.15,7515,2.150000000000001,2.1491373335718618,2.1859432702946244,-0.036805936722762216,-0.017783546342670715
PHX,2020-08-26,2.11,2.11,2.0773,2.0773,3713,2.077300000000001,2.1489804851303824,2.188818731918194,-0.03983824678781156,-0.013027948747647726
PHX,2020-08-25,2.02,2.05,2.01,2.05,8114,2.0500000000000016,2.162013300608633,2.1977402304716493,-0.035726929863015844,-0.0063253742376067675
PHX,2020-08-24,2.07,2.1,2.05,2.07,19994,2.0700000000000007,2.182379355264749,2.2095594489093813,-0.027180093644632475,0.001025014668745613
PHX,2020-08-21,2.13,2.13,2.07,2.11,5936,2.1100000000000017,2.202811965312885,2.220724204822132,-0.01791223950924703,0.008076291747090136
PHX,2020-08-20,2.12,2.134,2.0725,2.1092,16545,2.1092000000000017,2.2196868680970456,2.2295821412079024,-0.009895273110856806,0.014573424561174428
PHX,2020-08-19,2.15,2.1708,2.15,2.16,6433,2.160000000000001,2.239775389569236,2.2392127125045347,0.0005626770647011449,0.020690598979182233
PHX,2020-08-18,2.15,2.19,2.15,2.1701,6495,2.170100000000001,2.254280005854552,2.2455497295048974,0.008730276349654176,0.025722579457802503
PHX,2020-08-17,2.2,2.2,2.11,2.15,32218,2.1500000000000017,2.2695854614644704,2.251585707865289,0.017999753599180934,0.029970655234839473
PHX,2020-08-14,2.21,2.29,2.15,2.2081,25159,2.208100000000002,2.291328272639828,2.259712564494512,0.03161570814531611,0.032963380643753995
PHX,2020-08-13,2.34,2.34,2.26,2.2968,7255,2.296800000000003,2.3064606858470693,2.263841569654073,0.0426191161929963,0.03330029876836347
PHX,2020-08-12,2.41,2.41,2.3,2.31,7923,2.310000000000003,2.3082171741829,2.261204895226399,0.04701227895650106,0.030970594412205257
PHX,2020-08-11,2.43,2.48,2.42,2.45,5333,2.450000000000004,2.3078930240343367,2.257301286844511,0.0505917371898259,0.026960173276131302
PHX,2020-08-10,2.39,2.4,2.36,2.3718,3922,2.371800000000003,2.28205539204058,2.2418853897920714,0.040170002248508314,0.021052282297707652
PHX,2020-08-07,2.32,2.32,2.27,2.3,7128,2.300000000000003,2.2657381905934124,2.2314922209754373,0.0342459696179751,0.016272852310007375
PHX,2020-08-06,2.37,2.4399,2.3301,2.38,8081,2.3800000000000034,2.2595087707013057,2.2260115986534723,0.033497172047833416,0.011779572983015442
PHX,2020-08-05,2.42,2.44,2.4,2.42,11433,2.4200000000000035,2.23760127446518,2.21369252654575,0.02390874791942954,0.006350173216810945
PHX,2020-08-04,2.22,2.2899,2.22,2.25,5192,2.250000000000004,2.2044378698224847,2.1971879286694103,0.007249941153075312,0.0019605295411561845
PHX,2020-08-03,2.25,2.279,2.2,2.23,45162,2.230000000000004,2.1961538461538463,2.1929629629629632,0.0031908831908835644,0.0006381766381766241
PHX,2020-07-31,2.25,2.25,2.18,2.19,16156,2.1900000000000035,2.19,2.19,0.0,0.0
