Symbol,Date,Open,High,Low,Close,Volume,AEZS SMA,AEZS spanTwelveEMA,AEZS spanTwntySixEMA,AEZS_x,AEZS_y
AEZS,2020-09-17,0.365,0.366,0.36,0.3627,645127,0.3627,0.3880352200383872,0.4183908633169777,-0.03035564327859064,-0.025215101964333467
AEZS,2020-09-16,0.3672,0.377,0.3551,0.368792,783381,0.368792,0.3926416236817303,0.4228461323823361,-0.03020450870060581,-0.023929966635769198
AEZS,2020-09-15,0.386,0.387,0.3712,0.3713010000000001,214132,0.3713010000000001,0.3969779188965904,0.427170462972923,-0.03019254407633265,-0.022361331119560044
AEZS,2020-09-14,0.3756,0.3769,0.34,0.3521,784966,0.3521000000000001,0.40164644960506135,0.4316400200107568,-0.02999357040569545,-0.020403527880366906
AEZS,2020-09-11,0.38,0.385,0.38,0.3847,227264,0.3847000000000001,0.41065489498779983,0.4380032216116173,-0.027348326623817483,-0.018006017249034768
AEZS,2020-09-10,0.39,0.39,0.376,0.38,533558,0.38000000000000017,0.4153739668037634,0.4422674793405467,-0.02689351253678329,-0.01567043990533909
AEZS,2020-09-09,0.3744,0.3849,0.37,0.3744,275003,0.3744000000000002,0.4218055971317205,0.4472488776877905,-0.02544328055607004,-0.012864671747478022
AEZS,2020-09-08,0.3799,0.3841,0.3651,0.37440999999999997,769813,0.3744100000000002,0.4304247966102151,0.4530767879028137,-0.022651991292598598,-0.009720019545330031
AEZS,2020-09-08,0.3799,0.3841,0.3651,0.37440999999999997,769813,0.3744100000000002,0.4406093050847997,0.4593701309350388,-0.018760825850239138,-0.006487026608512889
AEZS,2020-09-04,0.4,0.4095,0.396,0.4,741229,0.4000000000000003,0.4526455423729451,0.4661669414098419,-0.013521399036896808,-0.003418576798081326
AEZS,2020-09-03,0.423,0.4363,0.423,0.4270000000000001,517120,0.4270000000000004,0.462217459168026,0.4714602967226293,-0.009242837554603256,-0.0008928712383774552
AEZS,2020-09-02,0.43,0.4398,0.4270000000000001,0.4282,342051,0.4282000000000004,0.4686206335622125,0.4750171204604396,-0.006396486898227083,0.0011946203406790088
AEZS,2020-09-01,0.455,0.46,0.4402,0.44709899999999997,847639,0.44709900000000025,0.475969839664433,0.4787624900972747,-0.00279265043284177,0.0030923971504055315
AEZS,2020-08-31,0.467,0.467,0.4572,0.4649,299541,0.4649000000000002,0.4812190832397844,0.4812955693050567,-7.648606527232982e-05,0.004563659046217329
AEZS,2020-08-28,0.46,0.46,0.4521,0.455,451964,0.4550000000000003,0.4841861892833815,0.4826072148494612,0.0015789744339202991,0.00572369532408973
AEZS,2020-08-27,0.49,0.49,0.4815,0.485,469994,0.4850000000000002,0.4894927691530873,0.4848157920374182,0.004676977115669112,0.006759875546632087
AEZS,2020-08-26,0.493,0.4999,0.4819,0.4889,271272,0.4889000000000002,0.4903096362718304,0.4848010554004116,0.005508580871418811,0.00728060015437283
AEZS,2020-08-25,0.462,0.4698,0.46,0.4688,222564,0.4688000000000002,0.4905659337757996,0.4844731398324446,0.006092793943355046,0.007723604975111334
AEZS,2020-08-24,0.4907,0.4907,0.475,0.48200000000000004,998026,0.4820000000000003,0.4945233762804904,0.4857269910190401,0.008796385261450324,0.00813130773305042
