Symbol,Date,Open,High,Low,Close,Volume,CBWTF SMA,CBWTF spanTwelveEMA,CBWTF spanTwntySixEMA,CBWTF_x,CBWTF_y
CBWTF,2020-09-17,0.11595,0.1249,0.11595,0.1223,106069,0.1223,0.1289396820194222,0.14066010519522998,-0.011720423175807793,-0.012011997665532521
CBWTF,2020-09-16,0.12,0.128,0.12,0.1261,64973,0.1261,0.1301468969320444,0.14212891361084834,-0.01198201667880397,-0.012084891287963709
CBWTF,2020-09-15,0.11885,0.1244,0.11660999999999999,0.1212,117332,0.1212,0.1308826963742343,0.14341122669971626,-0.012528530325481927,-0.012110609940253649
CBWTF,2020-09-14,0.121,0.132,0.121,0.1285,49881,0.1285,0.13264318662409508,0.14518812483569352,-0.01254493821159844,-0.012006129843946571
CBWTF,2020-09-11,0.1271,0.1271,0.11599999999999999,0.1224,27898,0.1224,0.13339649328302144,0.146523174822549,-0.013126681539527564,-0.011871427752033604
CBWTF,2020-09-10,0.11755,0.12944,0.11755,0.122,75266,0.122,0.13539585569811627,0.14845302880835293,-0.013057173110236658,-0.011557614305160113
CBWTF,2020-09-09,0.12575,0.13,0.124,0.125,110266,0.125,0.13783146582504652,0.15056927111302115,-0.012737805287974635,-0.011182724603890977
CBWTF,2020-09-08,0.129,0.1369,0.1275,0.1285,188634,0.1285,0.1401644596114186,0.15261481280206285,-0.012450353190644248,-0.01079395443287006
CBWTF,2020-09-08,0.129,0.1369,0.1275,0.1285,188634,0.1285,0.14228527044985834,0.15454399782622788,-0.012258727376369544,-0.010379854743426514
CBWTF,2020-09-04,0.14,0.14,0.1275,0.134,183556,0.134,0.1447916832589235,0.15662751765232613,-0.011835834393402632,-0.009910136585190757
CBWTF,2020-09-03,0.132,0.1499,0.132,0.14,129944,0.14,0.1467538074878187,0.15843771906451226,-0.011683911576693544,-0.009428712133137788
CBWTF,2020-09-02,0.133,0.1437,0.133,0.139548,109485,0.139548,0.1479817724856039,0.15991273658967325,-0.011930964104069323,-0.00886491227224884
CBWTF,2020-09-01,0.1211,0.1324,0.1211,0.13,203024,0.13,0.1495151856648046,0.16154191551684707,-0.012026729852042478,-0.008098399314293712
CBWTF,2020-08-31,0.1277,0.1383,0.1277,0.13125,225105,0.13124999999999998,0.15306340124022366,0.16406526875819485,-0.01100186751797122,-0.00711631667985652
CBWTF,2020-08-28,0.15,0.1585,0.1259,0.1259,1267761,0.12589999999999998,0.15702947419299154,0.16669049025885044,-0.009661016065858896,-0.006144928970327851
CBWTF,2020-08-27,0.161,0.161,0.14800000000000002,0.1549,125135,0.15489999999999998,0.16268937859171725,0.16995372947955847,-0.00726435088784122,-0.00526590719644509
CBWTF,2020-08-26,0.15,0.1567,0.14515,0.1515,70032,0.1515,0.16410562924475675,0.17115802783792314,-0.007052398593166392,-0.004766296273596057
CBWTF,2020-08-25,0.15,0.155,0.14825,0.1516,224514,0.15160000000000004,0.16639756183471252,0.172730670064957,-0.0063331082302444655,-0.004194770693703473
CBWTF,2020-08-24,0.1531,0.1639,0.1531,0.1582,344868,0.15820000000000006,0.16908802762284209,0.17442112367015356,-0.0053330960473114706,-0.0036601863095682245
CBWTF,2020-08-21,0.16,0.16399999999999998,0.16,0.1615,128183,0.1615000000000001,0.17106766900881334,0.17571881356376584,-0.004651144554952469,-0.0032419588751324132
CBWTF,2020-08-20,0.15825,0.17300000000000001,0.15825,0.16399999999999998,277819,0.16400000000000006,0.17280724519223398,0.1768563186488671,-0.004049073456633134,-0.0028896624551773917
CBWTF,2020-08-19,0.16699999999999998,0.1727,0.1626,0.17157,69113,0.17157000000000006,0.17440856249991288,0.17788482414077647,-0.003476261640863593,-0.002599809704813456
CBWTF,2020-08-18,0.16399999999999998,0.1721,0.16399999999999998,0.172,85692,0.17200000000000004,0.1749246647726243,0.1783900100720386,-0.00346534529941428,-0.002380696720800922
CBWTF,2020-08-17,0.174,0.174,0.1635,0.17,103447,0.1700000000000001,0.17545642200401054,0.17890121087780167,-0.003444788873791127,-0.0021095345761475755
CBWTF,2020-08-14,0.1705,0.1765,0.162,0.1661,504525,0.16610000000000005,0.17644849873201246,0.17961330774802578,-0.003164809016013348,-0.0017757210017366875
CBWTF,2020-08-13,0.17165,0.184,0.17165,0.175,212160,0.17500000000000007,0.1783300439560147,0.18069437236786784,-0.002364328411853134,-0.0014284489981675292
