Symbol,Date,Open,High,Low,Close,Volume,PHX SMA,PHX spanTwelveEMA,PHX spanTwntySixEMA,PHX_x,PHX_y
PHX,2020-09-15,1.79,1.8,1.7899,1.8,7729,1.8,1.8550067214375463,1.9739889428970727,-0.1189822214595262,-0.11600315125475408
PHX,2020-09-14,1.82,1.82,1.7993,1.7993,1876,1.7993,1.8650079435171003,1.9879080583288389,-0.12290011481173835,-0.11525838370356098
PHX,2020-09-11,1.77,1.77,1.73,1.73,2873,1.7300000000000002,1.8769548423383915,2.0029967029951457,-0.12604186065675438,-0.11334795092651656
PHX,2020-09-10,1.78,1.81,1.75,1.7866,12954,1.7866000000000004,1.9036739045817352,2.0248364392347566,-0.12116253465302185,-0.11017447349395715
PHX,2020-09-09,1.92,1.92,1.82,1.84,15893,1.8400000000000007,1.9249600690511417,2.0438953543735376,-0.11893528532239594,-0.10742745820419108
PHX,2020-09-08,1.89,1.91,1.82,1.82,27517,1.820000000000001,1.9404073543331677,2.060206982723421,-0.11979962839025338,-0.10455050142463987
PHX,2020-09-08,1.89,1.91,1.82,1.82,27517,1.820000000000001,1.9622996005755613,2.0794235413412947,-0.11712394076573318,-0.10073821968323653
PHX,2020-09-04,1.97,2.0,1.93,1.964,37984,1.9640000000000009,1.9881722552256635,2.1001774246485985,-0.11200516942293492,-0.09664178941261231
PHX,2020-09-03,2.04,2.2,1.8693,1.92,463656,1.9200000000000004,1.9925672107212389,2.1110716186204863,-0.11850440789924765,-0.09280094441003164
PHX,2020-09-02,1.8,1.8201,1.8,1.81,14728,1.8100000000000005,2.0057612490341907,2.126357348110125,-0.12059609907593405,-0.08637507853772769
PHX,2020-09-01,1.89,1.89,1.8,1.8301,15989,1.8301000000000005,2.041354203404044,2.151665935958935,-0.11031173255489124,-0.07781982340317609
PHX,2020-08-31,1.91,1.93,1.87,1.88,10468,1.88,2.079764058568416,2.17739121083565,-0.09762715226723406,-0.0696968461152473
PHX,2020-08-28,1.95,2.08,1.87,1.9,178505,1.9000000000000004,2.116084796489946,2.2011825077025016,-0.08509771121255573,-0.06271426957725061
PHX,2020-08-27,2.22,2.22,2.15,2.15,7515,2.150000000000001,2.1553729413063003,2.2252771083187017,-0.06990416701240187,-0.057118409168424325
PHX,2020-08-26,2.11,2.11,2.0773,2.0773,3713,2.077300000000001,2.156349839725627,2.2312992769841977,-0.07494943725857084,-0.05392196970743005
PHX,2020-08-25,2.02,2.05,2.01,2.05,8114,2.0500000000000016,2.170722537857559,2.2436192191429334,-0.07289668128537441,-0.048665102819644854
PHX,2020-08-24,2.07,2.1,2.05,2.07,19994,2.0700000000000007,2.192672090195297,2.259108756674368,-0.06643666647907097,-0.04260720820321247
PHX,2020-08-21,2.13,2.13,2.07,2.11,5936,2.1100000000000017,2.2149761065944418,2.2742374572083173,-0.0592613506138755,-0.036649843634247836
PHX,2020-08-20,2.12,2.134,2.0725,2.1092,16545,2.1092000000000017,2.234062671429794,2.2873764537849826,-0.05331378235518791,-0.03099696688934092
PHX,2020-08-19,2.15,2.1708,2.15,2.16,6433,2.160000000000001,2.2567649753261207,2.3016305700877813,-0.04486559476166052,-0.025417763022879063
PHX,2020-08-18,2.15,2.19,2.15,2.1701,6495,2.170100000000001,2.2743586072035966,2.312961015694804,-0.03860240849120666,-0.020555805088183696
PHX,2020-08-17,2.2,2.2,2.11,2.15,32218,2.1500000000000017,2.2933147176042508,2.3243898969503882,-0.03107517934613657,-0.01604415423742773
PHX,2020-08-14,2.21,2.29,2.15,2.2081,25159,2.208100000000002,2.3193719389868424,2.3383410887064184,-0.018969149719576084,-0.012286397960250299
PHX,2020-08-13,2.34,2.34,2.26,2.2968,7255,2.296800000000003,2.3396032006208136,2.348760375802932,-0.009157175182118229,-0.010615710020418851
PHX,2020-08-12,2.41,2.41,2.3,2.31,7923,2.310000000000003,2.3473856007336886,2.3529172058671666,-0.005531605133477946,-0.010980343729994005
PHX,2020-08-11,2.43,2.48,2.42,2.45,5333,2.450000000000004,2.3541829826852685,2.35635058233654,-0.0021675996512713347,-0.01234252837912302
PHX,2020-08-10,2.39,2.4,2.36,2.3718,3922,2.371800000000003,2.3367617068098627,2.348858628923463,-0.01209692211360025,-0.014886260561085942
PHX,2020-08-07,2.32,2.32,2.27,2.3,7128,2.300000000000003,2.3303911080480195,2.3470233192373398,-0.016632211189320678,-0.015583595172957364
PHX,2020-08-06,2.37,2.4399,2.3301,2.38,8081,2.3800000000000034,2.3359167640567504,2.3507851847763277,-0.014868420719576838,-0.015321441168866646
PHX,2020-08-05,2.42,2.44,2.4,2.42,11433,2.4200000000000035,2.327901630248886,2.348447999558433,-0.020546369309546897,-0.015434696281188987
PHX,2020-08-04,2.22,2.2899,2.22,2.25,5192,2.250000000000004,2.311156472112321,2.342723839523108,-0.03156736741078703,-0.014156778024099509
PHX,2020-08-03,2.25,2.279,2.2,2.23,45162,2.230000000000004,2.3222758306781968,2.3501417466849563,-0.02786591600675914,-0.009804130677427629
PHX,2020-07-31,2.25,2.25,2.18,2.19,16156,2.1900000000000035,2.3390532544378693,2.3597530864197527,-0.020699831981883854,-0.005288684345094641
PHX,2020-07-30,2.29,2.31,2.28,2.29,16207,2.290000000000004,2.366153846153846,2.373333333333333,-0.007179487179487688,-0.0014358974358974486
PHX,2020-07-29,2.43,2.43,2.37,2.38,4635,2.3800000000000034,2.38,2.38,0.0,0.0
