Symbol,Date,Open,High,Low,Close,Volume,CBWTF SMA,CBWTF spanTwelveEMA,CBWTF spanTwntySixEMA,CBWTF_x,CBWTF_y
CBWTF,2020-09-15,0.11885,0.1244,0.11660999999999999,0.1212,117332,0.1212,0.13087195745118085,0.1432037780303485,-0.012331820579167652,-0.0118411840462602
CBWTF,2020-09-14,0.121,0.132,0.121,0.1285,49881,0.1285,0.13263049516957734,0.14496408027277638,-0.012333585103199013,-0.011718524913033336
CBWTF,2020-09-11,0.1271,0.1271,0.11599999999999999,0.1224,27898,0.1224,0.1333814942913187,0.1462812066945985,-0.012899712403279778,-0.01156475986549191
CBWTF,2020-09-10,0.11755,0.12944,0.11755,0.122,75266,0.122,0.13537812961701304,0.14819170323016634,-0.012813573613153328,-0.011231021731044942
CBWTF,2020-09-09,0.12575,0.13,0.124,0.125,110266,0.125,0.1378105168201063,0.1502870394885797,-0.012476522668473378,-0.010835383760517852
CBWTF,2020-09-08,0.129,0.1369,0.1275,0.1285,188634,0.1285,0.14013970169648926,0.1523100026476661,-0.012170300951176828,-0.01042509903352897
CBWTF,2020-09-08,0.129,0.1369,0.1275,0.1285,188634,0.1285,0.14225601109585095,0.1542148028594794,-0.011958791763628436,-0.009988798554117004
CBWTF,2020-09-04,0.14,0.14,0.1275,0.134,183556,0.134,0.1447571040223693,0.15627198708823775,-0.011514883065868451,-0.009496300251739146
CBWTF,2020-09-03,0.132,0.1499,0.132,0.14,129944,0.14,0.1467129411173455,0.1580537460552968,-0.011340804937951282,-0.00899165454820682
CBWTF,2020-09-02,0.133,0.1437,0.133,0.139548,109485,0.139548,0.1479334758659538,0.15949804573972054,-0.01156456987376675,-0.008404366950770703
CBWTF,2020-09-01,0.1211,0.1324,0.1211,0.13,203024,0.13,0.14945810784158176,0.16109404939889818,-0.011635941557316426,-0.007614316220021691
CBWTF,2020-08-31,0.1277,0.1383,0.1277,0.13125,225105,0.13124999999999998,0.15299594563096028,0.16358157335081006,-0.01058562771984975,-0.006608909885698008
CBWTF,2020-08-28,0.15,0.1585,0.1259,0.1259,1267761,0.12589999999999998,0.1569497539274985,0.16616809921887485,-0.009218345291376356,-0.005614730427160064
CBWTF,2020-08-27,0.161,0.161,0.14800000000000002,0.1549,125135,0.15489999999999998,0.16259516373249822,0.16938954715638482,-0.006794383423886607,-0.004713826711105991
CBWTF,2020-08-26,0.15,0.1567,0.14515,0.1515,70032,0.1515,0.16399428441113426,0.1705487109288956,-0.006554426517761336,-0.004193687532910837
CBWTF,2020-08-25,0.15,0.155,0.14825,0.1516,224514,0.15160000000000004,0.16626597248588593,0.17207260780320724,-0.005806635317321313,-0.0036035027866982115
CBWTF,2020-08-24,0.1531,0.1639,0.1531,0.1582,344868,0.15820000000000006,0.16893251293786518,0.17371041642746382,-0.004777903489598639,-0.003052719654042436
CBWTF,2020-08-21,0.16,0.16399999999999998,0.16,0.1615,128183,0.1615000000000001,0.17088387892656795,0.17495124974166093,-0.00406737081509298,-0.002621423695153385
CBWTF,2020-08-20,0.15825,0.17300000000000001,0.15825,0.16399999999999998,277819,0.16400000000000006,0.1725900387313985,0.17602734972099382,-0.003437310989595321,-0.002259936915168486
CBWTF,2020-08-19,0.16699999999999998,0.1727,0.1626,0.17157,69113,0.17157000000000006,0.17415186395528914,0.17698953769867332,-0.002837673743384173,-0.0019655933965617768
CBWTF,2020-08-18,0.16399999999999998,0.1721,0.16399999999999998,0.172,85692,0.17200000000000004,0.17462129376534172,0.17742310071456718,-0.002801806949225466,-0.0017475733098561777
CBWTF,2020-08-17,0.174,0.174,0.1635,0.17,103447,0.1700000000000001,0.1750978926317675,0.17785694877173255,-0.002759056139965049,-0.0014840149000138552
CBWTF,2020-08-14,0.1705,0.1765,0.162,0.1661,504525,0.16610000000000005,0.17602478220117976,0.17848550467347116,-0.002460722472291399,-0.0011652545900260566
