Symbol,Date,Open,High,Low,Close,Volume,LIVX SMA,LIVX spanTwelveEMA,LIVX spanTwntySixEMA,LIVX_x,LIVX_y
LIVX,2020-09-15,2.68,2.7203,2.6297,2.64,58735,2.64,2.5944809574116507,2.7013365158749805,-0.10685555846333017,-0.1253052170339402
LIVX,2020-09-14,2.6,2.63,2.47,2.63,101144,2.6299999999999994,2.5862047678501323,2.7062434371449795,-0.1200386692948472,-0.12991763167659282
LIVX,2020-09-11,2.56,2.61,2.54,2.56,28090,2.56,2.5782419983683385,2.7123429121165783,-0.1341009137482394,-0.1323873722720292
LIVX,2020-09-10,2.59,2.635,2.5647,2.5989999999999998,44032,2.5989999999999998,2.5815587253444,2.724530345085904,-0.14297161974150407,-0.13195898690297653
LIVX,2020-09-09,2.5,2.5698,2.46,2.515,65127,2.5149999999999992,2.5783875844979267,2.7345727726927764,-0.15618518819484928,-0.12920582869334465
LIVX,2020-09-08,2.38,2.43,2.24,2.4095,108904,2.409499999999999,2.5899125998611865,2.7521385945081986,-0.1622259946470117,-0.12246098881796838
LIVX,2020-09-08,2.38,2.43,2.24,2.4095,108904,2.409499999999999,2.622714890745039,2.779549682068854,-0.15683479132381528,-0.11251973736070743
LIVX,2020-09-04,2.4,2.4,2.261,2.27,76108,2.269999999999999,2.6614812345168644,2.8091536566343622,-0.14767242211749787,-0.10144097386993045
LIVX,2020-09-03,2.55,2.56,2.41,2.4775,111926,2.4774999999999987,2.7326596407926584,2.852285949165112,-0.11962630837245357,-0.08988311180803858
LIVX,2020-09-02,2.72,2.72,2.56,2.575,78107,2.5749999999999984,2.779052302754959,2.8822688250983197,-0.1032165223433612,-0.08244731266693484
LIVX,2020-09-01,2.73,2.77,2.6691,2.68,102263,2.6799999999999997,2.816152721437679,2.906850331106186,-0.09069760966850683,-0.07725501024782834
LIVX,2020-08-31,2.78,2.83,2.76,2.79,30128,2.7899999999999987,2.8409077616990754,2.9249983575946814,-0.08409059589560552,-0.07389436039265872
LIVX,2020-08-28,2.72,2.79,2.65,2.73,83381,2.729999999999998,2.8501637183716344,2.935798226202256,-0.08563450783062132,-0.07134530151692191
LIVX,2020-08-27,2.83,2.8336,2.7,2.755,62009,2.7549999999999986,2.8720116671664773,2.952262084298436,-0.08025041713195867,-0.06777299993849693
LIVX,2020-08-26,2.94,2.99,2.84,2.87,152495,2.8699999999999983,2.8932865157422003,2.968043051042311,-0.07475653530011073,-0.06465364564013149
LIVX,2020-08-25,2.78,2.8,2.7,2.76,100876,2.759999999999998,2.897520427695328,2.975886495125696,-0.07836606743036834,-0.06212792322513666
LIVX,2020-08-24,2.85,2.89,2.82,2.835,114630,2.834999999999998,2.922524141821752,2.993157414735752,-0.07063327291400068,-0.058068387173828846
LIVX,2020-08-21,2.83,2.95,2.8201,2.915,129406,2.9149999999999983,2.9384376221529784,3.0058100079146115,-0.06737238576163307,-0.054927165738786
LIVX,2020-08-20,2.85,2.93,2.78,2.9078,175940,2.907799999999998,2.9426990079989745,3.0130748085477803,-0.07037580054880578,-0.051815860733074225
LIVX,2020-08-19,2.93,2.99,2.83,2.89,102082,2.889999999999999,2.9490442821806067,3.0214967932316026,-0.07245251105099637,-0.047175875779141334
LIVX,2020-08-18,2.92,3.0,2.89,2.91,106640,2.909999999999999,2.959779606213444,3.0320165366901306,-0.072236930476687,-0.04085671696117768
LIVX,2020-08-17,2.83,2.85,2.78,2.845,93835,2.844999999999999,2.9688304437067967,3.0417778596253413,-0.0729474159185437,-0.033011663582300455
LIVX,2020-08-14,2.71,2.77,2.71,2.74,150721,2.739999999999999,2.991345069835305,3.0575200883953686,-0.06617501856006269,-0.023027725498239417
LIVX,2020-08-13,2.78,2.8,2.6344,2.73,160656,2.729999999999998,3.0370441734417244,3.0829216954669976,-0.045877522025273176,-0.012240902232783376
LIVX,2020-08-12,2.93,2.95,2.86,2.915,90217,2.9149999999999987,3.0928703867947656,3.1111554311043568,-0.018285044309591655,-0.0038317472846609263
LIVX,2020-08-11,3.15,3.17,3.115,3.1517,39043,3.1516999999999986,3.1252104571210864,3.1268478655927057,-0.001637408471619306,-0.00021842302842835367
LIVX,2020-08-10,3.03,3.1,3.02,3.08,77474,3.0799999999999987,3.1203941765976477,3.1248596948401217,-0.004465518242474875,0.00013632333236938445
LIVX,2020-08-07,3.04,3.08,2.9592,3.07,150734,3.0699999999999985,3.1277385723426736,3.128448470427332,-0.0007098980846578229,0.0012867837260802273
LIVX,2020-08-06,3.13,3.13,2.8,3.0367,281023,3.0366999999999984,3.1382364945867964,3.1331243480615187,0.0051121465252776934,0.0017859541787648505
LIVX,2020-08-05,3.22,3.3,3.1595,3.23,126284,3.229999999999998,3.15669767542076,3.1408382959064403,0.015859379514319368,0.0009544060921366396
LIVX,2020-08-04,3.3,3.44,3.25,3.36,143863,3.359999999999998,3.143369980042716,3.1337053595789555,0.009664620463760263,-0.002771837263409155
LIVX,2020-08-03,3.07,3.09,2.95,3.08,100867,3.0799999999999983,3.103982703686846,3.115601788345272,-0.011619084658426091,-0.005880951695201621
LIVX,2020-07-31,3.16,3.205,3.14,3.15,58296,3.1499999999999977,3.1083431952662717,3.1184499314128935,-0.010106736146621829,-0.004446418454395503
LIVX,2020-07-30,3.1,3.13,2.7,2.94,237748,2.939999999999998,3.1007692307692305,3.115925925925925,-0.015156695156695044,-0.0030313390313389203
LIVX,2020-07-29,3.25,3.28,3.1,3.13,103589,3.1299999999999986,3.13,3.13,0.0,0.0
