Symbol,Date,Open,High,Low,Close,Volume,OPK SMA,OPK spanTwelveEMA,OPK spanTwntySixEMA,OPK_x,OPK_y
OPK,2021-04-07,4.38,4.38,4.315,4.315,79779,4.315,4.439106853959495,4.481742907264612,-0.0426360533051175,-0.02348651005435753
OPK,2021-04-06,4.5,4.51,4.5,4.5,16151,4.5,4.461671736497585,4.495082339845782,-0.0334106033481971,-0.018699124241667524
OPK,2021-04-05,4.46,4.46,4.42,4.435,73858,4.435,4.454702961315327,4.494688927033445,-0.0399859657181176,-0.015021254465035123
OPK,2021-04-05,4.46,4.46,4.42,4.435,73858,4.435,4.458285317918113,4.49946404119612,-0.0411787232780067,-0.008780076651764493
OPK,2021-04-01,4.36,4.3792,4.33,4.34,27990,4.34,4.462519012085043,4.50462116449181,-0.042102152406767,-0.0006804149952039243
OPK,2021-03-31,4.22,4.24,4.22,4.23,45541,4.23,4.484795196100505,4.517790857651154,-0.0329956615506494,0.009675019357686861
OPK,2021-03-30,4.26,4.26,4.21,4.2315,49929,4.2315,4.531121595391506,4.540814126263246,-0.0096925308717406,0.020342689584770944
OPK,2021-03-29,4.46,4.46,4.44,4.45,28647,4.45,4.585598249099053,4.565559256364306,0.0200389927347464,0.02785149469889883
OPK,2021-03-26,4.657,4.68,4.62,4.625,77600,4.625,4.610252476207971,4.574803996873451,0.0354484793345202,0.029804620189936935
OPK,2021-03-25,4.28,4.29,4.25,4.29,92758,4.29,4.607571108245784,4.570788316623327,0.036782791622457,0.028393655403791112
OPK,2021-03-24,4.74,4.74,4.7201,4.73,17089,4.73,4.665311309745018,4.593251381953193,0.072059927791825,0.026296371349124638
OPK,2021-03-23,4.92,4.92,4.87,4.885,37974,4.885,4.653549729698658,4.582311492509448,0.0712382371892097,0.014855482238449541
OPK,2021-03-22,4.9,4.95,4.9,4.9499,63700,4.9499,4.611467862371141,4.558096411910204,0.0533714504609372,0.0007597935007594894
OPK,2021-03-19,4.64,4.6701,4.64,4.65,1380605,4.65,4.5499347464386215,4.52675212486302,0.0231826215756019,-0.012393120739284957
OPK,2021-03-18,4.84,4.85,4.76,4.77,73048,4.77,4.531741063972916,4.516892294852061,0.0148487691208547,-0.021287056318006675
OPK,2021-03-17,4.59,4.62,4.57,4.5701,44450,4.5701,4.488421257422537,4.496643678440226,-0.0082224210176891,-0.030321012677722033
OPK,2021-03-16,4.7,4.72,4.7,4.71,37152,4.71,4.473570576953908,4.490767172715445,-0.0171965957615363,-0.03584566059273026
OPK,2021-03-15,4.53,4.55,4.455,4.52,214924,4.52,4.430583409127346,4.473228546532679,-0.0426451374053336,-0.040507926800528754
OPK,2021-03-12,4.4,4.41,4.31,4.32,92235,4.32,4.4143258471505,4.469486830255294,-0.0551609831047938,-0.039973624149327536
OPK,2021-03-11,4.4,4.4,4.3484,4.3484,70227,4.3484,4.431476001177863,4.4814457766757165,-0.0499697754978534,-0.036176784410460947
OPK,2021-03-10,4.54,4.57,4.527,4.54,87675,4.54,4.446580728664747,4.492089438809774,-0.0455087101450271,-0.03272853663861283
OPK,2021-03-09,4.47,4.47,4.45,4.45,56218,4.45,4.429595406603792,4.4882565939145564,-0.058661187310764,-0.029533493262009262
OPK,2021-03-08,4.23,4.24,4.2,4.2084,71109,4.2084,4.425885480531755,4.491317121427721,-0.0654316408959658,-0.02225156974982056
OPK,2021-03-05,4.18,4.19,4.15,4.15,82052,4.15,4.465428295173893,4.513950491141938,-0.0485221959680455,-0.011456551963284227
OPK,2021-03-04,4.3,4.3,4.23,4.25,168133,4.25,4.522778894296419,4.5430665304332924,-0.0202876361368735,-0.002190140962093902
OPK,2021-03-03,4.58,4.58,4.552,4.5716,37485,4.5716,4.572375056895767,4.566511852867956,0.0058632040278112,0.002334232831601014
OPK,2021-03-02,4.68,4.69,4.62,4.6301,62575,4.6301,4.572515976331361,4.566104801097393,0.0064111752339677,0.0014519900325484516
OPK,2021-03-01,4.57,4.58,4.56,4.5733,67651,4.5733,4.562046153846153,4.560985185185185,0.0010609686609681,0.00021219373219363293
OPK,2021-02-26,4.61,4.6334,4.55,4.56,99450,4.56,4.56,4.56,0.0,0.0
