Symbol,Date,Open,High,Low,Close,Volume,CIG SMA,CIG spanTwelveEMA,CIG spanTwntySixEMA,CIG_x,CIG_y
CIG,2021-04-07,2.24,2.24,2.23,2.23,105621,2.23,2.1998971235781517,2.179729771584762,0.0201673519933893,0.013325933954591711
CIG,2021-04-06,2.18,2.18,2.18,2.18,20088,2.18,2.194423873319633,2.1757081533115428,0.0187157200080902,0.011615579444892185
CIG,2021-04-05,2.22,2.24,2.22,2.225,81432,2.225,2.1970463957413844,2.175364805576466,0.0216815901649183,0.009840544304092655
CIG,2021-04-05,2.22,2.24,2.22,2.225,81432,2.225,2.1919639222398177,2.171393990022583,0.0205699322172345,0.006880282838886236
CIG,2021-04-01,2.29,2.29,2.285,2.2853,32577,2.2853,2.185957362647057,2.1671055092243896,0.0188518534226678,0.0034578704942991503
CIG,2021-03-31,2.22,2.23,2.215,2.22,60142,2.22,2.1678950649465225,2.157649949962341,0.0102451149841815,-0.00039062523779290637
CIG,2021-03-30,2.19,2.19,2.1701,2.175,37341,2.175,2.158421440391345,2.152661945959328,0.0057594944320169,-0.003049560293286525
CIG,2021-03-29,2.19,2.21,2.19,2.21,126245,2.21,2.1554071568261346,2.150874901636074,0.0045322551900603,-0.005251823974612394
CIG,2021-03-26,2.14,2.15,2.13,2.145,98311,2.145,2.1454811853399773,2.14614489376696,-0.0006637084269827,-0.007697843765780592
CIG,2021-03-25,2.08,2.1,2.08,2.1,34257,2.1,2.1455686735836097,2.1462364852683167,-0.0006678116847069,-0.009456377600480062
CIG,2021-03-24,2.18,2.18,2.17,2.17,21187,2.17,2.153853886962448,2.149935404089782,0.0039184828726659,-0.011653519079423334
CIG,2021-03-23,2.2,2.2,2.19,2.19,25894,2.19,2.1509182300465293,2.1483302364169643,0.0025879936295649,-0.015546519567445762
CIG,2021-03-22,2.22,2.235,2.22,2.235,26711,2.235,2.1438124536913525,2.144996655330321,-0.0011842016389689,-0.020080147866698445
CIG,2021-03-19,2.2,2.219,2.2,2.219,43361,2.219,2.127232899817053,2.137796387756747,-0.0105634879396938,-0.024804134423630934
CIG,2021-03-18,2.14,2.145,2.14,2.14,15802,2.14,2.1105479725110627,2.1313000987772868,-0.020752126266224,-0.028364296044615205
CIG,2021-03-17,2.08,2.08,2.07,2.07,24307,2.07,2.1051930584221648,2.1306041066794696,-0.0254110482573048,-0.030267338489212994
CIG,2021-03-16,2.16,2.16,2.16,2.16,51967,2.16,2.111591796317104,2.1354524352138275,-0.0238606388967235,-0.03148141104719002
CIG,2021-03-15,2.14,2.14,2.13,2.135,36354,2.135,2.102790304738396,2.133488630030933,-0.0306983252925379,-0.03338660408480664
CIG,2021-03-12,2.13,2.13,2.13,2.13,32983,2.13,2.096933996509013,2.1333677204334083,-0.0364337239243952,-0.03405867378287404
CIG,2021-03-11,2.13,2.13,2.12,2.1211,143717,2.1211,2.090921995874288,2.133637138068081,-0.042715142193793,-0.03346491124749374
CIG,2021-03-10,2.02,2.02,2.0,2.01,105139,2.01,2.08543508603325,2.134640109113528,-0.0492050230802778,-0.03115235351091892
CIG,2021-03-09,1.99,1.99,1.9695,1.97,145851,1.97,2.099150556221113,2.14461131784261,-0.0454607616214963,-0.026639186118579072
CIG,2021-03-08,2.05,2.06,2.04,2.055,62194,2.055,2.122632475534043,2.158580223270018,-0.0359477477359755,-0.021933792242849633
CIG,2021-03-05,2.11,2.11,2.095,2.095,37066,2.095,2.1349292892675056,2.1668666411316204,-0.0319373518641148,-0.018430303369568267
CIG,2021-03-04,2.13,2.132,2.12,2.13,102279,2.13,2.1421891600434155,2.17261597242215,-0.0304268123787343,-0.015053541245931626
CIG,2021-03-03,2.05,2.05,2.03,2.04,55963,2.04,2.1444053709604005,2.1760252502159223,-0.0316198792555217,-0.011210223462730946
CIG,2021-03-02,2.0,2.0001,1.991,2.0001,102043,2.0001,2.163388165680473,2.186907270233196,-0.0235191045527227,-0.006107809514533233
CIG,2021-03-01,2.11,2.11,2.1,2.1,61694,2.1,2.193076923076923,2.201851851851852,-0.0087749287749288,-0.0017549857549858496
CIG,2021-02-26,2.2,2.21,2.195,2.21,57572,2.21,2.21,2.21,0.0,0.0
