Symbol,Date,Open,High,Low,Close,Volume,SNCR SMA,SNCR spanTwelveEMA,SNCR spanTwntySixEMA,SNCR_x,SNCR_y
SNCR,2021-04-07,3.63,3.63,3.63,3.63,4811,3.63,3.8432452919775577,4.032101361020969,-0.1888560690434109,-0.16433812276772877
SNCR,2021-04-06,3.63,3.63,3.63,3.63,2620,3.63,3.882017163246205,4.064269469902646,-0.1822523066564412,-0.15820863619880823
SNCR,2021-04-05,3.89,3.89,3.875,3.875,5502,3.875,3.927838465654606,4.099011027494858,-0.1711725618402519,-0.15219771858439998
SNCR,2021-04-05,3.89,3.89,3.875,3.875,5502,3.875,3.9374454594099886,4.116931909694446,-0.1794864502844575,-0.14745400777043696
SNCR,2021-04-01,3.64,3.64,3.64,3.64,3321,3.64,3.9487991793027137,4.136286462470002,-0.1874872831672882,-0.1394458971419318
SNCR,2021-03-31,3.67,3.74,3.67,3.74,2385,3.74,4.00494448463048,4.175989379467602,-0.1710448948371219,-0.1274355506355927
SNCR,2021-03-30,3.74,3.78,3.74,3.78,4841,3.78,4.053116209108749,4.21086852982501,-0.157752320716261,-0.11653321458521039
SNCR,2021-03-29,3.89,3.89,3.89,3.89,2114,3.89,4.102773701673977,4.245338012211011,-0.1425643105370344,-0.10622843805244774
SNCR,2021-03-26,3.93,3.99,3.93,3.99,1764,3.99,4.141459829251064,4.273765053187892,-0.1323052239368278,-0.09714446993130105
SNCR,2021-03-25,3.77,3.77,3.74,3.74,7667,3.74,4.168997980023984,4.296466257442923,-0.1274682774189388,-0.08835428142991911
SNCR,2021-03-24,4.02,4.02,4.02,4.02,2113,4.02,4.246997612755617,4.3409835580383564,-0.0939859452827391,-0.07857578243266417
SNCR,2021-03-23,4.08,4.08,4.08,4.08,2473,4.08,4.288269905983912,4.366662242681424,-0.0783923366975125,-0.07472324172014541
SNCR,2021-03-22,4.24,4.26,4.24,4.25,5034,4.25,4.326137161617351,4.389595222095938,-0.0634580604785872,-0.07380596797580363
SNCR,2021-03-19,4.24,4.28,4.24,4.28,136029,4.28,4.339980281911415,4.400762839863613,-0.0607825579521978,-0.07639294485010772
SNCR,2021-03-18,4.37,4.37,4.36,4.36,4187,4.36,4.35088578771349,4.410423867052701,-0.0595380793392115,-0.08029554157458518
SNCR,2021-03-17,4.22,4.22,4.22,4.22,17526,4.22,4.349228658206852,4.414457776416917,-0.0652291182100652,-0.08548490713342859
SNCR,2021-03-16,4.66,4.66,4.66,4.66,2680,4.66,4.3727247778808245,4.430014398530271,-0.0572896206494464,-0.09054885436426942
SNCR,2021-03-15,4.58,4.58,4.58,4.58,5077,4.58,4.320492919313701,4.411615550412693,-0.0911226310989912,-0.09886366279297516
SNCR,2021-03-12,4.53,4.53,4.53,4.53,4913,4.53,4.273309813734374,4.398144794445708,-0.1248349807113333,-0.10079892071647115
SNCR,2021-03-11,4.13,4.15,4.13,4.131,7780,4.131,4.226638870776988,4.387596378001365,-0.1609575072243769,-0.09478990571775558
SNCR,2021-03-10,4.04,4.045,4.0,4.045,8719,4.045,4.244027756372804,4.408124088241474,-0.1640963318686692,-0.07824800534110023
SNCR,2021-03-09,3.65,3.65,3.3,3.49,60816,3.49,4.280214621167859,4.437174015300792,-0.1569593941329321,-0.05678592370920797
SNCR,2021-03-08,4.01,4.1,4.01,4.1,5338,4.1,4.423890006834743,4.512947936524855,-0.0890579296901119,-0.031742556103276705
SNCR,2021-03-05,4.5419,4.5419,3.98,3.98,5190,3.98,4.482779098986515,4.545983771446843,-0.0632046724603281,-0.017413712706567892
SNCR,2021-03-04,4.34,4.445,4.34,4.445,10136,4.445,4.574193480620426,4.59126247316259,-0.017068992542164,-0.00596597276812783
SNCR,2021-03-03,4.61,4.61,4.61,4.61,1564,4.61,4.597683204369595,4.602963471015598,-0.005280266646003,-0.0031902178246187634
SNCR,2021-03-02,4.6,4.6,4.6,4.6,984,4.6,4.595443786982249,4.602400548696846,-0.0069567617145969,-0.002667705619272703
SNCR,2021-03-01,4.5,4.52,4.5,4.51,2732,4.51,4.594615384615385,4.602592592592593,-0.0079772079772082,-0.001595441595441649
SNCR,2021-02-26,4.61,4.61,4.61,4.61,2236,4.61,4.61,4.61,0.0,0.0
