Symbol,Date,Open,High,Low,Close,Volume,AXU SMA,AXU spanTwelveEMA,AXU spanTwntySixEMA,AXU_x,AXU_y
AXU,2021-08-04,2.15,2.18,2.15,2.1782,14231,2.1782,2.1885408741239574,2.2620629768310714,-0.073522102707114,-0.09672226110720251
AXU,2021-08-03,2.21,2.21,2.16,2.19,5864,2.19,2.190421033055586,2.2687720149775568,-0.0783509819219707,-0.10252230070722464
AXU,2021-08-02,2.22,2.23,2.22,2.2226,5539,2.2226,2.190497584520238,2.2750737761757613,-0.0845761916555232,-0.1085651304035381
AXU,2021-07-30,2.25,2.26,2.25,2.25,14889,2.25,2.184660781705736,2.279271678269822,-0.0946108965640863,-0.11456236509054181
AXU,2021-07-29,2.31,2.31,2.23,2.26,121021,2.26,2.1727809238340514,2.281613412531408,-0.1088324886973564,-0.11955023222215577
AXU,2021-07-28,2.07,2.07,2.0643,2.0643,6764,2.0643,2.156922909985697,2.2833424855339204,-0.1264195755482231,-0.1222296681033556
AXU,2021-07-27,2.15,2.15,2.13,2.13,3275,2.13,2.173763439074006,2.300865884376634,-0.1271024453026279,-0.1211821912421386
AXU,2021-07-26,2.05,2.1,2.05,2.08,11573,2.08,2.1817204279965527,2.314535155126765,-0.1328147271302122,-0.11970212772701626
AXU,2021-07-23,2.08,2.09,2.08,2.09,14298,2.09,2.2002150512686534,2.333297967536906,-0.1330829162682527,-0.11642397787621725
AXU,2021-07-22,2.18,2.18,2.18,2.18,4821,2.18,2.2202541514993173,2.352761804939859,-0.1325076534405416,-0.11225924327820838
AXU,2021-07-21,2.03,2.07,2.03,2.07,17615,2.07,2.2275730881355567,2.3665827493350475,-0.1390096611994908,-0.10719714073762508
AXU,2021-07-20,2.0,2.03,2.0,2.03,18529,2.03,2.25622274052384,2.390309369281852,-0.1340866287580118,-0.09924401062215864
AXU,2021-07-19,2.05,2.06,2.0,2.06,58591,2.06,2.2973541478918107,2.4191341188244,-0.121779970932589,-0.09053335608819534
AXU,2021-07-16,2.21,2.22,2.21,2.22,2969,2.22,2.3405094475085035,2.447864848330352,-0.1073554008218482,-0.08272170237709679
AXU,2021-07-15,2.27,2.27,2.26,2.27,10165,2.27,2.362420256146413,2.46609403619678,-0.1036737800503666,-0.07656327776590893
AXU,2021-07-14,2.29,2.29,2.28,2.28,9022,2.28,2.3792239390821246,2.4817815590925223,-0.1025576200103977,-0.06978565219479449
AXU,2021-07-13,2.2,2.2,2.19,2.19,11001,2.19,2.397264655278874,2.497924083819924,-0.1006594285410495,-0.061592660240893694
AXU,2021-07-12,2.26,2.27,2.15,2.21,115903,2.21,2.4349491380568518,2.522558010525517,-0.0876088724686661,-0.05182596816585461
AXU,2021-07-09,2.26,2.26,2.26,2.26,29395,2.26,2.475848981339916,2.5475626513675587,-0.071713670027643,-0.042880242090151954
AXU,2021-07-08,2.36,2.36,2.36,2.36,5579,2.36,2.515094250674446,2.570567663476964,-0.0554734128025176,-0.03567188510577928
AXU,2021-07-07,2.43,2.455,2.43,2.455,7603,2.455,2.543293205342528,2.5874130765551207,-0.0441198712125929,-0.030721503181594587
AXU,2021-07-06,2.53,2.53,2.51,2.53,13798,2.53,2.5593465154048056,2.5980061226795303,-0.0386596072747247,-0.0273719111738451
AXU,2021-07-06,2.53,2.53,2.51,2.53,13798,2.53,2.564682245478407,2.603446612493893,-0.038764367015486,-0.02454998714862519
AXU,2021-07-02,2.59,2.59,2.5,2.5,30661,2.5,2.5709881082926627,2.6093223414934044,-0.0383342332007416,-0.02099639218190998
AXU,2021-07-01,2.51,2.55,2.51,2.55,16009,2.55,2.583895037073147,2.618068128812877,-0.03417309173973,-0.01666193192720205
AXU,2021-06-30,2.48,2.5,2.48,2.48,16729,2.48,2.5900577710864465,2.6235135791179074,-0.0334558080314608,-0.012284141974070049
AXU,2021-06-29,2.45,2.47,2.45,2.45,15589,2.45,2.6100682749203457,2.63499466544734,-0.0249263905269945,-0.006991225459722344
AXU,2021-06-28,2.55,2.56,2.55,2.55,8759,2.55,2.639171597633136,2.6497942386831275,-0.0106226410499914,-0.0025074341929042987
AXU,2021-06-25,2.68,2.68,2.62,2.63,12081,2.63,2.6553846153846155,2.657777777777778,-0.0023931623931625,-0.00047863247863251247
AXU,2021-06-24,2.66,2.68,2.66,2.66,9027,2.66,2.66,2.66,0.0,0.0
