Symbol,Date,Open,High,Low,Close,Volume,NGD SMA,NGD spanTwelveEMA,NGD spanTwntySixEMA,NGD_x,NGD_y
NGD,2021-08-04,1.7,1.71,1.6937,1.7068,42043,1.7068,1.6441538185094533,1.6818378412681525,-0.0376840227586992,-0.050618475828546124
NGD,2021-08-03,1.63,1.64,1.62,1.625,54647,1.625,1.6327636036929902,1.679840868569605,-0.0470772648766144,-0.053852089096007846
NGD,2021-08-02,1.66,1.66,1.66,1.66,60029,1.66,1.6341751680008068,1.684228138055173,-0.0500529700543661,-0.055545795150856135
NGD,2021-07-30,1.65,1.65,1.64,1.65,46646,1.65,1.6294797440009534,1.6861663890995868,-0.0566866450986334,-0.056919001424978626
NGD,2021-07-29,1.64,1.6499,1.64,1.6499,109975,1.6499,1.6257487883647632,1.6890597002275538,-0.0633109118627905,-0.05697709050656492
NGD,2021-07-28,1.54,1.54,1.523,1.523,18672,1.523,1.6213576589765382,1.692192476245758,-0.0708348172692199,-0.055393635167508504
NGD,2021-07-27,1.57,1.58,1.56,1.57,55797,1.57,1.639240869699545,1.705727874345419,-0.0664870046458738,-0.05153333964208064
NGD,2021-07-26,1.54,1.55,1.54,1.54,24790,1.54,1.651830118735826,1.7165861042930524,-0.0647559855572263,-0.04779492339113234
NGD,2021-07-23,1.58,1.59,1.58,1.59,20032,1.59,1.6721628675968851,1.7307129926364966,-0.0585501250396114,-0.04355465784960882
NGD,2021-07-22,1.67,1.68,1.65,1.655,50586,1.655,1.6871015707963188,1.7419700320474163,-0.0548684612510974,-0.03980579105210816
NGD,2021-07-21,1.56,1.58,1.56,1.5722,60115,1.5722,1.692938220032013,1.7489276346112097,-0.0559894145791965,-0.036040123502360834
NGD,2021-07-20,1.63,1.63,1.6113,1.6113,43120,1.6113,1.7148906236741972,1.7630658453801065,-0.0481752217059092,-0.031052800733151892
NGD,2021-07-19,1.59,1.61,1.58,1.59,183665,1.59,1.7337252825240512,1.775207113010515,-0.0414818304864637,-0.02677219548996255
NGD,2021-07-16,1.7,1.72,1.7,1.71,77523,1.71,1.7598571520738786,1.7900236820513562,-0.0301665299774775,-0.023094786740837255
NGD,2021-07-15,1.75,1.7582,1.74,1.75,28581,1.75,1.7689220888145836,1.7964255766154646,-0.027503487800881,-0.02132685093167717
NGD,2021-07-14,1.78,1.78,1.76,1.775,153284,1.775,1.772362468599053,1.800139622744702,-0.0277771541456488,-0.01978269171437619
NGD,2021-07-13,1.71,1.71,1.7,1.7,18361,1.7,1.7718829174352446,1.802150792564278,-0.0302678751290335,-0.017784076106558026
NGD,2021-07-12,1.74,1.74,1.73,1.73,57770,1.73,1.7849525387871077,1.81032285596942,-0.0253703171823127,-0.01466312635093921
NGD,2021-07-09,1.7,1.7101,1.7,1.7101,29631,1.7101,1.7949439094756725,1.8167486844469736,-0.0218047749713012,-0.011986328643095935
NGD,2021-07-08,1.76,1.77,1.7411,1.75,44060,1.75,1.8103700748348857,1.825280579202732,-0.0149105043678461,-0.00953171706104465
NGD,2021-07-07,1.8,1.8,1.79,1.794,24270,1.794,1.821346452077592,1.8313030255389504,-0.0099565734613582,-0.008187020234344224
NGD,2021-07-06,1.83,1.8382,1.825,1.838,91946,1.838,1.826318534273518,1.8342872675820665,-0.0079687333085485,-0.007744631927590661
NGD,2021-07-06,1.83,1.8382,1.825,1.838,91946,1.838,1.8241946314141575,1.833990248988632,-0.0097956175744742,-0.007688606582351194
NGD,2021-07-02,1.8,1.82,1.8,1.8099,60487,1.8099,1.82168456439855,1.8336694689077224,-0.0119849045091724,-0.007161853834320379
NGD,2021-07-01,1.85,1.85,1.835,1.84,23010,1.84,1.8238272124710135,1.83557102642034,-0.0117438139493262,-0.005956091165607363
NGD,2021-06-30,1.77,1.78,1.7514,1.7608,32953,1.7608,1.8208867056475613,1.835216708533967,-0.0143300028864055,-0.004509160469677593
NGD,2021-06-29,1.77,1.77,1.74,1.75,46097,1.75,1.8318115612198451,1.8411700452166844,-0.009358483996839,-0.0020539498654955574
NGD,2021-06-28,1.81,1.82,1.8,1.82,17920,1.82,1.8466863905325444,1.8484636488340191,-0.0017772583014747,-0.00022781633265963385
NGD,2021-06-25,1.87,1.88,1.86,1.86,24933,1.86,1.8515384615384616,1.8507407407407408,0.0007977207977207,0.00015954415954415603
NGD,2021-06-24,1.86,1.88,1.85,1.85,31400,1.85,1.85,1.85,0.0,0.0
