Symbol,Date,Open,High,Low,Close,Volume,ENDP SMA,ENDP spanTwelveEMA,ENDP spanTwntySixEMA,ENDP_x,ENDP_y
ENDP,2021-08-04,4.66,4.69,4.6,4.6429,62397,4.6429,4.709247436238256,4.557404717867376,0.1518427183708794,0.06853975586975888
ENDP,2021-08-03,4.98,4.98,4.89,4.9,71943,4.9,4.721310606463393,4.550565095296767,0.1707455111666265,0.04771401524447873
ENDP,2021-08-02,5.11,5.15,5.07,5.07,38242,5.07,4.688821625820373,4.522610302920508,0.1662113228998656,0.016956141263941776
ENDP,2021-07-30,4.99,4.99,4.94,4.94,50355,4.94,4.619516466878623,4.478819127154148,0.1406973397244746,-0.020357654145039185
ENDP,2021-07-29,5.24,5.25,5.205,5.22,44511,5.22,4.561246733583827,4.44192465732648,0.1193220762573474,-0.060621402612417635
ENDP,2021-07-28,4.92,4.94,4.885,4.93,32556,4.93,4.441473412417251,4.379678629912598,0.0617947825046529,-0.1056072723298589
ENDP,2021-07-27,5.0,5.03,4.99,5.0199,54907,5.0199,4.3526503964931145,4.335652920305606,0.0169974761875089,-0.14745778603848686
ENDP,2021-07-26,4.95,4.95,4.9074,4.94,51342,4.94,4.23133228676459,4.280913153930054,-0.0495808671654636,-0.1885716015949858
ENDP,2021-07-23,4.86,4.88,4.7,4.7221,117625,4.7221,4.102483611630879,4.228186206244458,-0.1257025946135792,-0.2233192852023663
ENDP,2021-07-22,4.59,4.6,4.42,4.4843,393773,4.4843,3.989826086472856,4.188673102744015,-0.1988470162711584,-0.24772345784956304
ENDP,2021-07-21,4.26,4.46,4.26,4.419,326708,4.419,3.89992173855883,4.165022950963536,-0.2651012124047058,-0.25994256824416406
ENDP,2021-07-20,3.5,3.55,3.45,3.55,88508,3.55,3.8055438728422537,4.144704787040618,-0.3391609141983647,-0.25865290720402856
ENDP,2021-07-19,3.48,3.48,3.4,3.4233,88735,3.4233,3.852006395177209,4.192281170003868,-0.3402747748266592,-0.2385259054554445
ENDP,2021-07-16,3.37,3.4,3.36,3.39,111108,3.39,3.929953012482157,4.253799663604178,-0.3238466511220212,-0.2130886881126408
ENDP,2021-07-15,3.58,3.6,3.58,3.6,21104,3.6,4.028126287478912,4.322903636692511,-0.2947773492135992,-0.1853991973602958
ENDP,2021-07-14,3.62,3.65,3.61,3.61,30896,3.61,4.1059674306568965,4.380735927627912,-0.2747684969710153,-0.15805465939696994
ENDP,2021-07-13,3.67,3.71,3.63,3.71,45156,3.71,4.196143327139969,4.4423948018381445,-0.2462514746981758,-0.12887620000345856
ENDP,2021-07-12,3.76,3.84,3.76,3.82,40993,3.82,4.284533022983599,4.500986385985196,-0.2164533630015972,-0.09953238132977925
ENDP,2021-07-09,3.79,3.84,3.75,3.76,46215,3.76,4.368993572616981,4.555465296864012,-0.1864717242470304,-0.07030213591182474
ENDP,2021-07-08,3.69,3.69,3.68,3.6801,107561,3.6801,4.479719676729159,4.619102520613132,-0.1393828438839728,-0.0412597388280231
ENDP,2021-07-07,4.37,4.48,4.37,4.3874,29126,4.3874,4.625105072498098,4.694222722262182,-0.0691176497640846,-0.016728962564035665
ENDP,2021-07-06,4.32,4.36,4.31,4.3499,58380,4.3499,4.668324176588661,4.718768540043157,-0.0504443634544955,-0.0036317907640234237
ENDP,2021-07-06,4.32,4.36,4.31,4.3499,58380,4.3499,4.726219481422963,4.74827802324661,-0.0220585418236467,0.008071352408594606
ENDP,2021-07-02,4.71,4.74,4.71,4.74,25888,4.74,4.794641205318047,4.780148265106339,0.0144929402117082,0.015603825966654944
ENDP,2021-07-01,4.86,4.86,4.795,4.83,88579,4.83,4.804575969921329,4.783360126314847,0.0212158436064822,0.015881547405391626
ENDP,2021-06-30,4.75,4.75,4.67,4.6701,72430,4.6701,4.799953418997935,4.779628936420035,0.0203244825778998,0.014547973355118978
ENDP,2021-06-29,4.95,4.97,4.91,4.91,11794,4.91,4.823563131543013,4.788391251333638,0.0351718802093747,0.01310384604942353
ENDP,2021-06-28,5.05,5.06,4.94,5.01,85191,5.01,4.8078473372781065,4.77866255144033,0.0291847858377769,0.0075868375094357175
ENDP,2021-06-25,4.88,4.9,4.8679,4.8871,30082,4.8871,4.771092307692308,4.760155555555556,0.010936752136752,0.0021873504273504096
ENDP,2021-06-24,4.75,4.7692,4.7,4.75,37817,4.75,4.75,4.75,0.0,0.0
