Symbol,Date,Open,High,Low,Close,Volume,GENE SMA,GENE spanTwelveEMA,GENE spanTwntySixEMA,GENE_x,GENE_y
GENE,2021-08-04,3.44,3.46,3.44,3.46,4394,3.46,3.539952317055979,3.6864585774986938,-0.1465062604427149,-0.13660494479664684
GENE,2021-08-03,3.38,3.38,3.38,3.38,1855,3.38,3.554489101975248,3.704575263698589,-0.1500861617233417,-0.13412961588512978
GENE,2021-08-02,3.37,3.37,3.37,3.37,760,3.37,3.5862143932434742,3.730541284794477,-0.1443268915510023,-0.130140479425577
GENE,2021-07-30,3.49,3.4999,3.47,3.47,5915,3.47,3.625526101105924,3.759384587578035,-0.1338584864721106,-0.12659387639422054
GENE,2021-07-29,3.48,3.48,3.4404,3.4404,1792,3.4404,3.653803574034274,3.7825353545842777,-0.1287317805500034,-0.12477772387474789
GENE,2021-07-28,3.49,3.5196,3.43,3.4901,7606,3.4901,3.692604223858688,3.80990618295102,-0.1173019590923321,-0.12378920970593388
GENE,2021-07-27,4.02,4.09,4.0,4.0499,100084,4.0499,3.7294231736511767,3.835490677587102,-0.1060675039359253,-0.12541102235933432
GENE,2021-07-26,3.56,3.56,3.56,3.56,2314,3.56,3.671154659769572,3.81833793179407,-0.1471832720244981,-0.13024690196518657
GENE,2021-07-23,3.64,3.64,3.62,3.62,998,3.62,3.691364597909494,3.8390049663375954,-0.1476403684281013,-0.12601280945035867
GENE,2021-07-22,3.66,3.68,3.66,3.68,3027,3.68,3.704339979347584,3.8565253636446033,-0.1521853842970197,-0.12060591970592299
GENE,2021-07-21,3.68,3.68,3.65,3.65,2975,3.65,3.708765430138053,3.870647392736172,-0.1618819625981187,-0.11271105355814891
GENE,2021-07-20,3.52,3.55,3.5,3.5,780,3.5,3.719450053799517,3.888299184155065,-0.1688491303555479,-0.10041832629815634
GENE,2021-07-19,3.42,3.5155,3.42,3.44,5166,3.44,3.7593500635812473,3.9193631188874702,-0.1600130553062229,-0.08331062528380842
GENE,2021-07-16,3.43,3.43,3.41,3.41,310,3.41,3.817413711505111,3.957712168398468,-0.1402984568933574,-0.06413501777820481
GENE,2021-07-15,3.63,3.63,3.63,3.63,362,3.63,3.891488931778767,4.001529141870345,-0.1100402100915785,-0.04509415799941677
GENE,2021-07-14,3.63,3.63,3.63,3.63,1628,3.63,3.939032373920361,4.031251473219973,-0.0922190992996117,-0.028857644976376336
GENE,2021-07-13,3.66,3.66,3.6392,3.6392,1657,3.6392,3.9952200782695177,4.06335159107757,-0.0681315128080521,-0.013017281395567494
GENE,2021-07-12,3.84,3.84,3.84,3.84,2183,3.84,4.059951001591248,4.097283718363776,-0.0373327167725276,0.0007612764575536815
GENE,2021-07-09,4.0,4.0,3.94,3.9999,3154,3.9999,4.099942092789656,4.117866415832878,-0.0179243230432213,0.010284774765074027
GENE,2021-07-08,3.78,3.8316,3.75,3.805,2197,3.805,4.1181315642059575,4.127303729099507,-0.0091721648935498,0.017337049217147866
GENE,2021-07-07,4.08,4.08,4.08,4.08,269,4.08,4.175064575879768,4.153088027427468,0.0219765484523,0.023964352744822302
GENE,2021-07-06,4.2,4.21,4.18,4.21,2145,4.21,4.192349044221543,4.158935069621665,0.0334139745998776,0.024461303817952876
GENE,2021-07-06,4.2,4.21,4.18,4.21,2145,4.21,4.189139779534551,4.154849875191399,0.0342899043431517,0.022223136122471693
GENE,2021-07-02,4.28,4.28,4.28,4.28,461,4.28,4.185347012177196,4.150437865206711,0.0349091469704854,0.019206444067301688
GENE,2021-07-01,4.24,4.24,4.21,4.2104,2289,4.2104,4.168137378027596,4.140072894423247,0.0280644836043482,0.015280768341505756
GENE,2021-06-30,4.22,4.22,4.2,4.2,741,4.2,4.1604532649417045,4.134446725977107,0.0260065389645971,0.01208483952579514
GENE,2021-06-29,4.29,4.29,4.2237,4.2237,4469,4.2237,4.153262949476559,4.129202464055276,0.0240604854212831,0.008604414666094636
GENE,2021-06-28,4.27,4.35,4.27,4.28,4971,4.28,4.140456213017752,4.121642661179698,0.0188135518380541,0.004740396977297508
GENE,2021-06-25,4.19,4.19,4.16,4.1799,2561,4.1799,4.115084615384616,4.108974074074074,0.0061105413105417,0.001222108262108357
GENE,2021-06-24,4.1,4.1033,4.1,4.1033,1245,4.1033,4.1033,4.1033,0.0,0.0
