Symbol,Date,Open,High,Low,Close,Volume,GENE SMA,GENE spanTwelveEMA,GENE spanTwntySixEMA,GENE_x,GENE_y
GENE,2021-09-03,3.56,3.56,3.55,3.55,984,3.55,3.331129902134266,3.3365810471096604,-0.0054511449753937,-0.05217238310477062
GENE,2021-09-02,3.43,3.4345,3.4165,3.4165,1167,3.4165,3.291335338885951,3.319507530878433,-0.028172191992482,-0.06385269263711471
GENE,2021-09-01,3.4,3.4,3.4,3.4,1071,3.4,3.2685781277743056,3.3117481333487078,-0.0431700055744017,-0.0727728177982729
GENE,2021-08-31,3.23,3.23,3.23,3.23,1702,3.23,3.2446832419150886,3.304687984016604,-0.060004742101515,-0.08017352085424057
GENE,2021-08-30,3.36,3.36,3.33,3.33,891,3.33,3.2473529222632864,3.3106630227379323,-0.0633101004746459,-0.08521571554242181
GENE,2021-08-27,3.1886,3.28,3.1798,3.213,4829,3.213,3.232326180856611,3.309116064556967,-0.0767898837003557,-0.09069211930936578
GENE,2021-08-26,3.37,3.37,3.35,3.35,440,3.35,3.235840031921449,3.316805349721524,-0.0809653178000746,-0.09416767821161828
GENE,2021-08-25,3.32,3.32,3.32,3.32,410,3.32,3.215083674088986,3.3141497776992463,-0.0990661036102604,-0.09746826831450407
GENE,2021-08-24,3.15,3.15,3.15,3.15,114,3.15,3.196007978468802,3.313681759915186,-0.1176737814463844,-0.09706880949056497
GENE,2021-08-23,3.1,3.1,3.09,3.09,1769,3.09,3.204373065463129,3.326776300708401,-0.1224032352452715,-0.0919175665016101
GENE,2021-08-20,3.01,3.104,3.01,3.05,896,3.05,3.225168168274608,3.345718404765073,-0.1205502364904655,-0.08429614931569464
GENE,2021-08-19,3.08,3.09,3.0,3.09,2653,3.09,3.2570169261427178,3.369375877146279,-0.1123589510035611,-0.07523262752200201
GENE,2021-08-18,3.05,3.05,3.05,3.05,1456,3.05,3.287383639986849,3.391725947317981,-0.1043423073311329,-0.06595104665161221
GENE,2021-08-17,3.16,3.18,3.15,3.15,2324,3.15,3.330544301802639,3.41906402310342,-0.0885197213007811,-0.05635323148173224
GENE,2021-08-16,3.15,3.15,3.13,3.13,8288,3.13,3.363370538494028,3.440589144951694,-0.0772186064576661,-0.04831160902697002
GENE,2021-08-13,3.3,3.32,3.26,3.26,1201,3.26,3.405801545492942,3.465436276547829,-0.0596347310548872,-0.041084859669295995
GENE,2021-08-12,3.38,3.38,3.36,3.36,1403,3.36,3.4323109174007493,3.481871178671655,-0.0495602612709058,-0.036447391822898176
GENE,2021-08-11,3.43,3.43,3.43,3.43,1903,3.43,3.445458356928158,3.491620872965388,-0.0461625160372296,-0.03316917446089626
GENE,2021-08-10,3.4,3.4,3.4,3.4,1466,3.4,3.4482689672787323,3.4965505428026185,-0.0482815755238861,-0.029920839066812803
GENE,2021-08-09,3.38,3.381,3.38,3.381,2332,3.381,3.457045143147593,3.504274586226828,-0.0472294430792348,-0.025330654952544468
GENE,2021-08-06,3.44,3.44,3.37,3.37,3018,3.37,3.470871532810792,3.514136553124974,-0.0432650203141822,-0.019855957920871768
GENE,2021-08-05,3.4,3.4,3.4,3.4,3161,3.4,3.4892118115036634,3.5256674773749723,-0.0364556658713088,-0.014003692322544262
GENE,2021-08-04,3.44,3.46,3.44,3.46,4394,3.46,3.505432140867966,3.53572087556497,-0.0302887346970037,-0.008390698935353106
GENE,2021-08-03,3.38,3.38,3.38,3.38,1855,3.38,3.5136925301166877,3.541778545610168,-0.0280860154934803,-0.0029161899949404387
GENE,2021-08-02,3.37,3.37,3.37,3.37,760,3.37,3.538000262865176,3.554720829258981,-0.016720566393805,0.0033762663796945347
GENE,2021-07-30,3.49,3.4999,3.47,3.47,5915,3.47,3.5685457652043,3.5694984955997,-0.0009527303954004,0.008400474573069427
GENE,2021-07-29,3.48,3.48,3.4404,3.4404,1792,3.4404,3.5864631770596267,3.577458375247676,0.009004801811951,0.010738775815186783
GENE,2021-07-28,3.49,3.5196,3.43,3.4901,7606,3.4901,3.6130201183431954,3.58842304526749,0.0245970730757054,0.011172269315995822
GENE,2021-07-27,4.02,4.09,4.0,4.0499,100084,4.0499,3.635369230769231,3.596288888888889,0.039080341880342,0.007816068376068408
GENE,2021-07-26,3.56,3.56,3.56,3.56,2314,3.56,3.56,3.56,0.0,0.0
