Symbol,Date,Open,High,Low,Close,Volume,SPPI SMA,SPPI spanTwelveEMA,SPPI spanTwntySixEMA,SPPI_x,SPPI_y
SPPI,2021-06-16,4.22,4.25,4.22,4.23,37767,4.23,4.110838158078479,3.803211879968076,0.3076262781104035,0.25931700656145884
SPPI,2021-06-15,4.42,4.42,4.39,4.4,24594,4.4,4.089172368638203,3.769068830365522,0.3201035382726811,0.24723968867422264
SPPI,2021-06-14,4.44,4.45,4.4336,4.4418,58051,4.4418,4.032658253845149,3.718594336794764,0.3140639170503854,0.22902372627460799
SPPI,2021-06-11,4.4,4.42,4.38,4.38,23656,4.38,3.958268845453357,3.660737883738345,0.2975309617150126,0.20776367858066375
SPPI,2021-06-10,4.38,4.42,4.37,4.42,64105,4.42,3.881590453717605,3.603196914437413,0.2783935392801919,0.18532185779707663
SPPI,2021-06-09,4.2149,4.26,4.2144,4.245,27870,4.245,3.783697808938987,3.5378526675924054,0.2458451413465816,0.16205393742629778
SPPI,2021-06-08,4.32,4.34,4.31,4.32,58979,4.32,3.69982468329153,3.481280880999798,0.2185438022917321,0.14110613644622683
SPPI,2021-06-07,3.8568,3.88,3.85,3.8501,42307,3.8501,3.5870655347990805,3.4141833514797817,0.1728821833192988,0.12174671998485051
SPPI,2021-06-04,3.85,3.8582,3.8,3.81,35331,3.81,3.539241086580732,3.379310019598164,0.1599310669825673,0.10896285415123841
SPPI,2021-06-03,3.85,3.85,3.84,3.84,49023,3.84,3.4900121932317734,3.344854821166017,0.1451573720657561,0.09622080094340595
SPPI,2021-06-02,3.75,3.79,3.69,3.69,74896,3.69,3.4263780465466414,3.3052432068592985,0.1211348396873428,0.08398665816281839
SPPI,2021-06-01,3.59,3.59,3.52,3.568,95220,3.568,3.3784467822823943,3.274462663408042,0.1039841188743522,0.07469961278168727
SPPI,2021-06-01,3.59,3.59,3.52,3.568,95220,3.568,3.343982560879193,3.2509796764806853,0.0930028843985075,0.06737848625852103
SPPI,2021-05-28,3.4964,3.4964,3.48,3.4808,26012,3.4808,3.3032521174026823,3.2256180505991403,0.077634066803542,0.060972386723524376
SPPI,2021-05-27,3.3,3.32,3.2832,3.32,61705,3.32,3.27097068420317,3.205203494647072,0.065767189556098,0.056806966703519965
SPPI,2021-05-26,3.25,3.28,3.25,3.28,15637,3.28,3.262056263149201,3.1960197742188377,0.0660364889303632,0.054566910990375556
SPPI,2021-05-25,3.21,3.239,3.21,3.21,32467,3.21,3.2587937655399646,3.1893013561563444,0.0694924093836202,0.05169951650537862
SPPI,2021-05-24,3.38,3.389,3.36,3.36,28798,3.36,3.2676653592745035,3.187645464648852,0.0800198946256514,0.047251293285818216
SPPI,2021-05-21,3.45,3.45,3.41,3.42,27480,3.42,3.2508772427789587,3.1738571018207606,0.077020140958198,0.03905914295085992
SPPI,2021-05-20,3.33,3.35,3.33,3.33,20291,3.33,3.220127650556951,3.1541656699664213,0.0659619805905298,0.029568893449025368
SPPI,2021-05-19,3.3352,3.43,3.3,3.3401,59908,3.3401,3.200150859749124,3.140098923563735,0.0600519361853892,0.020470621663649255
SPPI,2021-05-18,3.45,3.51,3.45,3.4792,64509,3.4792,3.1747055615216926,3.124098837448834,0.0506067240728587,0.010575293033214243
SPPI,2021-05-17,3.4764,3.4764,3.41,3.425,90172,3.425,3.1193429363438185,3.095690744444741,0.0236521918990777,0.0005674352733031256
SPPI,2021-05-14,3.07,3.08,3.0178,3.02,50933,3.02,3.0637689247699678,3.0693460040003204,-0.0055770792303531,-0.00520375388314053
SPPI,2021-05-13,3.2173,3.2332,3.17,3.18,39337,3.18,3.0717269110917798,3.0732936843203458,-0.0015667732285664,-0.005110422546337496
SPPI,2021-05-12,3.08,3.08,3.06,3.07,15402,3.07,3.052040894926648,3.0647571790659733,-0.0127162841393251,-0.005996334875780364
SPPI,2021-05-11,2.95,2.95,2.91,2.92,46460,2.92,3.04877560309513,3.0643377533912517,-0.0155621502961214,-0.004316347559894173
SPPI,2021-05-10,3.1,3.12,3.08,3.08,54716,3.08,3.072189349112426,3.075884773662552,-0.0036954245501257,-0.001504896875837254
SPPI,2021-05-07,3.02,3.04,3.0009,3.02,25607,3.02,3.0707692307692307,3.075555555555556,-0.0047863247863251,-0.0009572649572650249
SPPI,2021-05-06,3.08,3.1,3.08,3.08,16537,3.08,3.08,3.08,0.0,0.0
