Symbol,Date,Open,High,Low,Close,Volume,EGLX SMA,EGLX spanTwelveEMA,EGLX spanTwntySixEMA,EGLX_x,EGLX_y
EGLX,2021-06-16,5.74,5.83,5.74,5.83,4372,5.83,6.386393030031209,6.680456251843917,-0.2940632218127081,-0.25780411130189473
EGLX,2021-06-15,6.05,6.1,6.02,6.02,41862,6.02,6.4875553991277926,6.74849275199143,-0.2609373528636372,-0.24873933367419132
EGLX,2021-06-14,6.31,6.34,6.2601,6.2601,37780,6.2601,6.572565471696483,6.806772172150744,-0.2342067004542611,-0.24568982887682983
EGLX,2021-06-11,6.09,6.25,6.09,6.2,110185,6.2,6.629377375641298,6.850505945922803,-0.2211285702815049,-0.248560610982472
EGLX,2021-06-10,6.5,6.64,6.5,6.6,38978,6.6,6.7074459893942615,6.902546421596628,-0.1951004322023664,-0.25541862115771374
EGLX,2021-06-09,6.72,6.72,6.68,6.7086,1372,6.7086,6.726981623829582,6.926750135324358,-0.199768511494776,-0.2704981683965506
EGLX,2021-06-08,6.85,6.91,6.79,6.91,4330,6.91,6.730323737253142,6.944202146150307,-0.2138784088971643,-0.2881805826219942
EGLX,2021-06-07,6.64,6.64,6.61,6.61,7776,6.61,6.697655325844623,6.946938317842331,-0.2492829919977079,-0.3067561260532016
EGLX,2021-06-04,6.45,6.5,6.44,6.5,2937,6.5,6.713592657816373,6.973893383269718,-0.2603007254533445,-0.32112440956707505
EGLX,2021-06-03,6.68,6.68,6.68,6.68,2679,6.68,6.752427686510259,7.011804853931294,-0.259377167421035,-0.33633033059550765
EGLX,2021-06-02,6.98,6.98,6.98,6.98,984,6.98,6.765596356784852,7.038349242245798,-0.272752885460946,-0.35556862138912576
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.726613876200279,7.043017181625462,-0.3164033054251831,-0.37627255537117066
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.6987254900548745,7.056058556155499,-0.3573330661006242,-0.3912398678576675
EGLX,2021-05-28,6.55,6.63,6.55,6.63,2193,6.63,6.665766488246669,7.070143240647939,-0.4043767524012693,-0.39971656829692825
EGLX,2021-05-27,6.27,6.27,6.27,6.27,1722,6.27,6.6722694861097,7.105354699899774,-0.4330852137900738,-0.398551522270843
EGLX,2021-05-26,6.62,6.62,6.5,6.5,4617,6.5,6.7454093926751,7.172183075891756,-0.4267736832166564,-0.3899180993910353
EGLX,2021-05-25,6.54,6.57,6.54,6.57,1546,6.57,6.790029282252391,7.225957721963097,-0.4359284397107057,-0.38070420343462996
EGLX,2021-05-24,6.7,6.7,6.7,6.7,1107,6.7,6.83003460629828,7.278434339720144,-0.4483997334218648,-0.366898144365611
EGLX,2021-05-21,6.7,6.8829,6.7,6.8829,2506,6.8829,6.853677261988876,7.324709086897756,-0.4710318249088798,-0.3465227471015478
EGLX,2021-05-20,6.3,6.35,6.3,6.35,3588,6.35,6.848364036895944,7.360053813849577,-0.5116897769536326,-0.31539547764971476
EGLX,2021-05-19,5.79,5.79,5.75,5.78,4983,5.78,6.938975679967934,7.440858118957542,-0.5018824389896084,-0.26632190282373525
EGLX,2021-05-18,5.86,6.02,5.86,5.99,16342,5.99,7.149698530871194,7.573726768474145,-0.4240282376029514,-0.20743176878226693
EGLX,2021-05-17,6.39,6.39,6.34,6.3619,6832,6.3619,7.360552809211411,7.700424909952077,-0.3398721007406662,-0.15328265157709584
EGLX,2021-05-14,6.35,6.56,6.26,6.5199,15413,6.5199,7.542126047249849,7.807506902748243,-0.2653808554983943,-0.10663528928620322
EGLX,2021-05-13,7.25,7.25,6.95,6.9747,23786,6.9747,7.727985328568004,7.9105154549681025,-0.1825301264000982,-0.06694889773315545
EGLX,2021-05-12,7.51,7.51,7.4178,7.45,11503,7.45,7.864946297398551,7.985380691365551,-0.1204343939669998,-0.03805359056641974
EGLX,2021-05-11,7.4,7.4,6.87,6.91,69149,6.91,7.940391078743741,8.028211146674796,-0.0878200679310543,-0.017458389716274718
EGLX,2021-05-10,8.41,8.41,8.3,8.35,17626,8.35,8.127734911242603,8.117668038408778,0.0100668728338249,0.000132029837420191
EGLX,2021-05-07,8.05,8.05,7.9626,7.9626,6435,7.9626,8.087323076923076,8.09908148148148,-0.0117584045584049,-0.002351680911680987
EGLX,2021-05-06,8.11,8.15,8.08,8.11,6978,8.11,8.11,8.11,0.0,0.0
