Symbol,Date,Open,High,Low,Close,Volume,AGEN SMA,AGEN spanTwelveEMA,AGEN spanTwntySixEMA,AGEN_x,AGEN_y
AGEN,2021-06-16,5.01,5.08,5.0,5.08,20735,5.08,4.738784778394722,4.29506291586572,0.443721862529002,0.39259589359194397
AGEN,2021-06-15,5.11,5.12,5.1,5.1115,20309,5.1115,4.676745647193762,4.232267949134978,0.4444776980587841,0.3798144013576794
AGEN,2021-06-14,5.16,5.21,5.16,5.2,64856,5.2,4.597699401228992,4.161929385065776,0.4357700161632154,0.3636485771824032
AGEN,2021-06-11,5.07,5.1245,5.0405,5.09,147978,5.09,4.488190201452445,4.078883735871039,0.4093064655814062,0.34561821743720006
AGEN,2021-06-10,5.09,5.0948,5.06,5.0718,33056,5.0718,4.378770238080163,3.997994434740722,0.380775803339441,0.3296961554011485
AGEN,2021-06-09,4.865,4.96,4.842,4.96,109930,4.96,4.252764826822011,3.91208998951998,0.3406748373020312,0.3169262434165754
AGEN,2021-06-08,4.36,4.47,4.36,4.47,144611,4.47,4.124176613516922,3.828257188681578,0.2959194248353438,0.3109890949452115
AGEN,2021-06-07,4.03,4.1,4.03,4.07,31353,4.07,4.061299634156362,3.7769177637761047,0.2843818703802574,0.3147565124726784
AGEN,2021-06-04,4.07,4.07,4.0325,4.0461,34749,4.0461,4.059717749457519,3.7534711848781934,0.3062465645793257,0.32235017299578356
AGEN,2021-06-03,4.03,4.08,4.0201,4.06,56046,4.06,4.062193703904341,3.7300608796684487,0.3321328242358921,0.32637607509989797
AGEN,2021-06-02,4.23,4.2863,4.23,4.235,36341,4.235,4.062592559159675,3.703665750041925,0.3589268091177509,0.32493688781589947
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306,4.36,4.031245751734162,3.6611590100452784,0.3700867416888838,0.3164394074904367
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306,4.36,3.971472252049464,3.605251730848901,0.3662205212005633,0.3030275739408249
AGEN,2021-05-28,4.18,4.24,4.18,4.24,34139,4.24,3.900830843331185,3.5448718693168124,0.355958974014372,0.2872293371258904
AGEN,2021-05-27,4.15,4.19,4.15,4.1682,38113,4.1682,3.839163723936854,3.489261618862157,0.3499021050746966,0.27004692790376983
AGEN,2021-05-26,4.05,4.0528,4.015,4.05,40048,4.05,3.779338946470828,3.4349465483711303,0.3443923980996972,0.25008313361103796
AGEN,2021-05-25,4.06,4.08,4.0301,4.039,28537,4.039,3.73012784582916,3.385742272240821,0.344385573588339,0.226505817488873
AGEN,2021-05-24,4.2256,4.25,4.22,4.22,53607,4.22,3.6739692723435526,3.333481654020087,0.3404876183234657,0.19703587846400647
AGEN,2021-05-21,4.24,4.25,4.23,4.241,90732,4.241,3.574690958224199,3.262560186341694,0.3121307718825048,0.16117294349914163
AGEN,2021-05-20,4.16,4.28,4.1338,4.2629,172004,4.2629,3.4535438597195083,3.18428500124903,0.2692588584704785,0.12343348640330082
AGEN,2021-05-19,4.0,4.08,3.9876,4.0,668005,4.0,3.306388197850328,3.097995801348952,0.2083923965013756,0.08697714338650639
AGEN,2021-05-18,4.22,4.23,4.1573,4.1699,762213,4.1699,3.1802769610958417,3.0258354654568684,0.1544414956389732,0.05662333010778906
AGEN,2021-05-17,3.26,3.27,3.22,3.25,90496,3.25,3.000345499476904,2.9343103026934183,0.0660351967834853,0.032168788724993014
AGEN,2021-05-14,3.05,3.05,3.03,3.03,13973,3.03,2.954953772109068,2.909055126908892,0.0458986452001761,0.02370218671036982
AGEN,2021-05-13,3.07,3.07,3.0521,3.07,13479,3.07,2.9413090034016256,2.899379537061604,0.0419294663400222,0.018153072087918228
AGEN,2021-05-12,3.05,3.0768,3.05,3.0768,11371,3.0768,2.91791064038374,2.8857299000265315,0.0321807403572078,0.012208973524892329
AGEN,2021-05-11,2.89,2.8946,2.87,2.89,27180,2.89,2.889021665908056,2.870444292028654,0.0185773738794017,0.007216031816813335
AGEN,2021-05-10,3.05,3.0771,3.05,3.0771,40352,3.0771,2.888843786982248,2.8688798353909464,0.0199639515913014,0.004375696301166237
AGEN,2021-05-07,2.86,2.88,2.85,2.88,72176,2.88,2.8546153846153843,2.852222222222222,0.0023931623931621,0.0004786324786324237
AGEN,2021-05-06,2.82,2.89,2.82,2.85,67088,2.85,2.85,2.85,0.0,0.0
