Symbol,Date,Open,High,Low,Close,Volume,VBIV SMA,VBIV spanTwelveEMA,VBIV spanTwntySixEMA,VBIV_x,VBIV_y
VBIV,2021-06-16,3.94,3.96,3.94,3.95,44056,3.95,3.739536557921181,3.4498350268426643,0.2897015310785162,0.23281888691269237
VBIV,2021-06-15,4.0979,4.13,4.0979,4.125,34657,4.125,3.7012704775432135,3.409821828990077,0.291448648553136,0.21859822587123628
VBIV,2021-06-14,3.91,3.95,3.91,3.93,118668,3.93,3.624228746187434,3.352607575309284,0.2716211708781504,0.20038562020076123
VBIV,2021-06-11,4.11,4.11,4.06,4.06,37218,4.06,3.568633972766968,3.306416181334026,0.2622177914329415,0.18257673253141402
VBIV,2021-06-10,3.91,3.92,3.88,3.8962,40237,3.8962,3.4792946950882344,3.2461294758407484,0.233165219247486,0.16266646780603203
VBIV,2021-06-09,3.99,4.05,3.96,4.01,196407,4.01,3.4034937305588224,3.1941238339080087,0.2093698966508137,0.14504177994566853
VBIV,2021-06-08,3.62,3.65,3.57,3.65,196611,3.65,3.2932198633877,3.1288537406206496,0.1643661227670501,0.1289597507693822
VBIV,2021-06-07,3.26,3.32,3.26,3.2811,26103,3.2811,3.2283507476400084,3.087162039870301,0.1411887077697069,0.12010815776996513
VBIV,2021-06-04,3.35,3.36,3.35,3.3599,27365,3.3599,3.218759974483646,3.071647003059925,0.1471129714237209,0.11483802027002955
VBIV,2021-06-03,3.45,3.4642,3.44,3.45,55629,3.45,3.193098151662491,3.048586763304719,0.1445113883577722,0.1067692824816067
VBIV,2021-06-02,3.35,3.35,3.33,3.34,6552,3.34,3.1463887246920352,3.0164737043690963,0.1299150203229389,0.09733375601256533
VBIV,2021-06-01,3.25,3.2518,3.23,3.23,30380,3.23,3.1111866746360417,2.990591600718624,0.1205950739174177,0.08918843993497193
VBIV,2021-06-01,3.25,3.2518,3.23,3.23,30380,3.23,3.0895842518425947,2.9714389287761143,0.1181453230664804,0.08133678143936048
VBIV,2021-05-28,3.34,3.34,3.3,3.3,31068,3.3,3.064054115813976,2.9507540430782035,0.1133000727357718,0.07213464603258049
VBIV,2021-05-27,3.21,3.21,3.19,3.2009,27253,3.2009,3.021154864143789,2.92281436652446,0.0983404976193291,0.061843289356782544
VBIV,2021-05-26,3.05,3.05,3.02,3.02,39828,3.02,2.9884739303517507,2.900567515846417,0.0879064145053338,0.05271898729114588
VBIV,2021-05-25,3.11,3.115,3.09,3.1,67906,3.1,2.9827419176884327,2.8910129171141303,0.0917290005743023,0.04392213048759888
VBIV,2021-05-24,3.21,3.25,3.21,3.21,42940,3.21,2.961422266359057,2.8742939504832608,0.087128315875796,0.03197041296592301
VBIV,2021-05-21,3.22,3.24,3.21,3.24,59823,3.24,2.916226314787976,2.8474374665219218,0.0687888482660543,0.01818093723845475
VBIV,2021-05-20,3.08,3.08,3.06,3.07,27249,3.07,2.857358372022154,2.816032463843676,0.0413259081784782,0.005528959481554848
VBIV,2021-05-19,2.99,3.04,2.97,2.98,40987,2.98,2.818696257844364,2.79571506095117,0.0229811968931938,-0.0034202776926760027
VBIV,2021-05-18,2.9708,2.99,2.96,2.98,65151,2.98,2.7893683047251576,2.780972265827263,0.0083960388978945,-0.010020646339143586
VBIV,2021-05-17,2.8679,2.9,2.82,2.8389,58322,2.8389,2.754707996493368,2.765050047093444,-0.0103420506000762,-0.014624817648403116
VBIV,2021-05-14,2.6846,2.74,2.68,2.71,40708,2.71,2.7394003594921617,2.7591420508609192,-0.0197416913687575,-0.015695509410484955
VBIV,2021-05-13,2.86,2.89,2.84,2.87,53681,2.87,2.744745879399827,2.7630734149297926,-0.0183275355299654,-0.014683963920916795
VBIV,2021-05-12,2.73,2.73,2.69,2.71,40572,2.71,2.721972402927068,2.754519288124176,-0.0325468851971075,-0.013773071018654628
VBIV,2021-05-11,2.54,2.5431,2.45,2.46,176272,2.46,2.7241492034592625,2.7580808311741096,-0.0339316277148471,-0.009079617474041391
VBIV,2021-05-10,2.75,2.77,2.7222,2.725,67343,2.725,2.7721763313609467,2.7819272976680383,-0.0097509663070916,-0.0028666149138399533
VBIV,2021-05-07,2.6892,2.72,2.66,2.72,77497,2.72,2.7807538461538464,2.7864814814814816,-0.0057276353276352,-0.0011455270655270412
VBIV,2021-05-06,2.87,2.87,2.7918,2.7918,54729,2.7918,2.7918,2.7918,0.0,0.0
