Symbol,Date,Open,High,Low,Close,Volume,XAN SMA,XAN spanTwelveEMA,XAN spanTwntySixEMA,XAN_x,XAN_y
XAN,2021-02-16,4.08,4.27,4.055,4.2599,159158,4.2599,4.119659176626018,4.0998118047755385,0.01984737185047969,0.004374900531944783
XAN,2021-02-16,4.08,4.27,4.055,4.2599,159158,4.2599,4.094160845103477,4.087004749157583,0.007156095945894947,0.0005067827023110553
XAN,2021-02-12,4.02,4.1,4.02,4.06,73790,4.0600000000000005,4.06402645330411,4.073173129090189,-0.009146675786078973,-0.0011555456085846955
XAN,2021-02-11,4.05,4.15,4.045,4.12,86287,4.12,4.064758535723039,4.074226979417404,-0.009468443694364836,0.000842236935788874
XAN,2021-02-10,4.03,4.13,4.01,4.09,139332,4.090000000000002,4.054714633127228,4.070565137770797,-0.015850504643568186,0.003419907093327524
XAN,2021-02-09,3.92,3.9699,3.9,3.94,76167,3.9400000000000013,4.0482991118776335,4.0690103487924585,-0.02071123691482679,0.008237510027551673
XAN,2021-02-08,3.99,4.01,3.91,3.95,157907,3.9500000000000015,4.067989859491748,4.079331176695857,-0.011341317204108137,0.015474696763145845
XAN,2021-02-05,3.94,3.99,3.91,3.92,128643,3.920000000000001,4.0894425612175205,4.089677670831525,-0.00023510961400408087,0.022178700254959563
XAN,2021-02-04,4.05,4.17,4.05,4.11,89642,4.110000000000001,4.1202502996207055,4.103251884498047,0.016998415122659868,0.027782152722200474
XAN,2021-02-03,4.06,4.19,4.06,4.16,93062,4.160000000000001,4.122113990460835,4.10271203525789,0.019401955202944517,0.030478087122085842
XAN,2021-02-02,4.0,4.08,4.0,4.075,49518,4.075000000000001,4.115225625090078,4.098128998078521,0.017096627011556897,0.03324712010187117
XAN,2021-02-01,3.98,4.04,3.95,3.95,66901,3.950000000000002,4.122539375106456,4.099979317924801,0.022560057181653548,0.03728474337444973
XAN,2021-01-29,4.05,4.16,4.0401,4.11,110214,4.110000000000002,4.153910170580358,4.111977663358786,0.041932507221571484,0.040965914922648554
XAN,2021-01-28,4.07,4.26,4.07,4.08,47428,4.080000000000001,4.161893837958605,4.112135876427489,0.04975796153111567,0.04072426684791782
XAN,2021-01-27,4.34,4.42,4.16,4.22,141601,4.2200000000000015,4.176783626678351,4.114706746541688,0.06207688013666335,0.038465843177118354
XAN,2021-01-26,4.26,4.46,4.26,4.45,163757,4.450000000000002,4.168926104256233,4.106283286265023,0.06264281799121019,0.032563083937232104
XAN,2021-01-25,4.15,4.28,4.15,4.24,79071,4.240000000000001,4.117821759575548,4.0787859491662255,0.0390358104093238,0.025043150423737583
XAN,2021-01-22,4.22,4.27,4.185,4.21,54349,4.210000000000001,4.09560753404383,4.065888825099523,0.029718708944306726,0.02154498542734125
XAN,2021-01-21,4.02,4.1,3.99,4.09,66761,4.090000000000002,4.0748089038699815,4.054359931107484,0.020448972762495462,0.019501554548099875
XAN,2021-01-20,4.02,4.0801,4.02,4.0801,67829,4.080100000000002,4.072046886391797,4.051508725596084,0.020538160795712024,0.019264699994500534
XAN,2021-01-19,4.12,4.14,4.02,4.045,85122,4.045000000000002,4.070582683917577,4.04922142364377,0.02136126027380669,0.01894633479419744
XAN,2021-01-19,4.12,4.14,4.02,4.045,85122,4.045000000000002,4.0752340809935,4.049559137535272,0.025674943458228402,0.018342603424295126
XAN,2021-01-15,4.08,4.17,4.05,4.1037,33451,4.103700000000002,4.0807311866286815,4.049923868538094,0.0308073180905879,0.016509518415812025
XAN,2021-01-14,4.09,4.2001,4.09,4.2,116783,4.200000000000003,4.0765550387429865,4.045621778021141,0.030933260721845986,0.012935068497118053
XAN,2021-01-13,4.08,4.19,4.08,4.1,60162,4.100000000000001,4.054110500332621,4.033271520262833,0.02083898006978835,0.008435520440936288
XAN,2021-01-12,4.06,4.07,3.95,4.07,89658,4.070000000000002,4.045766954938553,4.02793324188386,0.017833713054693057,0.005334655533723272
XAN,2021-01-11,4.2,4.31,4.2,4.29,115589,4.290000000000003,4.041360946745562,4.024567901234568,0.01679304551099392,0.0022098911534808256
XAN,2021-01-08,4.03,4.03,3.86,3.92,125341,3.9200000000000026,3.9961538461538457,4.003333333333333,-0.007179487179487244,-0.0014358974358974486
XAN,2021-01-07,3.93,4.015,3.93,4.01,38610,4.0100000000000025,4.01,4.01,0.0,0.0
