Symbol,Date,Open,High,Low,Close,Volume,BXRX SMA,BXRX spanTwelveEMA,BXRX spanTwntySixEMA,BXRX_x,BXRX_y
BXRX,2021-02-16,1.88,1.96,1.86,1.9,1982766,1.9,1.7576587221611486,1.5909626385186084,0.16669608364254018,0.137479156203845
BXRX,2021-02-16,1.88,1.96,1.86,1.9,1982766,1.9,1.7317784898268118,1.5662396496000972,0.1655388402267146,0.13017492434417116
BXRX,2021-02-12,1.81,1.84,1.75,1.7889,925646,1.7889,1.701192760704414,1.539538821568105,0.161653939136309,0.12133394537353527
BXRX,2021-02-11,2.0,2.0,1.88,1.885,780743,1.885,1.6852459899233982,1.5195899272935534,0.1656560626298449,0.11125394693284182
BXRX,2021-02-10,2.0,2.06,1.95,1.9987,1928362,1.9987,1.6489270790003798,1.4903571214770377,0.15856995752334213,0.09765341800859105
BXRX,2021-02-09,2.01,2.1,1.96,2.025,4685647,2.025,1.5853320024549944,1.4496896911952006,0.13564231125979376,0.08242428312990327
BXRX,2021-02-08,1.77,1.95,1.7,1.9299,3112570,1.9299,1.505392366537721,1.403664866490817,0.101727500046904,0.06911977609743064
BXRX,2021-02-05,1.6,1.63,1.57,1.5911,744567,1.5911,1.42820916045367,1.361566055810082,0.06664310464358802,0.0609678451100623
BXRX,2021-02-04,1.58,1.63,1.5,1.52,930541,1.52,1.3985926441725192,1.3432033402748884,0.05538930389763075,0.05954903022668086
BXRX,2021-02-03,1.45,1.46,1.43,1.44,400974,1.44,1.3765185794766135,1.3290596074968797,0.04745897197973403,0.06058896180894338
BXRX,2021-02-02,1.32,1.33,1.29,1.315,477185,1.315,1.364976503017816,1.32018437609663,0.04479212692118617,0.06387145926624577
BXRX,2021-02-01,1.35,1.35,1.28,1.3,595101,1.3000000000000005,1.3740631399301462,1.3205991261843602,0.05346401374578602,0.06864129235251072
BXRX,2021-01-29,1.38,1.38,1.31,1.3499,566574,1.3499000000000003,1.387529165371991,1.3222470562791089,0.06528210909288212,0.0724356120041919
BXRX,2021-01-28,1.36,1.36,1.31,1.335,643948,1.3350000000000006,1.3943708318032622,1.3200348207814376,0.07433601102182452,0.07422398773201933
BXRX,2021-01-27,1.42,1.45,1.21,1.3702,2155126,1.3702000000000003,1.4051655284947644,1.3188376064439526,0.08632792205081175,0.07419598190956803
BXRX,2021-01-26,1.54,1.5548,1.5,1.5,879982,1.5000000000000004,1.4115228973119942,1.314728614959469,0.09679428235252517,0.07116299687425709
BXRX,2021-01-25,1.5,1.57,1.5,1.52,605701,1.5200000000000005,1.3954361513687203,1.2999069041562266,0.09552924721249377,0.06475517550469005
BXRX,2021-01-22,1.51,1.53,1.39,1.4601,1338293,1.4601000000000002,1.372788178890306,1.282299456488725,0.09048872240158136,0.05706165757773912
BXRX,2021-01-21,1.72,1.85,1.64,1.65,2807947,1.65,1.3569133023249071,1.268075413007823,0.08883788931708447,0.04870489137177861
BXRX,2021-01-20,1.5507,1.59,1.46,1.5090000000000001,1964191,1.5090000000000003,1.3036248118385267,1.2375214460484485,0.06610336579007825,0.03867164188545219
BXRX,2021-01-19,1.32,1.34,1.31,1.3312,501394,1.3312000000000002,1.2662838685364406,1.2158031617323244,0.050480706804116204,0.031813710909295675
BXRX,2021-01-19,1.32,1.34,1.31,1.3312,501394,1.3312,1.2544809355430662,1.2065714146709103,0.04790952087215583,0.027146961935590536
BXRX,2021-01-15,1.31,1.37,1.3,1.35,416923,1.35,1.2405320147327146,1.1966011278445832,0.043930886888131404,0.021956322201449212
BXRX,2021-01-14,1.29,1.3,1.27,1.285,532913,1.2849999999999997,1.2206287446841173,1.1843292180721496,0.03629952661196767,0.01646268102977866
BXRX,2021-01-13,1.37,1.38,1.3,1.32,903747,1.3199999999999996,1.2089248800812298,1.1762755555179216,0.032649324563308164,0.011503469634231406
BXRX,2021-01-12,1.41,1.44,1.33,1.345,2912102,1.3449999999999995,1.1887294037323624,1.1647775999593557,0.023951803773006874,0.006217005901962218
BXRX,2021-01-11,1.23,1.3,1.22,1.2787,2528722,1.2786999999999995,1.1603165680473373,1.150359807956104,0.009956760091233365,0.0017833064342011088
BXRX,2021-01-08,1.18,1.18,1.12,1.125,475093,1.1249999999999998,1.1387923076923077,1.1400925925925924,-0.001300284900284776,-0.00026005698005695523
BXRX,2021-01-07,1.19,1.19,1.14,1.1413,1152287,1.1412999999999998,1.1413,1.1413,0.0,0.0
