Symbol,Date,Open,High,Low,Close,Volume,REFR SMA,REFR spanTwelveEMA,REFR spanTwntySixEMA,REFR_x,REFR_y
REFR,2021-02-16,4.79,4.8899,4.72,4.79,12831,4.79,4.598354217293178,4.2608620502416406,0.3374921670515381,0.35365651486098904
REFR,2021-02-16,4.79,4.8899,4.72,4.79,12831,4.79,4.563509529528301,4.218531014260971,0.3449785152673304,0.35769760181335203
REFR,2021-02-12,4.46,4.53,4.4,4.5,10057,4.499999999999999,4.522329443987992,4.172813495401848,0.3495159485861441,0.36087737344985743
REFR,2021-02-11,4.53,4.65,4.53,4.61,5978,4.609999999999999,4.5263893428949,4.146638575033996,0.3797507678609042,0.36371772966578575
REFR,2021-02-10,4.99,4.99,4.83,4.83,27257,4.829999999999999,4.5111874052394265,4.1095696610367165,0.4016177442027118,0.35970947011700616
REFR,2021-02-09,4.91,5.1,4.81,5.1,70418,5.1,4.453221478919323,4.051935233919654,0.4012862449996701,0.3492324015955802
REFR,2021-02-08,5.39,5.4899,5.18,5.21,44865,5.209999999999999,4.335625384177382,3.9680900526332255,0.3675353315441568,0.33621894074455794
REFR,2021-02-05,4.95,5.1,4.78,4.8051,97878,4.8051,4.176648181300542,3.8687372568438834,0.3079109244566589,0.32838984304465835
REFR,2021-02-04,4.05,4.08,3.95,3.965,22098,3.964999999999999,4.062384214264276,3.7938282373913936,0.2685559768728827,0.33350957269165826
REFR,2021-02-03,3.97,4.02,3.92,4.01,26420,4.009999999999999,4.080090435039598,3.780134496382705,0.2999559386568942,0.34974797164635213
REFR,2021-02-02,4.15,4.15,3.95,3.95,27016,3.9499999999999993,4.0928341505013455,3.7617452560933216,0.331088894408023,0.3621959798937168
REFR,2021-02-01,4.1,4.27,3.92,3.92,50999,3.919999999999999,4.118803996047044,3.746684876580787,0.3721191194662565,0.36997275126514
REFR,2021-01-29,3.93,4.15,3.8712,4.15,41374,4.15,4.154950177146507,3.7328196667072495,0.4221305104392554,0.3694361592148609
REFR,2021-01-28,4.28,4.2868,4.21,4.28,19414,4.279999999999999,4.155850209354962,3.6994452400438314,0.4564049693111305,0.3562625714087618
REFR,2021-01-27,4.78,4.81,4.6401,4.79,40232,4.79,4.133277520146772,3.653000859247337,0.4802766608994346,0.3312269719331696
REFR,2021-01-26,4.99,5.02,4.81,4.84,105160,4.839999999999999,4.01387343290073,3.562040927987124,0.4518325049136061,0.29396454969160307
REFR,2021-01-25,4.61,4.68,4.42,4.6,82699,4.599999999999998,3.863668602519045,3.4598042022260938,0.4038644002929508,0.2544975608861024
REFR,2021-01-22,4.45,4.49,4.25,4.49,29487,4.489999999999998,3.729790166613416,3.3685885384041816,0.3612016282092343,0.21715585103439022
REFR,2021-01-21,4.3,4.35,4.04,4.2695,77804,4.269499999999999,3.5915701969067637,3.2788756214765162,0.3126945754302484,0.18114440674067916
REFR,2021-01-20,3.94,4.0,3.87,3.9181,22030,3.9181,3.4683102327079935,3.199625671194637,0.2686845615133571,0.14825686456828707
REFR,2021-01-19,3.94,4.05,3.9075,3.9075,65133,3.9075,3.386530275018538,3.1421477248902074,0.2443825501283308,0.11814994033201967
REFR,2021-01-19,3.94,4.05,3.9075,3.9075,65133,3.9074999999999993,3.2918085068400904,3.080919542881424,0.2108889639586664,0.08659178788294189
REFR,2021-01-15,3.95,3.95,3.845,3.8833,29256,3.883299999999999,3.1798645989928342,3.014793106311938,0.16507149268089627,0.05551749386401076
REFR,2021-01-14,3.91,3.95,3.56,3.83,311302,3.8299999999999983,3.0519672533551674,2.9453125548168932,0.10665469853827457,0.028128994159789374
REFR,2021-01-13,3.13,3.24,3.13,3.21,54862,3.209999999999998,2.9105067539651976,2.8745375592022437,0.03596919476295346,0.008497568065168179
REFR,2021-01-12,2.94,2.96,2.94,2.9419,1056,2.9418999999999977,2.8560534365043244,2.847700563938424,0.008352872565900338,0.001629661390721747
REFR,2021-01-11,2.9,2.9269,2.82,2.85,13568,2.8499999999999983,2.8404449704142016,2.840164609053498,0.00028036136070364037,-5.1141403072900724e-05
REFR,2021-01-08,2.86,2.86,2.8,2.8316,3243,2.8315999999999977,2.8387076923076924,2.8393777777777776,-0.0006700854700851799,-0.000134017094017036
REFR,2021-01-07,2.87,2.92,2.84,2.84,30017,2.839999999999998,2.84,2.84,0.0,0.0
