Symbol,Date,Open,High,Low,Close,Volume,ADTX SMA,ADTX spanTwelveEMA,ADTX spanTwntySixEMA,ADTX_x,ADTX_y
ADTX,2021-01-08,2.36,2.38,2.3,2.3,168298,2.3,2.175870698505008,2.190193501266181,-0.014322802761172591,-0.03056128413461568
ADTX,2021-01-07,2.17,2.245,2.1567,2.2445,87230,2.2444999999999995,2.153301734596828,2.181408981367475,-0.02810724677064691,-0.03462090447797634
ADTX,2021-01-06,2.09,2.125,2.08,2.125,25701,2.125,2.1367202317962515,2.1763616998768733,-0.039641468080621856,-0.036249318904808696
ADTX,2021-01-05,2.08,2.0896,2.07,2.08,26274,2.08,2.138851183031933,2.180470635867023,-0.04161945283508972,-0.03540128161085541
ADTX,2021-01-04,2.08,2.1099,2.0619,2.075,60548,2.075,2.1495513981286494,2.188508286736385,-0.03895688860773605,-0.03384673880479672
ADTX,2021-01-04,2.08,2.1099,2.0619,2.075,60548,2.075,2.1631061977884034,2.1975889496752954,-0.03448275188689198,-0.032569201354061994
ADTX,2020-12-31,2.12,2.145,2.115,2.14,12206,2.14,2.179125506477204,2.2073960656493186,-0.02827055917211485,-0.0320908137208545
ADTX,2020-12-30,2.14,2.2,2.13,2.195,59601,2.194999999999999,2.186239234927604,2.2127877509012643,-0.026548515973659814,-0.033045877358039516
ADTX,2020-12-29,2.2,2.2,2.09,2.136,99830,2.136,2.184646368550805,2.214210770973365,-0.029564402422560313,-0.03467021770413432
ADTX,2020-12-28,2.2,2.24,2.1551,2.24,101648,2.24,2.1934911628327693,2.2204676326512343,-0.02697646981846491,-0.03594667152452782
ADTX,2020-12-28,2.2,2.24,2.1551,2.24,101648,2.24,2.1850350106205454,2.2189050432633333,-0.033870032642787866,-0.038189221951043545
ADTX,2020-12-24,2.21,2.255,2.195,2.25,52369,2.249999999999999,2.175041376187917,2.2172174467244,-0.04217607053648242,-0.039269019278107456
ADTX,2020-12-23,2.22,2.23,2.13,2.191,101036,2.190999999999999,2.1614125354948115,2.214594842462352,-0.05318230696754034,-0.038542256463513606
ADTX,2020-12-22,2.12,2.13,2.03,2.1,104641,2.0999999999999988,2.156032996493868,2.21648242985934,-0.0604494333654717,-0.034882243837506925
ADTX,2020-12-21,2.01,2.04,2.01,2.01,35861,2.0099999999999985,2.1662208140382075,2.2258010242480872,-0.059580210209879685,-0.028490446455515614
ADTX,2020-12-18,2.01,2.025,2.0,2.005,54470,2.004999999999999,2.194624598408791,2.243065106187934,-0.048440507779142994,-0.020718005516924595
ADTX,2020-12-17,1.97,2.06,1.97,2.05,94017,2.049999999999999,2.2291017981194803,2.2621103146829693,-0.033008516563488584,-0.013787379951369992
ADTX,2020-12-16,2.03,2.07,2.01,2.06,123466,2.06,2.2616657614139317,2.2790791398576062,-0.01741337844367496,-0.008982095798340233
ADTX,2020-12-15,2.2,2.23,2.1,2.1127,124846,2.112699999999999,2.298332263489192,2.2966054710462145,0.001726792442976688,-0.006874275137006661
ADTX,2020-12-14,2.53,2.59,2.45,2.4564,326436,2.456399999999999,2.33208358412359,2.3113179087299125,0.020765675393677352,-0.00902454203200272
ADTX,2020-12-11,2.4,3.03,2.4,2.97,3022503,2.97,2.309480599418788,2.299711341428305,0.009769257990482227,-0.016472096388422737
ADTX,2020-12-10,2.04,2.09,2.0,2.08,99835,2.0799999999999987,2.1893861629494764,2.246088248742569,-0.0567020857930931,-0.023032434983149202
ADTX,2020-12-09,1.97,1.97,1.94,1.9599,35328,1.9598999999999984,2.2092745562130176,2.2593753086419754,-0.0501007524289574,-0.014615022280663335
ADTX,2020-12-08,1.97,1.97,1.92,1.95,39052,1.9499999999999984,2.2546153846153847,2.283333333333333,-0.028717948717948524,-0.005743589743589706
ADTX,2021-01-11,2.3,2.31,2.3,2.31,1708,2.3099999999999987,2.31,2.31,0.0,0.0
