Symbol,Date,Open,High,Low,Close,Volume,LMNL SMA,LMNL spanTwelveEMA,LMNL spanTwntySixEMA,LMNL_x,LMNL_y
LMNL,2021-01-08,4.24,4.24,4.14,4.22,54720,4.22,4.318382420554729,4.394836512019885,-0.07645409146515457,-0.05596794746895616
LMNL,2021-01-07,4.24,4.29,4.17,4.2,65169,4.2,4.336270133382864,4.408823432981476,-0.07255329959861267,-0.05084641146990633
LMNL,2021-01-06,4.22,4.4799,4.22,4.32,96930,4.319999999999999,4.361046521270656,4.4255293076199935,-0.06448278634933757,-0.04541968943772974
LMNL,2021-01-05,4.28,4.28,4.22,4.2599,55247,4.259899999999998,4.368509525138048,4.433971652229593,-0.06546212709154453,-0.04065391520982778
LMNL,2021-01-04,4.24,4.4,4.17,4.26,82644,4.259999999999998,4.388256711526783,4.447897384407961,-0.05964067288117648,-0.034451862239398584
LMNL,2021-01-04,4.24,4.4,4.17,4.26,82644,4.259999999999998,4.411576113622563,4.462929175160598,-0.051353061538033984,-0.02815465957895389
LMNL,2020-12-31,4.35,4.35,4.22,4.22,32785,4.219999999999997,4.439135407008485,4.479163509173446,-0.04002810216496133,-0.022355059089183643
LMNL,2020-12-30,4.35,4.4184,4.32,4.395,41268,4.394999999999997,4.478978208282755,4.4998965899073236,-0.02091838162456749,-0.01793679832023922
LMNL,2020-12-29,4.36,4.3955,4.163,4.2001,74329,4.200099999999997,4.494246973425074,4.508288317099908,-0.014041343674834115,-0.01719140249415693
LMNL,2020-12-28,4.72,4.8246,4.5,4.52,126475,4.519999999999997,4.547728241320542,4.532943382467901,0.014784858852641138,-0.017978917198987632
LMNL,2020-12-28,4.72,4.8246,4.5,4.52,126475,4.519999999999996,4.552769739742461,4.533978853065334,0.018790886677125584,-0.026169861211894824
LMNL,2020-12-24,4.95,5.01,4.76,4.8369,94321,4.836899999999996,4.5587278742410895,4.535097161310562,0.023630712930527764,-0.03741004818415015
LMNL,2020-12-23,4.72,4.9199,4.7,4.89,142231,4.889999999999997,4.508151124103106,4.510952934215408,-0.002801810112300629,-0.052670238462819624
LMNL,2020-12-22,5.25,5.37,4.8,4.9,551282,4.899999999999999,4.4387240557582155,4.48062916895264,-0.04190511319442347,-0.06513734555044914
LMNL,2020-12-21,4.5592,4.83,4.4,4.5088,273611,4.508799999999997,4.354855702259711,4.447079502468852,-0.09222380020914044,-0.07094540363945533
LMNL,2020-12-18,4.1,4.15,4.03,4.13,28295,4.129999999999996,4.326865829943294,4.442141862666358,-0.11527603272306484,-0.06562580449703403
LMNL,2020-12-17,4.11,4.17,4.08,4.14,45285,4.139999999999996,4.362659617205712,4.467113211679668,-0.10445359447395576,-0.05321324744052654
LMNL,2020-12-16,4.2,4.23,4.1163,4.16,29018,4.1599999999999975,4.403143183970387,4.493282268614041,-0.0901390846436536,-0.04040316068216923
LMNL,2020-12-15,4.24,4.34,4.17,4.2,52700,4.1999999999999975,4.447351035601368,4.5199448501031645,-0.07259381450179703,-0.027969179691798136
LMNL,2020-12-14,4.3,4.337,4.21,4.2641,35922,4.264099999999998,4.492323951165251,4.545540438111418,-0.05321648694616599,-0.016813020989298634
LMNL,2020-12-11,4.35,4.37,4.25,4.325,25131,4.324999999999998,4.53381921501348,4.568055673160332,-0.034236458146851945,-0.0077121545000815705
LMNL,2020-12-10,4.24,4.4406,4.22,4.3475,19366,4.347499999999998,4.571786345015932,4.5875001270131595,-0.015713781997227727,-0.0010810785883889765
LMNL,2020-12-09,4.75,4.8,4.52,4.5886,47590,4.5886,4.612565680473373,4.606700137174212,0.0058655432991621135,0.0025770972638207114
LMNL,2020-12-08,4.88,4.95,4.65,4.71,81814,4.710000000000001,4.616923076923077,4.608148148148149,0.008774928774928803,0.001754985754985583
LMNL,2020-12-07,4.63,4.66,4.5205,4.6,39793,4.6000000000000005,4.6,4.6,0.0,0.0
