Symbol,Date,Open,High,Low,Close,Volume,KTRA SMA,KTRA spanTwelveEMA,KTRA spanTwntySixEMA,KTRA_x,KTRA_y
KTRA,2021-01-08,1.39,1.39,1.33,1.33,36997,1.33,1.333726547199753,1.3523086610251076,-0.01858211382535457,-0.017212495377478435
KTRA,2021-01-07,1.3745,1.38,1.32,1.3467,31321,1.3467000000000002,1.3344041012360717,1.3540933539071165,-0.0196892526710446,-0.0168700907655094
KTRA,2021-01-06,1.4,1.42,1.29,1.325,180159,1.3250000000000004,1.3321684832789942,1.3546848222196854,-0.02251633894069149,-0.016165300289125543
KTRA,2021-01-05,1.32,1.33,1.3,1.3111,19727,1.3111000000000004,1.3334718438751747,1.3570596079972603,-0.02358776412208563,-0.01457754062623411
KTRA,2021-01-04,1.28,1.29,1.26,1.28,38921,1.2800000000000005,1.337539451852479,1.360736376637041,-0.023196924784562038,-0.012324984752271229
KTRA,2021-01-04,1.28,1.29,1.26,1.28,38921,1.2800000000000005,1.3480011703711114,1.3671952867680042,-0.019194116396892724,-0.009606999744198525
KTRA,2020-12-31,1.34,1.34,1.29,1.2983,18751,1.2983000000000005,1.3603650195294954,1.3741709097094443,-0.013805890179948932,-0.007210220581024976
KTRA,2020-12-30,1.34,1.3648,1.3252,1.3401,14634,1.3401000000000007,1.3716495685348582,1.3802405824862,-0.008591013951341653,-0.005561303181293987
KTRA,2020-12-29,1.4,1.4092,1.3467,1.35,24303,1.350000000000001,1.377385853723014,1.383451829085096,-0.006065975362081755,-0.004803875488782015
KTRA,2020-12-28,1.37,1.41,1.37,1.4,82602,1.4000000000000008,1.3823650998544714,1.3861279754119034,-0.003762875557431933,-0.004488350520457024
KTRA,2020-12-28,1.37,1.41,1.37,1.4,82602,1.4000000000000008,1.3791587543734662,1.3850182134448557,-0.0058594590713894066,-0.004669719261213297
KTRA,2020-12-24,1.36,1.41,1.36,1.4,89954,1.4000000000000008,1.3753694369868237,1.3838196705204442,-0.008450233533620509,-0.0043722843086692696
KTRA,2020-12-23,1.36,1.36,1.32,1.3284,17000,1.3284000000000007,1.3708911528026098,1.38252524416208,-0.011634091359470132,-0.00335279700243146
KTRA,2020-12-22,1.32,1.37,1.32,1.36,14065,1.3600000000000003,1.3786168169485389,1.3868552636950462,-0.008238446746507533,-0.0012824734131717914
KTRA,2020-12-21,1.33,1.39,1.33,1.3401,35709,1.3401000000000007,1.3820016927573635,1.3890036847906495,-0.0070019920332859975,0.0004565199201620885
KTRA,2020-12-18,1.31,1.37,1.31,1.36,47188,1.3600000000000008,1.3896201823496117,1.3929159795739017,-0.003295797224290187,0.00232114790852411
KTRA,2020-12-17,1.4,1.4,1.3438,1.37,17989,1.3700000000000008,1.3950056700495408,1.3955492579398137,-0.0005435878902728675,0.003725384191727628
KTRA,2020-12-16,1.38,1.38,1.35,1.36,18486,1.3600000000000008,1.3995521555130936,1.3975931985749988,0.0019589569380948912,0.004792627212227752
KTRA,2020-12-15,1.39,1.4,1.365,1.38,43466,1.3800000000000006,1.4067434565154742,1.4006006544609986,0.0061428020544755935,0.005501044780760966
KTRA,2020-12-14,1.47,1.47,1.38,1.4,86350,1.4000000000000004,1.4116059031546513,1.4022487068178784,0.0093571963367729,0.00534060546233231
KTRA,2020-12-11,1.56,1.56,1.37,1.4309,209093,1.4309000000000007,1.413716067364588,1.4024286033633089,0.011287464001279446,0.004336457743722162
KTRA,2020-12-10,1.48,1.5,1.46,1.49,34632,1.4900000000000004,1.4105917159763313,1.4001508916323733,0.010440824343957987,0.002598706179332897
KTRA,2020-12-09,1.46,1.46,1.43,1.43,17735,1.4300000000000004,1.396153846153846,1.392962962962963,0.0031908831908831203,0.0006381766381766241
KTRA,2020-12-08,1.41,1.4101,1.38,1.39,27337,1.3900000000000003,1.39,1.39,0.0,0.0
KTRA,2020-12-07,1.37,1.43,1.37,1.39,57435,1.3900000000000003,1.39,1.39,0.0,0.0
