Symbol,Date,Open,High,Low,Close,Volume,MFH SMA,MFH spanTwelveEMA,MFH spanTwntySixEMA,MFH_x,MFH_y
MFH,2021-01-08,4.41,5.94,4.41,5.516,1357231,5.516,3.619354107465016,3.316863672441716,0.3024904350232997,0.1545664633188528
MFH,2021-01-07,3.36,3.95,3.36,3.63,400675,3.630000000000001,3.2745093997313823,3.140932766237053,0.13357663349432913,0.11758547039274103
MFH,2021-01-06,3.4,3.49,3.3132,3.33,59205,3.3300000000000014,3.2098747451370886,3.101807387536017,0.10806735760107113,0.113587679617344
MFH,2021-01-05,3.34,3.37,3.24,3.33,40534,3.3300000000000014,3.188033789707468,3.0835519785388987,0.10448181116856947,0.11496776012141212
MFH,2021-01-04,3.25,3.31,3.2,3.21,36869,3.2100000000000013,3.1622217514724618,3.0638361368220113,0.09838561465045136,0.11758924735962277
MFH,2021-01-04,3.25,3.31,3.2,3.21,36869,3.2100000000000013,3.153534797194728,3.052143027767772,0.10139176942695594,0.12239015553691585
MFH,2020-12-31,3.14,3.1804,3.01,3.0501,95992,3.0501000000000014,3.1432683966846784,3.0395144699891934,0.10375392669548457,0.1276397520644058
MFH,2020-12-30,3.17,3.17,3.01,3.0132,57486,3.0132000000000017,3.160208105172801,3.0386676275883286,0.1215404775844724,0.133611208406636
MFH,2020-12-29,3.15,3.19,3.09,3.09,68868,3.090000000000001,3.186936851567857,3.040705037795396,0.1462318137724603,0.1366288911121769
MFH,2020-12-28,3.36,3.3719,3.08,3.28,102234,3.280000000000001,3.2045617336711025,3.0367614408190278,0.1678002928520752,0.13422816044710595
MFH,2020-12-28,3.36,3.3719,3.08,3.28,102234,3.2800000000000007,3.1908456852476665,3.0173023560845493,0.1735433291631172,0.12583512734586372
MFH,2020-12-24,3.15,3.2986,3.15,3.17,27431,3.1700000000000013,3.1746358098381515,2.9962865445713134,0.17834926526683814,0.11390807689155036
MFH,2020-12-23,3.66,3.8246,3.4,3.6488,97191,3.648800000000002,3.1754786843541787,2.982389468137018,0.1930892162171607,0.0977977797977284
MFH,2020-12-22,3.4,3.78,3.3501,3.72,420620,3.720000000000002,3.089420263327666,2.9290766255879794,0.16034363773968652,0.07397492069287032
MFH,2020-12-21,3.1,3.23,3.0389999999999997,3.23,67824,3.2300000000000018,2.9747694021145143,2.8658027556350176,0.10896664647949672,0.05238274143116627
MFH,2020-12-18,3.29,3.4193,3.2101,3.38,55632,3.3800000000000012,2.928363838862608,2.8366669760858194,0.09169686277678846,0.038236765169083656
MFH,2020-12-17,3.13,3.2229,3.1,3.1226,94019,3.122600000000001,2.8462481732012637,2.7932003341726848,0.05304783902857935,0.024871740767157445
MFH,2020-12-16,3.2,3.2,2.82,2.9862,230747,2.986200000000001,2.796002386510585,2.7668483609064998,0.029154025604085643,0.017827716201802082
MFH,2020-12-15,2.74,2.7899,2.74,2.7592,4728,2.7592000000000017,2.7614210022397816,2.7493002297790192,0.01212077246076282,0.014996138851231305
MFH,2020-12-14,2.73,2.73,2.6,2.6738,21881,2.6738000000000017,2.7618248208288336,2.7485082481613405,0.013316572667493087,0.015714980448848538
MFH,2020-12-11,2.71,2.77,2.67,2.7665,4977,2.7665000000000024,2.777829333706803,2.754484908014248,0.02334442569255524,0.0163145823941874
MFH,2020-12-10,2.7,2.79,2.6965,2.6965,9716,2.6965000000000026,2.7798892125625856,2.7535237006553883,0.026365511907197714,0.014557121569595436
MFH,2020-12-09,2.99,2.99,2.89,2.9286,11430,2.9286000000000025,2.795050887573965,2.758085596707819,0.03696529086614575,0.011605023985194977
MFH,2020-12-08,3.14,3.14,2.87,3.05,104382,3.0500000000000016,2.770769230769231,2.7444444444444445,0.02632478632478641,0.0052649572649572825
MFH,2020-12-07,2.83,2.83,2.71,2.72,20891,2.7200000000000024,2.72,2.72,0.0,0.0
