Symbol,Date,Open,High,Low,Close,Volume,CTIC SMA,CTIC spanTwelveEMA,CTIC spanTwntySixEMA,CTIC_x,CTIC_y
CTIC,2021-01-08,3.5,3.5,3.45,3.48,61893,3.48,3.4220232467524743,3.4040837229675973,0.017939523784876954,0.008547835235289403
CTIC,2021-01-07,3.52,3.59,3.52,3.5892,46984,3.5892000000000004,3.4114820188892883,3.3980104208050053,0.013471598084282554,0.006199913097892513
CTIC,2021-01-06,3.41,3.43,3.38,3.39,44208,3.390000000000001,3.3791696586873403,3.3827152544694057,-0.0035455957820653685,0.004381991851294892
CTIC,2021-01-05,3.41,3.43,3.37,3.43,35251,3.43,3.3772005057214014,3.382132474826958,-0.004931969105556266,0.006363888759634957
CTIC,2021-01-04,3.32,3.3358,3.2322,3.32,74586,3.32,3.3676005976707484,3.3783030728131145,-0.010702475142366552,0.009187853225932874
CTIC,2021-01-04,3.32,3.3358,3.2322,3.32,74586,3.32,3.3762552517927022,3.382967318638164,-0.00671206684546144,0.014160435318007617
CTIC,2020-12-31,3.25,3.27,3.21,3.24,55169,3.2400000000000007,3.386483479391376,3.3880047041292167,-0.0015212247378411092,0.01937856085887499
CTIC,2020-12-30,3.25,3.36,3.25,3.36,51687,3.3600000000000003,3.413116839280717,3.3998450804595537,0.013271758821163273,0.024603507258053905
CTIC,2020-12-29,3.29,3.3339,3.23,3.26,46724,3.26,3.422774446422665,3.403032686896318,0.01974175952634738,0.02743644436727656
CTIC,2020-12-28,3.43,3.48,3.4,3.48,151169,3.4800000000000004,3.452369800317696,3.4144753018480234,0.0378944984696723,0.029360115577508967
CTIC,2020-12-28,3.43,3.48,3.4,3.48,151169,3.4800000000000013,3.4473461276481863,3.4092333259958654,0.03811280165232045,0.027226519854468022
CTIC,2020-12-24,3.45,3.5,3.4,3.48,33674,3.4800000000000013,3.4414090599478566,3.4035719920755345,0.03783706787232166,0.024504949405004806
CTIC,2020-12-23,3.5,3.54,3.43,3.46,57525,3.4600000000000013,3.4343925253929215,3.3974577514415776,0.03693477395134348,0.021171919788175477
CTIC,2020-12-22,3.48,3.55,3.48,3.4967,39568,3.496700000000001,3.429736620918906,3.392454371556904,0.03728224936200286,0.017231206247383363
CTIC,2020-12-21,3.41,3.4444,3.3622,3.425,106719,3.425000000000001,3.41756146108598,3.384114721281456,0.03344673980452395,0.01221844546872871
CTIC,2020-12-18,3.63,3.64,3.54,3.6,54888,3.6000000000000014,3.4162089994652494,3.3808438989839726,0.035365100481276716,0.006911371884779898
CTIC,2020-12-17,3.52,3.52,3.4616,3.48,37721,3.4800000000000018,3.3827924539134773,3.3633114109026905,0.019481043010786347,-0.00020206026434430816
CTIC,2020-12-16,3.57,3.59,3.43,3.48,80098,3.4800000000000018,3.365118354625018,3.3539763237749063,0.011142030850112228,-0.005122836083127083
CTIC,2020-12-15,3.4,3.46,3.4,3.4482,65337,3.4482000000000017,3.3442307827386584,3.343894429676898,0.00033635306175971985,-0.0091890528164368
CTIC,2020-12-14,3.6,3.63,3.5,3.52,103217,3.5200000000000022,3.325327288691141,3.33554998405105,-0.01022269535990894,-0.01157040428598604
CTIC,2020-12-11,3.21,3.22,3.17,3.2,35042,3.2000000000000024,3.2899322502713484,3.3207939827751334,-0.030861732503784545,-0.011907331517505313
CTIC,2020-12-10,3.17,3.205,3.1,3.19,39679,3.1900000000000017,3.3062835685025034,3.330457501397144,-0.02417393289464087,-0.007168731270935393
CTIC,2020-12-09,3.26,3.3,3.17,3.18,99089,3.180000000000003,3.327426035502959,3.341694101508916,-0.01426806600595709,-0.002917430865009134
CTIC,2020-12-08,3.41,3.42,3.3199,3.35,63991,3.3500000000000028,3.3542307692307687,3.3546296296296294,-0.000398860398860279,-7.977207977214463e-05
CTIC,2020-12-07,3.48,3.49,3.3,3.355,169842,3.3550000000000018,3.355,3.355,0.0,0.0
