Symbol,Date,Open,High,Low,Close,Volume,REPH SMA,REPH spanTwelveEMA,REPH spanTwntySixEMA,REPH_x,REPH_y
REPH,2021-01-08,3.07,3.0753,2.99,3.035,36893,3.035,3.007710834799308,2.8894416475544737,0.1182691872448336,0.14353518798620468
REPH,2021-01-07,3.04,3.1,2.92,2.99,47559,2.99,3.0027491683991814,2.8777969793588323,0.12495218904034955,0.14985168817154731
REPH,2021-01-06,3.14,3.2,3.08,3.13,145494,3.13,3.0050671990172138,2.868820737707538,0.1362464613096761,0.15607656295434685
REPH,2021-01-05,3.1,3.1,3.0,3.06,48247,3.06,2.9823521442930714,2.8479263967241413,0.13442574756893055,0.16103408836551464
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9878,2.9682343523463572,2.830960508462072,0.13727384388428465,0.16768617356466076
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9878,2.9646769618638764,2.8184133491390377,0.14626361272483826,0.17528925598475467
REPH,2020-12-31,2.95,2.98,2.81,2.84,136713,2.84,2.9604727731118534,2.8048624170701606,0.15561035604169282,0.18254566679973366
REPH,2020-12-30,2.96,2.968,2.92,2.92,15545,2.92,2.9823769136776446,2.802051410435773,0.1803255032418716,0.18927949448924386
REPH,2020-12-29,3.0,3.04,2.9691,2.995,129863,2.995,2.993718170709944,2.792615523270636,0.2011026474393085,0.19151799230108693
REPH,2020-12-28,3.16,3.2,3.07,3.14,102144,3.14,2.9934851108390244,2.7764247651322864,0.21706034570673796,0.18912182851653161
REPH,2020-12-28,3.16,3.2,3.07,3.14,102144,3.1399999999999992,2.9668460400824834,2.7473387463428693,0.21950729373961408,0.18213719921898
REPH,2020-12-24,3.21,3.21,3.12,3.12,36832,3.12,2.9353635019156625,2.715925846050298,0.2194376558653639,0.17279467558882147
REPH,2020-12-23,3.28,3.29,3.23,3.2675,84769,3.2674999999999987,2.9017932295366924,2.6835999137343225,0.2181933158023699,0.16113393051968575
REPH,2020-12-22,3.0,3.0116,2.84,2.98,132385,2.979999999999998,2.835301089452454,2.6368879068330684,0.19841318261938626,0.1468690841990147
REPH,2020-12-21,3.0,3.0396,2.8853,2.9,121303,2.899999999999999,2.8089921966256286,2.609438939379713,0.1995532572459151,0.13398305959392193
REPH,2020-12-18,3.07,3.1,2.98,3.02,168183,3.0199999999999987,2.792445323284834,2.5861940545300905,0.2062512687547433,0.1175905101809235
REPH,2020-12-17,3.25,3.2935,3.05,3.13,257819,3.1299999999999986,2.751071745700258,2.5514895788924976,0.1995821668077604,0.09542532053746852
REPH,2020-12-16,3.15,3.18,3.06,3.1399,134270,3.139899999999998,2.682175699463941,2.5052087452038974,0.1769669542600436,0.06938610896989554
REPH,2020-12-15,3.4,3.43,3.0,3.0018,631836,3.0017999999999985,2.598953099366476,2.454433444820209,0.14451965454626636,0.04249089764735852
REPH,2020-12-14,3.71,4.07,3.28,3.9759,4520942,3.975899999999999,2.5257082083421984,2.4106441204058258,0.11506408793637267,0.016983708422631447
REPH,2020-12-11,2.13,2.16,2.12,2.13,19885,2.129999999999998,2.2620369734953254,2.2854236500382923,-0.023386676542966445,-0.007536386455803863
REPH,2020-12-10,2.14,2.22,2.14,2.21,12910,2.2099999999999977,2.286043695949021,2.2978575420413554,-0.01181384609233449,-0.0035738139340131068
REPH,2020-12-09,2.25,2.2781,2.23,2.278,56521,2.277999999999998,2.2998698224852068,2.304886145404664,-0.0050163229194568615,-0.0015138058944327605
REPH,2020-12-08,2.3,2.3238,2.26,2.27,42245,2.2699999999999982,2.3038461538461537,2.3070370370370368,-0.0031908831908831203,-0.0006381766381766241
REPH,2020-12-07,2.31,2.38,2.305,2.31,42513,2.3099999999999983,2.31,2.31,0.0,0.0
