Symbol,Date,Open,High,Low,Close,Volume,AEG SMA,AEG spanTwelveEMA,AEG spanTwntySixEMA,AEG_x,AEG_y
AEG,2021-06-25,4.22,4.22,4.21,4.21,14289,4.21,4.335498410297295,4.480315108808647,-0.1448166985113514,-0.11339016965925924
AEG,2021-06-24,4.18,4.2,4.18,4.19,19065,4.19,4.358316303078621,4.501940317513338,-0.1436240144347165,-0.10553353744623617
AEG,2021-06-23,4.17,4.17,4.1672,4.17,21909,4.17,4.388919267274734,4.526895542914405,-0.1379762756396703,-0.09601091819911607
AEG,2021-06-22,4.18,4.19,4.17,4.17,66830,4.17,4.428722770415595,4.555447186347557,-0.126724415931962,-0.0855195788389775
AEG,2021-06-21,4.22,4.221,4.22,4.221,13739,4.221,4.475763274127521,4.586282961255361,-0.11051968712784,-0.07521836956573136
AEG,2021-06-18,4.23,4.23,4.21,4.215,123444,4.215,4.522083869423434,4.6155055981557895,-0.0934217287323555,-0.06639304017520418
AEG,2021-06-17,4.56,4.57,4.56,4.57,32526,4.57,4.577917300227695,4.6475460460082525,-0.069628745780558,-0.05963586803591635
AEG,2021-06-16,4.49,4.49,4.48,4.48,6709,4.48,4.579356809360002,4.653749729688913,-0.0743929203289113,-0.057137648599756154
AEG,2021-06-15,4.49,4.5,4.49,4.5,5237,4.5,4.5974216837890935,4.667649708064026,-0.0702280242749324,-0.05282383066746736
AEG,2021-06-14,4.51,4.52,4.51,4.52,21431,4.52,4.615134717205293,4.681061684709149,-0.0659269675038558,-0.04847278226560108
AEG,2021-06-11,4.52,4.53,4.52,4.53,19417,4.53,4.632431938515346,4.693946619485881,-0.0615146809705349,-0.044109235956037385
AEG,2021-06-10,4.57,4.58,4.57,4.57,9557,4.57,4.6510559273363175,4.707062349044751,-0.0560064217084335,-0.039757874702413
AEG,2021-06-09,4.52,4.53,4.52,4.525,13132,4.525,4.665793368670194,4.718027336968331,-0.0522339682981369,-0.03569573795090788
AEG,2021-06-08,4.55,4.56,4.55,4.56,29324,4.56,4.691392162973866,4.7334695239257965,-0.0420773609519304,-0.0315611803641006
AEG,2021-06-07,4.62,4.62,4.61,4.61,17805,4.61,4.715281647150932,4.747347085839861,-0.0320654386889289,-0.028932135217143124
AEG,2021-06-04,4.72,4.73,4.72,4.73,20839,4.73,4.734423764814737,4.75833485270705,-0.023911087892313,-0.028148809349196658
AEG,2021-06-03,4.74,4.74,4.73,4.7389,13384,4.7389,4.735228085690144,4.760601640923614,-0.0253735552334699,-0.029208239713417572
AEG,2021-06-02,4.77,4.77,4.77,4.77,12861,4.77,4.734560464906535,4.762337772197503,-0.0277773072909681,-0.030166910833404476
AEG,2021-06-01,4.74,4.74,4.74,4.74,29473,4.74,4.728116913071359,4.761724793973303,-0.0336078809019442,-0.030764311719013553
AEG,2021-06-01,4.74,4.74,4.74,4.74,29473,4.74,4.725956351811606,4.763462777491168,-0.0375064256795623,-0.030053419423280884
AEG,2021-05-28,4.71,4.71,4.69,4.69,63844,4.69,4.723402961231898,4.765339799690461,-0.0419368384585636,-0.028190167859210524
AEG,2021-05-27,4.69,4.7,4.69,4.7,44600,4.7,4.729476226910425,4.771366983665698,-0.041890756755273,-0.024753500209372233
AEG,2021-05-26,4.6,4.6,4.58,4.59,67824,4.59,4.734835540894138,4.777076342358954,-0.0422408014648159,-0.020469186072897015
AEG,2021-05-25,4.72,4.72,4.71,4.71,27077,4.71,4.761169275602163,4.792042449747671,-0.0308731741455074,-0.015026282224917292
AEG,2021-05-24,4.69,4.69,4.68,4.68,12711,4.68,4.770472780257101,4.798605845727484,-0.0281330654703824,-0.01106455924476974
AEG,2021-05-21,4.7,4.7,4.7,4.7,15020,4.7,4.786922376667484,4.808094313385682,-0.0211719367181988,-0.006797432688366571
AEG,2021-05-20,4.71,4.71,4.7,4.71,14550,4.71,4.802726445152481,4.816741858456537,-0.0140154133040564,-0.003203806680908727
AEG,2021-05-19,4.73,4.73,4.7164,4.72,16545,4.72,4.8195857988165685,4.82528120713306,-0.005695408316491,-0.0005009050251218027
AEG,2021-05-18,4.87,4.88,4.87,4.88,14277,4.88,4.837692307692308,4.833703703703704,0.0039886039886036,0.0007977207977207357
AEG,2021-05-17,4.83,4.83,4.83,4.83,21806,4.83,4.83,4.83,0.0,0.0
