Symbol,Date,Open,High,Low,Close,Volume,AGEN SMA,AGEN spanTwelveEMA,AGEN spanTwntySixEMA,AGEN_x,AGEN_y
AGEN,2021-06-25,5.45,5.4611,5.42,5.4562,22757,5.4562,5.152881928338004,4.755722345020991,0.3971595833170127,0.3831950095308832
AGEN,2021-06-24,5.46,5.5,5.4501,5.4699,143195,5.4699,5.097733188035822,4.69968413262267,0.3980490554131526,0.3797038660843508
AGEN,2021-06-23,5.18,5.23,5.18,5.2095,41990,5.2095,5.030066494951426,4.638066863232484,0.3919996317189422,0.3751175687521503
AGEN,2021-06-22,5.3,5.35,5.3,5.34,38048,5.34,4.997442221306232,4.5923522122910825,0.405090009015149,0.3708970530104523
AGEN,2021-06-21,5.28,5.3119,5.2784,5.29,45311,5.29,4.935158988816456,4.532540389274369,0.4026185995420865,0.3623488140092779
AGEN,2021-06-18,5.22,5.27,5.2,5.21,285294,5.21,4.870642441328538,4.471943620416319,0.3986988209122195,0.35228136762607565
AGEN,2021-06-17,5.21,5.22,5.14,5.16,129379,5.16,4.808941067024636,4.412899110049625,0.3960419569750115,0.3406770043045397
AGEN,2021-06-16,5.04,5.08,5.0,5.08,22217,5.08,4.745112170120025,4.353131038853594,0.3919811312664309,0.3268357661369217
AGEN,2021-06-15,5.11,5.12,5.1,5.1115,20309,5.1115,4.684223473778212,4.2949815219618825,0.389241951816329,0.3105494248545444
AGEN,2021-06-14,5.16,5.21,5.16,5.2,64856,5.2,4.606536832646977,4.229660043718833,0.3768767889281443,0.29087629311409824
AGEN,2021-06-11,5.07,5.1245,5.0405,5.09,147978,5.09,4.498634438582791,4.15203284721634,0.3466015913664515,0.26937616916058665
AGEN,2021-06-10,5.09,5.0948,5.06,5.0718,33056,5.0718,4.391113427416027,4.076995474993647,0.3141179524223796,0.2500698136091204
AGEN,2021-06-09,4.865,4.96,4.842,4.96,109930,4.96,4.267352232400759,3.997411112993139,0.26994111940762,0.2340577789058056
AGEN,2021-06-08,4.36,4.47,4.36,4.47,144611,4.47,4.141416274655443,3.92040400203259,0.2210122726228527,0.225086943780352
AGEN,2021-06-07,4.03,4.1,4.03,4.07,31353,4.07,4.08167377913825,3.8764363221951976,0.2052374569430526,0.22610561156972678
AGEN,2021-06-04,4.07,4.07,4.0325,4.0461,34749,4.0461,4.083796284436114,3.860951227970814,0.2228450564653004,0.2313226502263953
AGEN,2021-06-03,4.03,4.08,4.0201,4.06,56046,4.06,4.09065015433359,3.846139326208479,0.2445108281251107,0.233442048666669
AGEN,2021-06-02,4.23,4.2863,4.23,4.235,36341,4.235,4.096222909666969,3.8290304723051576,0.2671924373618117,0.23067485380205857
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306,4.36,4.0709907114246,3.79655291008957,0.2744378013350301,0.22154545791212027
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306,4.36,4.018443568047254,3.7514771428967353,0.2669664251505188,0.20832237205639278
AGEN,2021-05-28,4.18,4.24,4.18,4.24,34139,4.24,3.9563423986013,3.702795314328474,0.2535470842728258,0.19366135878286125
AGEN,2021-05-27,4.15,4.19,4.15,4.1682,38113,4.1682,3.9047682892560815,3.659818939474752,0.2449493497813297,0.17868992741037
AGEN,2021-05-26,4.05,4.0528,4.015,4.05,40048,4.05,3.856871614575369,3.619148454632732,0.2377231599426372,0.16212507181763003
AGEN,2021-05-25,4.06,4.08,4.0301,4.039,28537,4.039,3.821757362679982,3.5846803310033506,0.2370770316766313,0.1432255497863782
AGEN,2021-05-24,4.2256,4.25,4.22,4.22,53607,4.22,3.782258701349069,3.5483347574836186,0.2339239438654505,0.11976267931381489
AGEN,2021-05-21,4.24,4.25,4.23,4.241,90732,4.241,3.7026693743216272,3.4946015380823083,0.2080678362393189,0.09122236317590596
AGEN,2021-05-20,4.16,4.28,4.1338,4.2629,172004,4.2629,3.604791078743741,3.434889661128893,0.1699014176148483,0.06201099491005271
AGEN,2021-05-19,4.0,4.08,3.9876,4.0,668005,4.0,3.485134911242604,3.368648834019204,0.1164860772233993,0.03503838923385391
AGEN,2021-05-18,4.22,4.23,4.1573,4.1699,762213,4.1699,3.391523076923077,3.3181407407407404,0.0733823361823367,0.014676467236467339
AGEN,2021-05-17,3.26,3.27,3.22,3.25,90496,3.25,3.25,3.25,0.0,0.0
