Symbol,Date,Open,High,Low,Close,Volume,ATOS SMA,ATOS spanTwelveEMA,ATOS spanTwntySixEMA,ATOS_x,ATOS_y
ATOS,2021-06-25,8.01,8.09,8.01,8.0865,214240,8.0865,5.953269810358147,5.040161078115673,0.913108732242474,0.6190687951525384
ATOS,2021-06-24,7.2814,7.34,7.2,7.324,250136,7.324,5.565409775877811,4.796453964364927,0.7689558115128836,0.5455588108800545
ATOS,2021-06-23,6.59,6.77,6.55,6.68,543889,6.68,5.245666098764685,4.594250281514122,0.6514158172505633,0.48970956072184724
ATOS,2021-06-22,6.25,6.26,6.155,6.17,351290,6.17,4.9848781167219,4.427390304035252,0.5574878126866478,0.44928299658966814
ATOS,2021-06-21,5.6,5.69,5.6,5.66,261539,5.66,4.769401410671335,4.287981528358072,0.4814198823132631,0.4222317925654232
ATOS,2021-06-18,5.1282,5.2164,5.08,5.2099,152808,5.2099,4.60747439442976,4.1782200506267175,0.4292543438030423,0.4074347701284632
ATOS,2021-06-17,4.66,4.66,4.62,4.63,81337,4.63,4.497942466144262,4.095685654676855,0.4022568114674065,0.4019798767098184
ATOS,2021-06-16,4.64,4.67,4.625,4.6615,59104,4.6615,4.473932005443219,4.052940507051004,0.4209914983922145,0.4019106430204213
ATOS,2021-06-15,4.63,4.66,4.57,4.6518,423818,4.6518,4.439828733705622,4.004255747615084,0.4355729860905377,0.39714042917747294
ATOS,2021-06-14,4.41,4.43,4.36,4.37,588454,4.37,4.401288503470281,3.952452207424291,0.4488362960459895,0.3875322899492067
ATOS,2021-06-11,4.48,4.49,4.2,4.2601,657517,4.2601,4.406977322283059,3.919048384018234,0.4879289382648251,0.3722062884250109
ATOS,2021-06-10,4.15,4.3,4.14,4.2901,513394,4.2901,4.433682289970888,3.8917642547396927,0.5419180352311956,0.34327562596505734
ATOS,2021-06-09,5.57,5.8,5.57,5.7869,608973,5.7869,4.459788160874686,3.859897395118868,0.5998907657558177,0.29361502364852277
ATOS,2021-06-08,6.3,6.48,6.22,6.4799,549246,6.4799,4.218495099215538,3.7057371867283777,0.5127579124871602,0.21704608812169904
ATOS,2021-06-07,4.9,4.97,4.9,4.97,261346,4.97,3.807330571800181,3.483804161666648,0.3235264101335335,0.14311813203033374
ATOS,2021-06-04,4.5453,4.59,4.5453,4.5797,181734,4.5797,3.5959361303093056,3.3649084945999794,0.2310276357093261,0.09801606250453401
ATOS,2021-06-03,3.94,3.96,3.92,3.9501,139295,3.9501,3.417069972183725,3.2677251741679783,0.1493447980157469,0.06476316920333597
ATOS,2021-06-02,3.99,4.0,3.97,3.991,225175,3.991,3.320155421671675,3.213135188101417,0.1070202335702581,0.04361776200023321
ATOS,2021-06-01,3.32,3.34,3.32,3.34,140205,3.34,3.1981836801574346,3.1509060031495304,0.0472776770079041,0.02776714410772697
ATOS,2021-06-01,3.32,3.34,3.32,3.34,140205,3.34,3.172398894731514,3.135778483401493,0.0366204113300212,0.022889510882682665
ATOS,2021-05-28,3.16,3.2,3.16,3.195,54406,3.195,3.14192596650088,3.119440762073612,0.0224852044272676,0.019456785770848015
ATOS,2021-05-27,3.14,3.16,3.13,3.16,31109,3.16,3.1322761422283127,3.113396023039501,0.0188801191888114,0.018699681106743107
ATOS,2021-05-26,3.0,3.01,2.96,2.97,236770,2.97,3.1272354408152787,3.109667704882661,0.0175677359326171,0.018654571586225896
ATOS,2021-05-25,3.17,3.19,3.16,3.18,78568,3.18,3.155823702781693,3.120841121273274,0.034982581508419,0.018926280499627964
ATOS,2021-05-24,3.24,3.26,3.23,3.238,77891,3.238,3.151428012378364,3.116108410975136,0.0353196014032284,0.014912205247430192
ATOS,2021-05-21,3.26,3.3,3.26,3.29,55069,3.29,3.1356876509926126,3.1063570838531467,0.0293305671394659,0.009810356208480742
ATOS,2021-05-20,3.27,3.27,3.24,3.25,29518,3.25,3.1076308602639964,3.0916656505613984,0.0159652097025979,0.004930303475734448
ATOS,2021-05-19,3.09,3.1,3.0,3.0113,422689,3.0113,3.0817455621301777,3.07899890260631,0.0027466595238676,0.0021715769190185697
ATOS,2021-05-18,3.27,3.3,3.1804,3.2021,328889,3.2021,3.0945538461538464,3.084414814814815,0.0101390313390314,0.002027806267806298
ATOS,2021-05-17,3.17,3.18,3.06,3.075,532580,3.075,3.075,3.075,0.0,0.0
