Symbol,Date,Open,High,Low,Close,Volume,AAU SMA,AAU spanTwelveEMA,AAU spanTwntySixEMA,AAU_x,AAU_y
AAU,2021-01-19,0.56,0.565,0.5531,0.5532,143790,0.5532,0.5529302437019441,0.5644220733967878,-0.011491829694843749,-0.02749638434760996
AAU,2021-01-15,0.63,0.6369,0.5951,0.6011989999999999,702350,0.6011989999999999,0.5528811971022976,0.5653198392685309,-0.01243864216623336,-0.03149752301080151
AAU,2021-01-14,0.63,0.6324,0.61,0.6161,518889,0.6161,0.5440961420299879,0.5624495064100135,-0.018353364380025442,-0.036262243221943546
AAU,2021-01-13,0.616,0.621,0.5902,0.5914,545277,0.5914,0.5310045314899858,0.5581574669228145,-0.027152935432828703,-0.040739462932423046
AAU,2021-01-12,0.5204,0.57,0.514,0.5598989999999999,1153253,0.5598989999999998,0.5200235372154378,0.5554980642766397,-0.03547452706120191,-0.04413609480732163
AAU,2021-01-11,0.501,0.5046,0.49,0.5,254747,0.4999999999999998,0.5127734530727901,0.5551459894187709,-0.042372536345980816,-0.046301486743851546
AAU,2021-01-08,0.5394,0.5394,0.5027,0.5029,467641,0.5028999999999999,0.5150958990860246,0.5595576685722726,-0.044461769486248026,-0.047283724343319226
AAU,2021-01-07,0.5425,0.545,0.5076,0.5123,329828,0.5122999999999999,0.5173133352834836,0.5640902820580544,-0.046776946774570886,-0.04798921305758702
AAU,2021-01-06,0.52,0.528,0.5101,0.528,400449,0.5279999999999998,0.5182248507895715,0.5682335046226987,-0.05000865383312725,-0.048292279628341046
AAU,2021-01-05,0.49,0.4942,0.4859,0.4942,280055,0.4941999999999998,0.5164475509331299,0.5714521849925146,-0.055004634059384716,-0.04786318607714449
AAU,2021-01-04,0.4789,0.4887,0.4751,0.4858,304898,0.4857999999999998,0.5204925601936989,0.5776323597919157,-0.0571397995982168,-0.04607782408158443
AAU,2021-01-04,0.4789,0.4887,0.4751,0.4858,304898,0.4857999999999998,0.5268002984107351,0.5849789485752691,-0.05817865016453394,-0.043312330202426336
AAU,2020-12-31,0.465,0.48,0.4611,0.4611,189271,0.4610999999999998,0.5342548981217777,0.5929132644612904,-0.05865836633951271,-0.0395957502118994
AAU,2020-12-30,0.46,0.4699,0.46,0.468713,161308,0.4687129999999998,0.5475557886893737,0.6034583256181936,-0.055902536928819864,-0.034830096179996065
AAU,2020-12-29,0.475,0.485,0.467,0.4775,213577,0.4774999999999998,0.5618908411783508,0.6142379516676489,-0.0523471104892983,-0.029561985992790113
AAU,2020-12-28,0.49,0.491,0.4835,0.4863,217830,0.4862999999999998,0.5772346304835054,0.6251769878010609,-0.047942357317555466,-0.02386570486866309
AAU,2020-12-28,0.49,0.491,0.4835,0.4863,217830,0.4862999999999998,0.5937681996623246,0.6362871468251459,-0.04251894716282123,-0.017846541756439994
AAU,2020-12-24,0.515,0.5155,0.5051,0.509799,304981,0.5097989999999999,0.6133078723282018,0.6482861185711576,-0.034978246242955764,-0.011678440404844686
AAU,2020-12-23,0.49,0.493,0.486,0.4899,352286,0.4898999999999999,0.6321276672969658,0.6593650880568501,-0.02723742075988433,-0.005853488945316917
AAU,2020-12-22,0.5,0.5001,0.48,0.48749899999999996,1188457,0.4874989999999999,0.6579872431691414,0.6729222951013981,-0.014935051932256747,-0.0005075059916750621
AAU,2020-12-21,0.75,0.75,0.53,0.585,1195342,0.585,0.6889851055635308,0.68775615870951,0.0012289468540207515,0.0030993804934703597
AAU,2020-12-18,0.8059999999999999,0.8059999999999999,0.7722,0.7761,204579,0.7761,0.7078914883932637,0.6959766514062709,0.011914836986992805,0.003566988903332762
AAU,2020-12-17,0.74,0.7485,0.7390000000000001,0.741,74190,0.7410000000000001,0.6954899408284024,0.6895667835187724,0.0059231573096300005,0.001480026882417751
AAU,2020-12-16,0.6992,0.72,0.695,0.7049,244609,0.7049,0.6872153846153847,0.6854521262002743,0.0017632584151103805,0.00036924427561468853
AAU,2020-12-15,0.675,0.6969,0.675,0.6851,90217,0.6851000000000002,0.684,0.6838962962962962,0.00010370370370382798,2.0740740740765595e-05
AAU,2020-12-14,0.69,0.69,0.6804,0.6838,60796,0.6838,0.6838,0.6838,0.0,0.0
