Symbol,Date,Open,High,Low,Close,Volume,CTIC SMA,CTIC spanTwelveEMA,CTIC spanTwntySixEMA,CTIC_x,CTIC_y
CTIC,2021-01-19,3.22,3.23,3.1724,3.2,29107,3.2,3.3788081899783635,3.4157008885566884,-0.03689269857832445,-0.02373745925342697
CTIC,2021-01-15,3.28,3.39,3.28,3.3714,41485,3.3714000000000004,3.41131876997443,3.432956959641224,-0.02163818966679365,-0.020448649422202488
CTIC,2021-01-14,3.3,3.33,3.27,3.325,24852,3.3250000000000006,3.4185767281515997,3.4378815164125216,-0.0193047882609223,-0.020151264361054584
CTIC,2021-01-13,3.36,3.37,3.26,3.37,108542,3.37,3.4355906787246173,3.446912037725523,-0.011321359000905584,-0.020362883386087768
CTIC,2021-01-12,3.5,3.5399,3.4697,3.505,52662,3.505,3.4475162566745468,3.453065000743565,-0.005548744069017618,-0.02262326448238331
CTIC,2021-01-11,3.4,3.5,3.37,3.475,65233,3.4750000000000005,3.4370646669790106,3.44891020080305,-0.0118455338240393,-0.02689189458572462
CTIC,2021-01-08,3.5,3.5,3.45,3.48,61893,3.48,3.4301673337024674,3.446823016867293,-0.016655683164826133,-0.030653484776145948
CTIC,2021-01-07,3.52,3.59,3.52,3.5892,46984,3.5892000000000004,3.4211068489210983,3.4441688582166767,-0.02306200929557933,-0.03415293517897601
CTIC,2021-01-06,3.41,3.43,3.38,3.39,44208,3.390000000000001,3.3905444578158432,3.432566366874011,-0.04202190905816794,-0.0369256666498254
CTIC,2021-01-05,3.41,3.43,3.37,3.43,35251,3.43,3.3906434501459963,3.435971676223932,-0.04532822607793552,-0.03565160604773976
CTIC,2021-01-04,3.32,3.3358,3.2322,3.32,74586,3.32,3.383487713808905,3.4364494103218464,-0.0529616965129418,-0.03323245104019082
CTIC,2021-01-04,3.32,3.3358,3.2322,3.32,74586,3.32,3.3950309345014333,3.4457653631475935,-0.05073442864616107,-0.028300139672003184
CTIC,2020-12-31,3.25,3.27,3.21,3.24,55169,3.2400000000000007,3.4086729225926025,3.4558265921994016,-0.04715366960679912,-0.022691567428463934
CTIC,2020-12-30,3.25,3.36,3.25,3.36,51687,3.3600000000000003,3.4393407267003484,3.4730927195753534,-0.03375199287500541,-0.016576041883880132
CTIC,2020-12-29,3.29,3.3339,3.23,3.26,46724,3.26,3.453766313373139,3.4821401371413825,-0.0283738237682436,-0.012282054136098921
CTIC,2020-12-28,3.43,3.48,3.4,3.48,151169,3.4800000000000004,3.4889965521682558,3.4999113481126933,-0.010914795944437559,-0.00825911172806275
CTIC,2020-12-28,3.43,3.48,3.4,3.48,151169,3.4800000000000013,3.4906322889261205,3.5015042559617084,-0.010871967035588348,-0.007595190673969047
CTIC,2020-12-24,3.45,3.5,3.4,3.48,33674,3.4800000000000013,3.492565432367233,3.503224596438645,-0.010659164071411986,-0.006775996583564332
CTIC,2020-12-23,3.5,3.54,3.43,3.46,57525,3.4600000000000013,3.4948500564340033,3.505082564153737,-0.010232507719734052,-0.005805204711602418
CTIC,2020-12-22,3.48,3.55,3.48,3.4967,39568,3.496700000000001,3.5011864303310936,3.508689169286036,-0.007502738954941802,-0.00469837895956962
CTIC,2020-12-21,3.41,3.4444,3.3622,3.425,106719,3.425000000000001,3.502002144936748,3.5096483028289187,-0.007646157892171156,-0.0039972889607264635
CTIC,2020-12-18,3.63,3.64,3.54,3.6,54888,3.6000000000000014,3.5160025349252475,3.5164201670552324,-0.0004176321299849128,-0.003085071727865401
CTIC,2020-12-17,3.52,3.52,3.4616,3.48,37721,3.4800000000000018,3.50073026854802,3.5097337804196513,-0.009003511871631176,-0.0037519316273355234
CTIC,2020-12-16,3.57,3.59,3.43,3.48,80098,3.4800000000000018,3.5044994082840235,3.5121124828532237,-0.007613074569199795,-0.00243903656626161
CTIC,2020-12-15,3.4,3.46,3.4,3.4482,65337,3.4482000000000017,3.5089538461538465,3.5146814814814813,-0.005727635327635205,-0.0011455270655269523
CTIC,2020-12-14,3.6,3.63,3.5,3.52,103217,3.5200000000000022,3.52,3.52,0.0,0.0
