Symbol,Date,Open,High,Low,Close,Volume,REPH SMA,REPH spanTwelveEMA,REPH spanTwntySixEMA,REPH_x,REPH_y
REPH,2021-01-19,2.99,3.0,2.97,2.97,25810,2.97,2.989916128343613,3.1383952912124475,-0.14847916286883445,-0.17471915501364302
REPH,2021-01-15,2.95,2.97,2.91,2.96,49531,2.9599999999999995,2.9935372425879065,3.151866914509444,-0.1583296719215368,-0.18127915304984515
REPH,2021-01-14,2.97,2.97,2.86,2.91,32415,2.91,2.999634923058436,3.1672162676701987,-0.16758134461176374,-0.18701652333192212
REPH,2021-01-13,2.88,2.93,2.82,2.8537,89757,2.853699999999999,3.0159321817963334,3.1877935690838157,-0.17186138728748235,-0.19187531801196192
REPH,2021-01-12,3.04,3.04,2.93,2.9686,133076,2.9685999999999986,3.045428942122939,3.2145210546105205,-0.1690921124875815,-0.1968788006930818
REPH,2021-01-11,2.95,3.03,2.95,3.01,61076,3.0099999999999985,3.0593978406907465,3.2341947389793617,-0.1747968982886161,-0.2038254727444569
REPH,2021-01-08,3.07,3.0753,2.99,3.035,36893,3.0349999999999984,3.068379266270882,3.252130318097711,-0.18375105182682905,-0.2110826163584173
REPH,2021-01-07,3.04,3.1,2.92,2.99,47559,2.9899999999999984,3.074448223774678,3.269500743545528,-0.19505251977084948,-0.21791550749131436
REPH,2021-01-06,3.14,3.2,3.08,3.13,145494,3.129999999999998,3.0898024462791653,3.2918608030291696,-0.20205835675000428,-0.22363125442143045
REPH,2021-01-05,3.1,3.1,3.0,3.06,48247,3.0599999999999983,3.0824938001481046,3.304809667271503,-0.2223158671233985,-0.22902447883928695
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9877999999999982,3.0865835819932146,3.3243944406532235,-0.2378108586600089,-0.23070163176825903
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9877999999999982,3.1045442332647077,3.3513219959054816,-0.24677776264077345,-0.2289243250453215
REPH,2020-12-31,2.95,2.98,2.81,2.84,136713,2.839999999999998,3.1257704574946548,3.38040375557792,-0.25463329808326485,-0.2244609656464584
REPH,2020-12-30,2.96,2.968,2.92,2.92,15545,2.919999999999998,3.177728722493684,3.423636056024153,-0.24590733353046976,-0.2169178825372567
REPH,2020-12-29,3.0,3.04,2.9691,2.995,129863,2.9949999999999983,3.224588490219808,3.4639269405060857,-0.23933845028627765,-0.20967051978895362
REPH,2020-12-28,3.16,3.2,3.07,3.14,102144,3.1399999999999983,3.266331852077955,3.5014410957465727,-0.2351092436686177,-0.2022535371646226
REPH,2020-12-28,3.16,3.2,3.07,3.14,102144,3.139999999999997,3.2893012797284924,3.5303563834062985,-0.2410551036778061,-0.19403961053862379
REPH,2020-12-24,3.21,3.21,3.12,3.12,36832,3.1199999999999983,3.316446966951855,3.5615848940788024,-0.24513792712694735,-0.18228573725382816
REPH,2020-12-23,3.28,3.29,3.23,3.2675,84769,3.2674999999999974,3.3521645973067384,3.5969116856051064,-0.24474708829836844,-0.16657268978554834
REPH,2020-12-22,3.0,3.0116,2.84,2.98,132385,2.979999999999997,3.367558160453417,3.623264620453515,-0.2557064600000976,-0.14702909015734345
REPH,2020-12-21,3.0,3.0396,2.8853,2.9,121303,2.899999999999997,3.438023280535857,3.674725790089796,-0.2367025095539388,-0.11985974769665479
REPH,2020-12-18,3.07,3.1,2.98,3.02,168183,3.0199999999999974,3.5358456951787405,3.73670385329698,-0.2008581581182396,-0.0906490572323338
REPH,2020-12-17,3.25,3.2935,3.05,3.13,257819,3.129999999999997,3.629635821574875,3.7940401615607375,-0.16440433998586326,-0.06309678201085733
REPH,2020-12-16,3.15,3.18,3.06,3.1399,134270,3.1398999999999964,3.720478698224853,3.847163374485597,-0.12668467626074476,-0.037769892517106086
REPH,2020-12-15,3.4,3.43,3.0,3.0018,631836,3.0017999999999967,3.8260384615384617,3.903744444444445,-0.07770598290598317,-0.015541196581196638
REPH,2020-12-14,3.71,4.07,3.28,3.9759,4520942,3.975899999999997,3.9759,3.9759,0.0,0.0
