Symbol,Date,Open,High,Low,Close,Volume,LXRX SMA,LXRX spanTwelveEMA,LXRX spanTwntySixEMA,LXRX_x,LXRX_y
LXRX,2020-12-03,1.56,1.57,1.53,1.57,98423,1.57,1.5198018116455243,1.4285961947303982,0.09120561691512608,0.0923196253672082
LXRX,2020-12-02,1.48,1.53,1.44,1.5,302389,1.5000000000000002,1.5106748683083469,1.41728389030883,0.093390977999517,0.09259812748022872
LXRX,2020-12-01,1.54,1.56,1.52,1.5316,253625,1.5316,1.5126157534553193,1.4106666015335363,0.10194915192178278,0.0923999148504067
LXRX,2020-11-30,1.59,1.62,1.57,1.5786,320383,1.5785999999999998,1.5091640722653772,1.4009919296562194,0.10817214260915776,0.09001260558256263
LXRX,2020-11-27,1.65,1.66,1.59,1.6218,329673,1.6217999999999997,1.4965393581318094,1.3867832840287169,0.10975607410309253,0.08547272132591385
LXRX,2020-11-27,1.65,1.66,1.59,1.6218,329673,1.6218,1.4737646959739563,1.3679819467510144,0.10578274922294197,0.0794018831316192
LXRX,2020-11-25,1.62,1.64,1.55,1.6,408000,1.6,1.4468491861510393,1.3476765024910955,0.09917268365994357,0.0728066666087885
LXRX,2020-11-24,1.48,1.49,1.45,1.46,207275,1.46,1.4190035836330466,1.327490622690383,0.09151296094266326,0.06621516234599967
LXRX,2020-11-23,1.49,1.5,1.44,1.4534,384289,1.4534000000000002,1.411549689748146,1.316889872505614,0.09465981724253192,0.05989071269683371
LXRX,2020-11-20,1.53,1.56,1.48,1.5019999999999998,384058,1.5019999999999998,1.403940542429627,1.3059690623060631,0.09797148012356403,0.051198436560409094
LXRX,2020-11-19,1.57,1.58,1.49,1.51,764881,1.5100000000000002,1.3861115501441044,1.2902865872905478,0.09582496285355636,0.039505175669620404
LXRX,2020-11-18,1.8,1.815,1.65,1.65,2690293,1.65,1.3635863774430323,1.272709514273792,0.09087686316924047,0.025425228873636362
LXRX,2020-11-17,2.25,2.38,1.88,1.95,36859392,1.95,1.3115111733417657,1.2425262754156952,0.06898489792607032,0.009062320299735388
LXRX,2020-11-16,1.28,1.31,1.27,1.285,77966,1.2850000000000004,1.195422295767541,1.1859283774489509,0.009493918318590257,-0.005918324106848402
LXRX,2020-11-13,1.23,1.23,1.19,1.2101,72206,1.2101000000000004,1.1791354404525487,1.1780026476448668,0.0011327928076818596,-0.009771384713208067
LXRX,2020-11-12,1.25,1.26,1.23,1.23,51671,1.2300000000000002,1.1735055205348304,1.1754348594564563,-0.0019293389216259449,-0.012497429093430547
LXRX,2020-11-11,1.29,1.29,1.225,1.235,151521,1.2350000000000003,1.1632337969957085,1.1710696482129728,-0.007835851217264267,-0.015139451636381696
LXRX,2020-11-10,1.17,1.23,1.1666,1.2234,162467,1.2234,1.1501853964494737,1.1659552200700103,-0.015769823620536805,-0.016965351741161053
LXRX,2020-11-09,1.03,1.14,1.03,1.14,241796,1.14,1.136873650349378,1.1613596376756117,-0.024485987326233527,-0.017264233771317167
LXRX,2020-11-06,1.11,1.1245,1.069,1.09,107673,1.09,1.136305223140174,1.1630684086896603,-0.026763185549486312,-0.015458795382588018
LXRX,2020-11-05,1.11,1.13,1.08,1.1,50088,1.1000000000000003,1.1447243546202055,1.1689138813848332,-0.024189526764627708,-0.012632697840863443
LXRX,2020-11-04,1.1,1.13,1.1,1.11,37729,1.1100000000000003,1.152856055460243,1.1744269918956198,-0.021570936435376886,-0.009743490609922374
LXRX,2020-11-03,1.06,1.11,1.06,1.1001,165520,1.1001000000000003,1.1606480655439235,1.1795811512472694,-0.018933085703345842,-0.006786629153558746
LXRX,2020-11-02,1.09,1.09,1.05,1.075,109870,1.0750000000000004,1.1716568047337277,1.1859396433470508,-0.014282838613323134,-0.0037500150161119718
LXRX,2020-10-30,1.15,1.16,1.125,1.13,84792,1.13,1.1892307692307689,1.1948148148148148,-0.005584045584045683,-0.001116809116809181
LXRX,2020-10-29,1.25,1.25,1.16,1.2,200545,1.2000000000000002,1.2,1.2,0.0,0.0
