Symbol,Date,Open,High,Low,Close,Volume,PIXY SMA,PIXY spanTwelveEMA,PIXY spanTwntySixEMA,PIXY_x,PIXY_y
PIXY,2020-12-03,2.33,2.365,2.31,2.315,21071,2.315,2.386245072054772,2.316048220195696,0.07019685185907587,0.08093090358352263
PIXY,2020-12-02,2.36,2.41,2.32,2.34,24726,2.3399999999999994,2.399198721519276,2.316132077811352,0.08306664370792394,0.0836144165146342
PIXY,2020-12-01,2.43,2.47,2.41,2.4578,32006,2.4578,2.4099621254318717,2.3142226440362594,0.0957394813956114,0.08375135971631176
PIXY,2020-11-30,2.51,2.5205,2.35,2.44,123646,2.44,2.4012643300558483,2.302736455559161,0.09852787449668687,0.08075432929648661
PIXY,2020-11-27,2.49,2.51,2.48,2.485,27060,2.485,2.3942214809750935,2.2917553720038937,0.10246610897119934,0.07631094299643643
PIXY,2020-11-27,2.49,2.51,2.48,2.485,27060,2.485,2.3777162956978373,2.276295801764205,0.10142049393363184,0.06977215150274557
PIXY,2020-11-25,2.54,2.54,2.48,2.4802,40843,2.4801999999999995,2.3582101676428984,2.259599465905342,0.09861070173755636,0.06186006589502389
PIXY,2020-11-24,2.62,2.62,2.46,2.6145,132082,2.6145,2.3360301981234253,2.241951423177769,0.0940787749456562,0.05267240693439076
PIXY,2020-11-23,2.52,2.58,2.5,2.55,57699,2.5499999999999994,2.285399325054957,2.2121475370319907,0.07325178802296639,0.04232081493157439
PIXY,2020-11-20,2.43,2.43,2.38,2.42,40438,2.419999999999999,2.2372901114285857,2.18511933999455,0.05217077143403559,0.03458807165872639
PIXY,2020-11-19,2.25,2.29,2.2165,2.27,17817,2.27,2.2040701316883284,2.1663288871941138,0.03774124449421468,0.03019239671489909
PIXY,2020-11-18,2.28,2.29,2.25,2.2634,30599,2.2633999999999994,2.1920828829043884,2.158035198169643,0.034047684734745065,0.028305184770070192
PIXY,2020-11-17,2.23,2.2463,2.18,2.2006,33789,2.2006,2.179116134341549,2.149606014023214,0.029510120318335,0.026869559778901358
PIXY,2020-11-16,2.2,2.2636,2.2,2.22,30868,2.22,2.175209976949104,2.1455264951450714,0.02968348180403213,0.026209419644042945
PIXY,2020-11-13,2.15,2.17,2.15,2.16,41231,2.1600000000000006,2.1670663363943947,2.1395686147566773,0.02749772163771746,0.025340904104045537
PIXY,2020-11-12,2.21,2.21,2.1489,2.15,31128,2.1500000000000004,2.16835112482974,2.1379341039372117,0.03041702089252807,0.02480169972062755
PIXY,2020-11-11,2.28,2.2823,2.18,2.21,59879,2.2100000000000004,2.1716876929806013,2.1369688322521885,0.03471886072841324,0.023397869427652422
PIXY,2020-11-10,2.28,2.2892,2.2213,2.25,18910,2.250000000000001,2.1647218189770743,2.1311263388323627,0.033595480144711136,0.020567621602462328
PIXY,2020-11-09,2.2,2.29,2.18,2.23,64604,2.2300000000000004,2.149216695154724,2.1216164459389524,0.027600249215771644,0.017310656966900012
PIXY,2020-11-06,2.1699,2.1752,2.13,2.13,31455,2.1300000000000003,2.134528821546492,2.112945761614069,0.021583059932423158,0.014738258904682104
PIXY,2020-11-05,2.13,2.19,2.1243,2.19,28566,2.1900000000000004,2.135352243645854,2.1115814225431944,0.02377082110265949,0.01302705864774684
PIXY,2020-11-04,2.14,2.18,2.1267,2.13,19819,2.1300000000000003,2.1254162879451,2.10530793634665,0.02010835159845037,0.010341118034018677
PIXY,2020-11-03,2.17,2.26,2.17,2.22,55162,2.2200000000000006,2.1245828857533,2.103332571254382,0.021250314498918232,0.007899309642910753
PIXY,2020-11-02,2.11,2.14,2.08,2.1301,113160,2.130100000000001,2.1072343195266274,2.0939991769547324,0.013235142571895064,0.004561558428908992
PIXY,2020-10-30,2.21,2.23,2.133,2.23,52527,2.230000000000001,2.103076923076923,2.0911111111111107,0.011965811965811923,0.002393162393162474
PIXY,2020-10-29,2.142,2.142,2.02,2.08,79928,2.0800000000000005,2.08,2.08,0.0,0.0
