Symbol,Date,Open,High,Low,Close,Volume,GLOG SMA,GLOG spanTwelveEMA,GLOG spanTwntySixEMA,GLOG_x,GLOG_y
GLOG,2020-12-03,3.05,3.1,3.0,3.0233,38980,3.0233,2.9938695455157043,2.8429574945476266,0.1509120509680777,0.15228960359825988
GLOG,2020-12-02,2.92,2.96,2.915,2.93,50211,2.9300000000000006,2.9885185537912866,2.8285300941114366,0.15998845967984998,0.15263399175580541
GLOG,2020-12-01,3.04,3.0995,3.0001,3.045,90961,3.0450000000000004,2.999158290844248,2.820412501640352,0.1787457892038966,0.15079537477479427
GLOG,2020-11-30,3.22,3.22,3.15,3.19,63642,3.1900000000000004,2.990823434634112,2.8024455017715795,0.18837793286253213,0.14380777116751892
GLOG,2020-11-27,3.16,3.16,3.05,3.1413,172642,3.1413000000000006,2.9546095136584962,2.7714411419133063,0.18316837174519,0.1326652307437655
GLOG,2020-11-27,3.16,3.16,3.05,3.1413,172642,3.1413,2.9206657888691314,2.7418524332663705,0.1788133556027609,0.12003944549340936
GLOG,2020-11-25,3.13,3.14,3.05,3.1,129235,3.1000000000000005,2.8805504777544284,2.70989662792768,0.17065384982674825,0.10534596796607149
GLOG,2020-11-24,3.18,3.188,3.01,3.1,339123,3.100000000000001,2.84065056461887,2.678688358161894,0.1619622064569759,0.08901899750090228
GLOG,2020-11-23,3.07,3.23,3.06,3.23,211444,3.2300000000000013,2.7934961218223004,2.644983426814846,0.1485126950074549,0.07078319526188387
GLOG,2020-11-20,2.96,3.02,2.96,2.9863,71496,2.9863000000000004,2.7141317803354466,2.598182100960034,0.11594967937541245,0.05135082032549122
GLOG,2020-11-19,2.89,2.935,2.83,2.93,58372,2.9300000000000006,2.664646649487346,2.567132669036837,0.0975139804505094,0.03520110556301092
GLOG,2020-11-18,2.96,3.01,2.96,2.9969,108851,2.996900000000001,2.616400585757773,2.538103282559784,0.07829730319798944,0.019622886841136406
GLOG,2020-11-17,2.84,2.89,2.76,2.805,126704,2.8050000000000006,2.547218874077368,2.5013995451645665,0.045819328912801716,0.004954282751923256
GLOG,2020-11-16,2.74,2.79,2.68,2.72,234019,2.72,2.500349578455072,2.477111508777732,0.02323806967733999,-0.005261978788296248
GLOG,2020-11-13,2.52,2.57,2.45,2.5601,133466,2.5601,2.460413138174176,2.45768042947995,0.002732708694225483,-0.012386990904705417
GLOG,2020-11-12,2.56,2.56,2.48,2.5,118208,2.5000000000000004,2.442288254205844,2.4494868638383465,-0.007198609632502517,-0.016166915804438253
GLOG,2020-11-11,2.61,2.61,2.47,2.545,123659,2.545,2.4317952095159976,2.4454458129454144,-0.01365060342941682,-0.018408992347422184
GLOG,2020-11-10,2.51,2.53,2.4,2.41,255460,2.41,2.4112125203370884,2.437481477981048,-0.0262689576439592,-0.019598589576923526
GLOG,2020-11-09,2.4,2.6183,2.37,2.45,522335,2.45,2.4114329785801947,2.4396799962195312,-0.028247017639336125,-0.017930997560164495
GLOG,2020-11-06,2.32,2.35,2.3,2.319,159876,2.319,2.4044207928675028,2.4388543959170943,-0.034433603049590644,-0.015351992540371475
GLOG,2020-11-05,2.32,2.32,2.27,2.29,143280,2.29,2.41995184611614,2.448442747590461,-0.028490901474321095,-0.010581589913066458
GLOG,2020-11-04,2.39,2.39,2.3,2.35,152027,2.3500000000000005,2.443579454500893,2.4611181673976983,-0.017538712896804753,-0.006104262022752799
GLOG,2020-11-03,2.45,2.465,2.43,2.435,100006,2.435,2.4605939007737825,2.4700076207895143,-0.009413720015731377,-0.0032456493042396987
GLOG,2020-11-02,2.4,2.45,2.37,2.3968,83417,2.3968,2.4652473372781065,2.472808230452675,-0.007560893174568317,-0.0017036316263666685
GLOG,2020-10-30,2.51,2.54,2.42,2.465,79440,2.464999999999999,2.4776923076923074,2.4788888888888887,-0.0011965811965812811,-0.00023931623931625624
GLOG,2020-10-29,2.53,2.5364,2.43,2.48,152602,2.4799999999999978,2.48,2.48,0.0,0.0
