Symbol,Date,Open,High,Low,Close,Volume,SLS SMA,SLS spanTwelveEMA,SLS spanTwntySixEMA,SLS_x,SLS_y
SLS,2020-12-03,3.66,3.71,3.59,3.6657,4458,3.6657,3.3830395781688267,3.097823150861304,0.2852164273075233,0.21571461975549994
SLS,2020-12-02,3.52,3.53,3.37,3.38,22758,3.38,3.331646774199523,3.0523930029302084,0.2792537712693144,0.19833916786749423
SLS,2020-12-01,3.88,3.9,3.75,3.79,31953,3.79,3.322855278599436,3.0261844431646248,0.2966708354348113,0.17811051701703917
SLS,2020-11-30,3.79,3.96,3.7548,3.8065,56544,3.8065000000000007,3.237919874708425,2.9650791986177945,0.2728406760906301,0.1484704374125961
SLS,2020-11-27,3.59,3.8,3.59,3.7880000000000003,49649,3.7880000000000007,3.1345416701099564,2.897765534507218,0.23677613560273825,0.11737787774308749
SLS,2020-11-27,3.59,3.8,3.59,3.7880000000000003,49649,3.7880000000000003,3.0157310646754034,2.8265467772677955,0.18918428740760795,0.08752831327817479
SLS,2020-11-25,3.17,3.29,3.1279,3.2527,86304,3.2527,2.8753185309800218,2.749630519449219,0.12568801153080322,0.06211431974581648
SLS,2020-11-24,3.03,3.1199,2.9,2.92,64013,2.92,2.806703718430936,2.7093849610051564,0.09731875742577902,0.0462208967995699
SLS,2020-11-23,3.17,3.19,3.08,3.0954,69737,3.0954,2.786104394509287,2.692535757885569,0.09356863662371806,0.03344643164301751
SLS,2020-11-20,3.06,3.1,3.03,3.09,106872,3.0899999999999994,2.729868829874612,2.6603066185164153,0.06956221135819708,0.01841588039784237
SLS,2020-11-19,2.82,2.93,2.78,2.8464,64782,2.8463999999999987,2.66439043530636,2.6259311479977283,0.038459287308631566,0.005629297657753805
SLS,2020-11-18,2.8,2.93,2.8,2.8501,69639,2.8500999999999985,2.631297787180243,2.6082936398375463,0.02300414734269696,-0.0025781997549656384
SLS,2020-11-17,2.64,2.78,2.56,2.7312,28227,2.731199999999999,2.59151556666756,2.5889491310245503,0.002566435643009957,-0.008973786529381286
SLS,2020-11-16,2.52,2.68,2.52,2.5972,12896,2.5971999999999986,2.566118396970753,2.5775690615065145,-0.01145066453576149,-0.011858842072479097
SLS,2020-11-13,2.57,2.575,2.47,2.5,10610,2.499999999999999,2.5604671964199808,2.575998586427036,-0.015531390007054837,-0.011960886456658498
SLS,2020-11-12,2.54,2.5403,2.5,2.5,20902,2.499999999999999,2.5714612321327053,2.5820784733411983,-0.0106172412084935,-0.011068260569059303
SLS,2020-11-11,2.65,2.65,2.5403,2.6073,6143,2.6072999999999986,2.5844541834295605,2.588644751208494,-0.0041905677789335636,-0.011181015409200865
SLS,2020-11-10,2.65,2.65,2.5712,2.5906,5765,2.590599999999999,2.5803003985985717,2.5871523313051736,-0.006851932706602336,-0.012928627316767688
SLS,2020-11-09,2.69,2.7,2.5178,2.69,5547,2.6899999999999986,2.5784277437983114,2.5868765178095874,-0.008448774011275972,-0.014447800969309137
SLS,2020-11-06,2.68,2.68,2.625,2.6579,1345,2.6579,2.558141879034368,2.5786266392343538,-0.02048476019998624,-0.015947557708817426
SLS,2020-11-05,2.5,2.5,2.44,2.4968,1791,2.496799999999999,2.5400040388587986,2.5722847703731024,-0.032280731514303884,-0.014813257086025333
SLS,2020-11-04,2.47,2.5101,2.4198,2.4198,3915,2.419799999999999,2.5478593186513074,2.5783235520029506,-0.03046423335164317,-0.010446388478955694
SLS,2020-11-03,2.39,2.44,2.39,2.44,960,2.439999999999999,2.5711428311333635,2.5910054361631865,-0.019862605029822955,-0.005441927260783825
SLS,2020-11-02,2.58,2.58,2.43,2.5224,5803,2.5223999999999998,2.5949869822485208,2.603085871056241,-0.008098888807720694,-0.001836757818524042
SLS,2020-10-30,2.59,2.5938,2.59,2.5938,267,2.593799999999999,2.6081846153846158,2.6095407407407407,-0.0013561253561253928,-0.00027122507122498977
SLS,2020-10-29,2.63,2.63,2.54,2.6108,8658,2.6108,2.6108,2.6108,0.0,0.0
