Symbol,Date,Open,High,Low,Close,Volume,ABMC SMA,ABMC spanTwelveEMA,ABMC spanTwntySixEMA,ABMC_x,ABMC_y
ABMC,2020-12-03,0.0955,0.1075,0.0955,0.1075,98960,0.1075,0.11556445603585187,0.15409924598684824,-0.03853478995099637,-0.038361051432084
ABMC,2020-12-02,0.078,0.08900000000000001,0.078,0.0865,11000,0.08650000000000001,0.11703072076964313,0.15782718566579612,-0.040796464896153004,-0.03831761680235591
ABMC,2020-12-01,0.0905,0.0988,0.09,0.09,166819,0.09,0.12258176090957824,0.1635333605190598,-0.04095159960948158,-0.03769790477890664
ABMC,2020-11-30,0.1025,0.107,0.0905,0.1012,62708,0.10119999999999996,0.12850571743859246,0.1694160293605846,-0.04091031192199216,-0.03688448107126291
ABMC,2020-11-27,0.1,0.1055,0.1,0.1055,6500,0.1055,0.13347039333651836,0.17487331170943138,-0.04140291837291302,-0.0358780233585806
ABMC,2020-11-27,0.1,0.1055,0.1,0.1055,6500,0.1055,0.1385559193977035,0.1804231766461859,-0.041867257248482385,-0.03449679960499749
ABMC,2020-11-25,0.1006,0.1056,0.1006,0.1056,1100,0.1056,0.14456608656092232,0.1864170307778808,-0.04185094421695845,-0.03265418519412626
ABMC,2020-11-24,0.10845,0.1095,0.1001,0.1047,25245,0.10470000000000004,0.1516508295719991,0.1928823932401112,-0.04123156366811212,-0.030354995438418204
ABMC,2020-11-23,0.10705,0.11,0.10099999999999999,0.1015,44165,0.10150000000000002,0.16018734403963528,0.1999369846993201,-0.03974964065968487,-0.02763585338099473
ABMC,2020-11-20,0.1093,0.1125,0.10737999999999999,0.1125,18800,0.11250000000000004,0.17085777022865986,0.20781194347526574,-0.03695417324660591,-0.024607406561322202
ABMC,2020-11-19,0.11075,0.1125,0.109,0.1125,5368,0.11250000000000004,0.18146827390659806,0.21543689895328705,-0.03396862504668899,-0.021520714890001284
ABMC,2020-11-18,0.11,0.115,0.10685,0.11,82300,0.11000000000000004,0.19400796007143406,0.22367185086955,-0.029663890798115964,-0.018408737350829357
ABMC,2020-11-17,0.23,0.23,0.11,0.111,1242694,0.11100000000000004,0.20928213462987655,0.232765598939114,-0.023483464309237426,-0.01559494898900771
ABMC,2020-11-16,0.23,0.23,0.20625,0.21,11000,0.21,0.2271516136534905,0.2425068468542431,-0.015355233200752603,-0.013622820158950274
ABMC,2020-11-13,0.2379,0.2379,0.22495,0.2379,14800,0.2379000000000001,0.2302700888632161,0.24510739460258255,-0.01483730573936651,-0.013189716898499692
ABMC,2020-11-12,0.2299,0.24,0.2161,0.2161,13700,0.2161,0.2288828322928917,0.24568398617078915,-0.016801153877897438,-0.012777819688283
ABMC,2020-11-11,0.203025,0.233,0.20275,0.233,18400,0.2330000000000001,0.23120698361887204,0.2480507050644523,-0.016843721445580245,-0.011771986140879381
ABMC,2020-11-10,0.20005,0.20005,0.2,0.2,3000,0.20000000000000004,0.23088098064048515,0.2492547614696085,-0.01837378082912333,-0.010504052314704165
ABMC,2020-11-09,0.2001,0.2001,0.18,0.18,40290,0.18,0.23649570439330064,0.2531951423871772,-0.01669943799387652,-0.008536620186099367
ABMC,2020-11-06,0.21,0.2197,0.21,0.2197,10718,0.2197,0.2467676506466281,0.2590507537781513,-0.012283103131523282,-0.006495915734155064
ABMC,2020-11-05,0.22,0.24,0.22,0.24,800,0.24,0.2516890416732877,0.26219881408040346,-0.010509772407115758,-0.00504911888481303
ABMC,2020-11-04,0.2055,0.22,0.1998,0.22,990,0.22,0.2538143219775218,0.2639747192068357,-0.010160397229313944,-0.0036839555042373477
ABMC,2020-11-03,0.22,0.22,0.21,0.21,38156,0.20999999999999994,0.2599623805188894,0.2674926967433826,-0.007530316224493183,-0.0020648450729682123
ABMC,2020-11-02,0.25,0.25,0.24,0.242225,89900,0.24222499999999994,0.26904644970414204,0.2720921124828532,-0.0030456627787111556,-0.0006984772850869692
ABMC,2020-10-30,0.2566,0.268,0.2566,0.268,3700,0.2679999999999999,0.2739230769230769,0.2744814814814815,-0.0005584045584045573,-0.00011168091168092254
ABMC,2020-10-29,0.265,0.275,0.26,0.275,9250,0.2749999999999999,0.275,0.275,0.0,0.0
